,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X600585.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X002466.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X601699.SH,X600426.SH,X600489.SH,X000983.SZ,X600160.SH,X600803.SH,X000877.SZ,X601991.SH,X000786.SZ,X000933.SZ,X600985.SH,X600176.SH,X000630.SZ,X000807.SZ,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X000932.SZ,X600219.SH,X600096.SH,X000883.SZ,X600295.SH,X002353.SZ,X600348.SH,X000027.SZ,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.248709399138993,0,0,0,0,0,0.107265559835495,0,0,0.207713923989906,-0.0279095469103288,0,0,0,0,0,0.0326946515503218,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0648401673447965,0,-0.134263185062772,0,0,-0.00936138861965444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142885671924166,0,0,0,0,0
X601088.SH,0.0364105150890669,0,0,0,0.230824513281511,0,0,0.135427884908297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266010539410693,0,0,0,0,0,0,0.00781748409335637,-0.0469869087344984,0,0,0.0235957860378036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104099985763134,-0.0450491493894682,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.146096477093931,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342191680597633,0,0,0,0,0,0.153043660499435,0,0,0.234478684987514,0,0,0,0.00304177132421324,0,0,0,0.0692460480749466,0,0,0.0625043861889233,0,0,0,0,0,0,0.013055914636393,0,0,-0.0850332870781136,0,0.0123003940650854,0.008989232212232,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152113695459211,0,0,0,0,0,0,0.0439918360721684,0,0,0.0373517352241619,0,0,0,0,0,0,0.372077111052067,0,0,0,0,0,-0.180240786540984,0,0,0,0,0,0,0,0,0,0,-0.0453630119866809,-0.016481705997427,0,0,0,0,0,0
X600188.SH,0,0.0233709284116939,0,0,0,0,0.195645519900351,0,0.0288752561853447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330510977475852,0,0,0.103915196061357,0,0,0,0,-0.0357188359109878,3.46944695195361e-18,0,0,0.00166947330495058,0,0,0,0.170075451942036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0366063709059482,0,0.0553872870047037,0,0,0,0,0,0.0454160780029014,0,0,0,0,0.0326584245705432,0,0.0331041099591631,0,0,0,0,0.198899104708772,0,0,0,0,0,0,0,0,0.12794480671704,0,0,-0.052626720772383,0.0187714415378924,0,0,0,0,-0.0639373185562935,0,0,0,0,-0.0189669650763937,0,-0.0103641618863907,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.461172832316151,-0.00982321585654657,0.16385418914447,0,0,0,0,0,0.00305636650421783,0,-0.197593446329272,0.324495781350701,0,-0.0473136568712731,0,0,0.411644710983737,0,0,0,0,0,0,-0.163447270358518,0,-0.0138789697090842,0.195163662793142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293639483745877,0,0,0,0,0,0,0,0
X600011.SH,0.0467798305110429,0,0,0,0,0,0.0167043665345759,0,0,0,0,0,0,0,0.506226209448446,0,0,0,0,0,0,0.158124134744156,0.0413155247651228,0,0,0,0,0,0,0,0.109886731566136,0,0.051159297880914,0,0,0,0,0,0,0.0568673389484012,0,0,0,0,0,0,0,0,0,0.0219507079171277,0,0.0153567837589189,-0.047545123267841,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.285049126332801,0,0,0,0,0,0,0,0,0,0,0,0.0604334752127691,0,0,0,0,0,0,0,0,0.725040184092238,0,0,0,0,0,0,0.0448490751230318,0,0,0,0,0,0,0,0,0.100682394157029,0,0,0,0,0,0,0.00564459904108659,0,0,0,0,-0.0714702407521823,0,0,0,0,0
X600585.SH,0.0107006873460392,0,0,0.227247025537895,0,0,0.0693263937030983,0,0.0528362310199791,0,0,0.0172462768299195,0,0,0,0,0,0,0.115318561093694,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0695443721021018,0,0,0.109286008008489,0,0,-0.0316453336773362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174695296920701,-0.160460849111805,0,0,0,0,0
