,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600886.SH,X600188.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X601158.SH,X000898.SZ,X600583.SH,X000709.SZ,X000792.SZ,X600352.SH,X600157.SH,X600547.SH,X600489.SH,X000629.SZ,X600021.SH,X000539.SZ,X002353.SZ,X600008.SH,X600808.SH,X000831.SZ,X000027.SZ,X600660.SH,X600549.SH,X000630.SZ,X000825.SZ,X600219.SH,X600578.SH,X002470.SZ,X600307.SH,X600315.SH,X000060.SZ,X600098.SH,X600863.SH,X600490.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.442687437120838,0,0,0,0,0,0,0,0.0186841718728222,0,0,0.221342175473065,0.0361464857294995,0,0,0,0.0412712593843839,0,0,0,0,0,0,0.00913245746917658,0,0.0658304442344852,0,0,0,0,0,0,0,0.0530828237246393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209887576614,0.0170960120224702,0,0,0,0,0,0
X600028.SH,0.550355899659118,0,0,0,0,0,0,0,0.0535181521520538,0.127718666677208,0,0,0,0,0,0,0.115966968112217,0,0,0,0,0.0100869821100461,0,-0.0487125707082316,0,0,0,0.00490146161519494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120174840286446,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.115801080918295,0,0,0,0,0,0,0.178301129710452,0,0,0,0,0.0771566119232327,0.303691907632137,0,0,0,0.092139917707484,0,-0.032754379223324,0,0,0,0.0742439651354704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944640726568928,0,0,0,0.0373382328357596,0,0,-0.0691740600251333,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.121542194424364,0,0,0,0.013372521135472,0,0.0864411001097616,0,0,0.205105297894969,0.0153412457320625,0,0,0,0.154400494950139,0,0,0,0,0,0,0,0,0,0,0,0,0.0506377027053258,0,0.133305887201946,0,0,0,0,0.0146908398616419,0.116262828230608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0170505634726169,0,0,0,0,0,0,0,0.142952847786272,0.0281462634185794,0,0,0,0,0.0168098731872706,0.354507164353968,0,0,0,0,0,0,0.0286012138448094,0.0818625790641737,0,0,0.0901367135185378,0,0,0,0,0,0,0,0.0126705066895155,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0211721907264604,0,0,0,0,0,0
X600585.SH,0.0744500071202529,3.46944695195361e-18,0.0853766573377019,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0576086971784163,0,0,0.110793101972983,0,0,0,0,0.068208075733568,0.00711291985515373,0,0,0,0,0,0,0,0,0,0,0,0.048830281527775,0,0.0158854048069868,0,0,0,0,0,0,0.0859351626031323,0,0,0.191424813528408,0,0,0,0,0.0199167553019857,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826815176442563,0,0,0,0,0,0,0.460095949520847,0,0,0,-0.029630285511816,0,0,0,0,0,0,0,0,0,0.200090262213513,0,0,0,0,0.0187165794130507,0,0,0,0,0.199108205475556,0,0.0488058969008046,0,0,0,0.0510219606007808,0,0,0,0,0,0,0
X601898.SH,0,0,0.0168762101416036,0,0,0,0.108111990014563,0,0,0.0527903061123364,0.031544603667566,0,0,0,0,0,0,0,0,0,0,0.0896050191389471,0,0,0,0,0,0,0.220581008700839,0,0,0,0,0,0,0.176591798621529,0,0,0,3.46944695195361e-18,0.0051827436360536,0.0629814530631482,0,0,0,0,0,0,0,0,0,0.0131404131063212,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.197063945627902,0.24587323232458,0,0.100764687677621,0,0,0.154880827953065,0,0,0,0.00218619539440347,0,0,0,0,0,0,0,0,0,0,0.0786609846675689,0,0,0.0375909509524482,0,0,0,0,0,0.000800494465074252,0.0532648651175158,0,0,0,0,0,0.0912081973503394,0.090014599475656,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.257263880336654,-6.93889390390723e-18,0,0,0,0.137777415034686,0,0.177010680850919,0.206981066255264,0,0,0,0,0.00363518624078425,0,0,0,0,0,0,0,0.125021693126,0,0.0803016451707347,0,0,0.0248674950934384,0,0.0568106987221022,0,0,0,0,0.00721657482555066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
