,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600157.SH,X600188.SH,X000883.SZ,X600021.SH,X601158.SH,X600583.SH,X601992.SH,X600309.SH,X600352.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000792.SZ,X000060.SZ,X600808.SH,X000825.SZ,X600489.SH,X002470.SZ,X002353.SZ,X000629.SZ,X600547.SH,X600660.SH,X600307.SH,X002075.SZ,X600008.SH,X600863.SH,X600578.SH,X000831.SZ,X600549.SH,X000012.SZ,X600219.SH,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.581667884336402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300177481096748,0,0,0.232288482221746,0,0,0,0,0,0,0.0115877880468748,0.0246987721755775,0,0,0.0291572667835624,0,0,-0.0558368299263826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83458772191853e-05,0,0,0,0,0,0
X600028.SH,0.6697949625077,0,0,0,0.0281531657840775,1.73472347597681e-18,0,0,0,0.0862770559877938,0,0,0,0,0,0,0,0,0,0,0,0,0.0126061709800869,0,0.01468135989898,0,0,0.00865938647399207,0,0,0,0,0,0,0.0734549244270875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00506508629742999,0,0,0,0,0,0,0
X601088.SH,0.0423980866278497,0,0,0,0,0,0,0,0,0.296855877887709,0,0,0,0,0.0167353332934368,0,0,0.050576538529401,0,0,0,0.139731257405776,0.05500152847451,0,0,0,0,0.136090030535942,0,0,0,0,0,0,0,0,0,0,0,0,0.00636707984810911,0,0,0,0,0,0,0,0,0,0,0,-0.00275218002704291,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.03138466177192,0,0,0.0763555087640491,0,0,0,0,0.107850627371717,0,0.0640231135460803,0,0,0,0,0.295119731055341,0,0,0,0,0,0,0,-0.022496825806629,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.100081755948723,0.0453900015933111,0,0,0,0.100243362179928,0.0999263457620389,0,0,0,0.065347387409116,0,0,-3.46944695195361e-18,0,0,0,0.0510419571053496,3.46944695195361e-18,0,0,0,0,0.122648666042454,0,0,0,0,0,0,0,0,0,0,0.207227360544472,0,0,0,0,0,0,0,-0.00607001318923784,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.299366388821745,0,0,0,0,0.0263373192941861,0,0,0,0,0,0,0,0,0,0,0.222351814120198,0.00508666813135736,0.207273070609622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051970146181084,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0325736819376441,0,0.0937183572331166,0,0,0,0,0.032121640755574,0.102805128258662,0,0,0.156515531835013,0,0,0,0,0,0,0,0,0,0,0,0.0693182095878124,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.34971288671058,0,0,0,0,0,0,0,0,-0.00603708331706342,0.00848839403257667,0,0,0,0,0,0
X600585.SH,0,0,0.119611776252868,0,0,0,0,0,0,0,0,0,0,0,0.295026555104717,0,0,0,0,0,0,0.0226159595789424,0.057574869182755,0.0268384568566174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417177235288285,0,0,0,0,0,0,0.0221282626983445,0,0,0,0.00500822841476581,0,0,0,0,0,0,0
X601600.SH,0,0,0,1.38777878078145e-17,0,0,0.0672926308121247,0,0,0.0594930567935202,0.014401114652665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275925869495895,0.111645110317548,0,0,0,0,0,0,0,0,-0.0378094774793024,0,0,0,0.128733052308204,0,0,0,0,0,0,-0.0209717271932612,0.0316092080417326,0,0,0,0,0,0
X601898.SH,0,0,0.237180728780146,0,0,0.265545706389127,0,0,0,0,0.0885949962888491,0.0431678802482664,0,0,0,0,0,0,0,0,0.0873492979932488,0,0.0999815140432891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11079305730256,0,0,0,0.0258781446811187,0.0472787443122805,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.270649313895339,0,0,0,0.0653996703372622,0.269727773534431,0,0,0,0,0.0243285190796796,0,0,0,0,0,0,0.0738778952611834,0,0,0,0,0,0,0.0964117718551836,0,0,0,0,0,0,0,0,0,0,0,0,0.0503891330846247,0.0590588377736487,0.16673159478335,0,0,0,0.0651728181451053,0,0,0,0.00725320971876565,0,0,0,0,0,0,0
X600688.SH,0,0.375835721451095,0,0,0,0,0,0,0,0.0434361252782252,0,0,0,0,0,0,0,0,0,-0.0750785583845359,0.578983374673702,0,0,0,-0.0481923655789529,0,0,0,0,0,0,0.0250776998038824,0,0,0,0,0,0.0408474196750336,0,0,0,0,0,0,0,0,0.156927736485328,0.284145079941528,0,0,0,-0.00900142032169456,0.00378744299966665,0,0,0,0,0,0
X600111.SH,0,0,0,0.118197850241101,0,0,0,0,0,0,0,0,0,0,0,0,0.03923042455189,0.121336272290665,0.0243994178205055,0,0,0.0385349749078908,0,0,0,0.011098436290497,0,0,0.0576527175617956,0,0,0,0.066427811182278,0,0.00553482454210166,0,0,0,0,0,0,0,0,0,0.212954027376271,0,0,0,0,0,0,-0.0224685248096359,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0568792306315059,0.00989947880208009,0,0,0,0,0,0,0,0,0,0,0,0,0.0583768061215165,0,0,0,0,0,0,0,0.251053776076098,0.0463126793983391,0.0716470227492084,0,0,0,0.0351950987130077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256202690945047,0.00196407170663666,0,0,0,0,0,0
X600886.SH,0,0,0,0.0237299500804806,0,0,0,0,0,0.353630815498062,0,0,0,0,0,0,0,0,0,0,0,0.108254505291244,0.0369074301623598,0,0,0,0,0,0,0,0.00310636680056834,0,0,0,0,0,0,0,0,0,0.00349932742502003,0,0,0.169211683008416,0,0,0,0.0173111003418931,0,0,0,0,0.00939261178569639,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.346767482226427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867333145045751,0,0.121645006312947,0,0,0,0,0,0,0.0823941774096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21720098502135,0.0875199650344657,0,0,0,0,0,0,0,0,-0.00796807220634456,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0125366133460257,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0893523886650433,0,0,0,0,0,0.116062891958165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258436509125817,0,0,0,0,0,0,0,0,0,0.0523223009111413,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0307333824793986,0.0622788719148715,0,0,0.188805932441447,0,0,0,0,0,0,0,0,0,0,0,0.00760061797379218,0.0207938702755942,0,0.045560223634872,0.110090259703964,0.0892194142963259,0.103748627948085,0,0.216073396241069,0,0,0,0,0.0476404385590169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557723734302027,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130913506022794,0,0,0.00447746887481873,0,0,0,0,0,0,0,0,0,0,0.0316925040507246,0,0,0,0.0200600170799204,0,0,0,0,0,0,0.00837117961280844,0,0,0,0,0.0471807690469575,0,0,0,0,-0.0569235465850934,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0.139029452160974,0,0,0,0.133944911824676,0,0,0,0,0,0,0,0,0,0.120756738336347,0,0,0,0,0,0.307453804831593,0,0,0,0,0,0,0,0,0,0.0284650605663333,0,0,0,0,0.211592045040232,0.0105566224948348,0.0913097355718579,0,0,0,0,0,0,0,0.0168163639339257,0.0459239058144487,0,0,0,0,0,0
X601158.SH,0,0.125992580090143,0,0,0,0,0,0,0.00675078989356772,0,0.138190924420737,0,0,0,0,0,0.0322246586166457,0,0,0,0,-0.0648852927589402,0.029712793193185,0,0.0443617905086109,0,0,0,0,0,0,0,0,0,0.0219497126527019,-0.0161926766878229,0,0,0,0,0.0220588398743364,0.385025185392732,0,0,-0.0548856107883055,0,0,0.0418110643685165,0,0,0,0.0220440418892988,0.0259197463402705,0,0,0,0,0,0
X600583.SH,0,0,0,0.201114463687421,0,0,0,0,0,0,0,0,0.00038451798853064,0,0,0,0.0503631255133109,0,0,0,0,0,0,0,0,0,0,0,0.0455894447009686,0,0.0841006280099267,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0618350317874131,0,0.259563310242854,0.073378421235485,0,0,0,0.113868535724868,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.109356702843186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308940150380168,0,0,0.171097853968951,0,0,0.0110684566288045,0.0183964599476708,0.0655680858816336,0,0,0,0,0,0,0,0,0,0,0.234983941824625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
