,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X000792.SZ,X002466.SZ,X000301.SZ,X600660.SH,X600010.SH,X600011.SH,X000877.SZ,X600188.SH,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X002326.SZ,X300037.SZ,X000408.SZ,X600141.SH,X600803.SH,X600219.SH,X600096.SH,X601991.SH,X600795.SH,X000723.SZ,X000786.SZ,X002407.SZ,X000825.SZ,X600027.SH,X600295.SH,X600688.SH,X600399.SH,X600160.SH,X600516.SH,X002353.SZ,X600352.SH,X600489.SH,X300073.SZ,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.042314176822007,0,0,0,0,0.103625008956234,0,0,0,0,0,0,0,0,0,0,0.0116399840017276,0,0,0,0,0,0.0846871383331953,0,0,0,0,0.0513495095487235,0.0027120690816191,0,0.110621350936008,0.189327577194907,0,0,0,0,0,0,0,0,0,-0.0143614964925567,0,0,0,0,-0.0199563594254177,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0221619012169901,0,0,0,0,0.0544122454039136,0,0,0,0,0,0,0,0,0,0,0.0132963918840188,0,0,0,0,0,0.0194302565890171,0,0,0,0,0,0.0195186417532737,0,0.146842227290858,0,0,0,0,0.141763738192085,0,0,0,0.0664122128551533,0,0,0,0,0,0,-0.014035203326502,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0565665343613319,-1.0842021724855e-19,0,0.0692851559931567,-0.0455253730329985,0,0,0.337061995083293,0,0,0,0.0319257900789352,0,0,0,0,0,0,0.0471736879386612,0,0,0,0,0.0837164988646462,0,-0.0164331638629451,0,0.0357783062195568,0.0962992317456167,0,0,0,0,0,0,0,0,0,0,0,0.0312927361978876,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188898996868687,0,0,-0.0258827275066761,0.00626844118789868,0.00297928900831936,0,0,0,0,0.113841955698314,0,0.194303328552011,0,0,0,0,0,0,0,0,0,0,-0.0324100401768018,0.062169826141566,0,0,-0.0902384726483369,0,0,0,0.0180860457245157,0,0,0.103309895390591,0,0,0,0,0.0113312915371366,0,0,0,0,0.0372432963210221,0,0
X002460.SZ,0,0,0,0,0,-0.0386011170817166,0,0,0.0261162636187538,0.485643333866542,0,0,0,0,-0.0193149121789618,0,0.0219244522744721,0,0,0,0,0,0,0,0,-0.101984409345312,0,0,0,0,0,0,-0.000492295280703435,0,0,0,0,0.322426947122541,0,0,0,0,0.191404749698578,0,0,0,0,0,0,0.0424775178710609,0,0,-0.0508514654831774,0,0,0,0,0,0
X600585.SH,-0.0179688308667433,0,0,0,-0.122789748467855,0,0,0,0,0,0,0,0,-0.0480113341412028,0.490002832998225,0,0.278948335166955,0,0,0,0,0,0,0.116008399912581,0,-0.0200571273257598,0,-0.00544493545322172,0.0426038688075235,0,0,0,0.0320043806248166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511670286136508,0,0,0.0686868676893813,0,0.000872564388876169,0,0,0,0,-0.0439556205181395,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.098889036574942,0,0,0.294567067699344,0,0,0.0587178227134171,0,0,0,0,0,0,0,0,0,0,0.0232532618353704,0.183005407267457,0.190498038950667,-0.0223311896369173,0,0,0,0,0,0,0,0.0522534021715198,0,0,0,0,0.277834956852126,0,0,-0.0589901130456126,-0.151108163973678,0,0.170256344506973,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X600019.SH,0,0,0.0438431804949239,0,0,0,0,0,0.0348886938245409,0,0,0,0.018729303794604,0,0.0127984166756595,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0454098045271659,0,0,0,-0.0238142249908344,0.0690032781149035,0.0244096071224319,0,0,0,0,0,0,0,0,0,0,0,0.0651327118229837,0,0,0,0,0,0.602142213799156,0,-0.0134238101778468,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0295594968607594,0,0,0,0,-0.0597720961200296,0,0,0,-0.0222922910111357,0,0,0,0,0,0,0,0,0.328353894527544,0,0,0,0,0,0,-0.288551645310469,0,0,0,0.0290605203735714,0.105250661324134,0,0,0,0.0960538850713241,0,0,0,0,0,0,0,0.101955008336046,0,0,0,-0.132358588824741,0,0
X002466.SZ,0,0,0,0,0.363813335765465,0,0.169706632186614,0,0.0596652244254876,0,0.0679627916844778,0,0,0,0,0,0.0116138336776539,0,-0.0425908583641105,0,0,0,0,0,0,0,0,0,0.140349052867472,0,0,0.0603248046073609,0,0,0,0,0,0,0,0,0.0177229675089792,0,0,0,0,0,0,0,0,0,0,0.00579463297869327,0,0,0,0,0,0,0
