,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X000709.SZ,X601158.SH,X000898.SZ,X600660.SH,X000792.SZ,X000883.SZ,X000539.SZ,X600309.SH,X600583.SH,X600160.SH,X600623.SH,X600352.SH,X000027.SZ,X000630.SZ,X002466.SZ,X000629.SZ,X600547.SH,X600578.SH,X600489.SH,X002470.SZ,X600098.SH,X600021.SH,X600022.SH,X000060.SZ,X600176.SH,X300072.SZ,X600808.SH,X600863.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.565405856521683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206066786326038,0,0,0,0.0182338688528763,0,0,0,0.0356471594002443,0.0495138126252228,0,0,0,0.019394553375355,0,0,0,0,0,0,0,0,0,0.00840644276771777,0,0,0.0991817994683297,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.315969362243501,0,0,0,0,0,0.0839500307498154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176647607555095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173818832382653,0,0,0.0594125199691635,0,0,0,0,0,0.0105104393593651,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.058549107159017,0,0,0,0,0,0,0,0.236868694895651,0,0,0,0,0,0,0,0,0.0341092447231901,0,0,0,0,0.0521066191438337,0,0,-3.46944695195361e-18,0,0,0.078434750339084,0,0,0,0,0,0,0.166119512104865,0.0712675045703009,0,0,0,0,0,0,0,-0.041203662289097,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.148668004060767,0,0,0,0,0,0,0,0,0,0,0,0,0.123723204341263,0,0,0,0,0,0.0683818272011198,0,0,0.0127250541682947,0,0,0,0,0,0,0,0,0,0,0.104443767152324,0.0760149943272436,0,0,0,0,0,0,0,0,0,0.00211398105608091,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170348722842131,0.0154750396265459,0.241611349288253,0,0.203565981211223,0,0,0,0,0,0,0,0,0,0,0.0113217069541,0,0,0,0,0.0304484218807228,0.145578230529156,0,0,0,0,0,0,0,0.169290726426365,0,0,0,0,0,0,0,-0.00125106520969279,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222863910360069,0,0,0,0,0,0,0.0414250131556844,0,0.103444956161718,0,0,0,0,0.0185378863179498,0,0.00105875616120122,0,0,0,0.348108223679618,0,0,0,0.173493803744592,0,0,0,0,-0.0075389255432964,0,0,0,0,0,0
X600585.SH,0,0,0.0298867693086907,0,0,0,0,0.0480018136143568,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.130599193829631,0,0,0,0.0307251862687433,0,0,0,0,0.0113885220601232,0,0,0.0223917146272312,0.0483244033405993,0.0152153193166255,0.103961086373881,0,0,0,0,0,0,0,0,0,0,0.0970938734700475,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982261434444725,0.021934304172203,0,0,0.203870593995977,0,0,0,0,0,0.0639222129028618,0,0,0,0,0,0,0,0.0940895355860664,0,0,0.0426357831484238,0,0,0,0,0.0636011497747123,0,0.167227263669964,0.0941522945023285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984297567232326,0.0426734472431417,0,0,0.136449074722949,0,0.028415146892647,0,0,0,0,0,0,0,0,0.0438434744299325,0,0,0.00970533611062473,0,0,0.141074741081791,0,0,0,0,0,0,0,0.163291877541031,0,0,0.0106978113241502,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103252960944358,0,0,0.0881901511058291,0,0,0,0,0,0,0,0,0,0,0.0594943622841538,0,0.0752383016471983,0,0,0,0.0141059570764498,0,0,0,0.0353142666905549,0.113449511830114,0.213523895462289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
