,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600547.SH,X600660.SH,X600362.SH,X600188.SH,X600886.SH,X600339.SH,X000709.SZ,X600027.SH,X002466.SZ,X600157.SH,X600111.SH,X600008.SH,X000898.SZ,X601158.SH,X600489.SH,X000959.SZ,X600299.SH,X002460.SZ,X600352.SH,X000408.SZ,X000883.SZ,X600583.SH,X600219.SH,X600160.SH,X000630.SZ,X600578.SH,X000723.SZ,X000539.SZ,X600176.SH,X002271.SZ,X000792.SZ,X600021.SH,X000027.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.317089649468716,0.0707498474930705,0.0183997677668826,0.0423396670657736,0,0,0.0382744930963318,0,0,0,0,0,-0.00927811189651674,0.10745569873959,0,0,0,0,0,-0.0025264757276512,0,0,0,0,0,0,0,0,0,0,0,-0.0280681337611128,0,0,0,0.0103966467608081,0,0,0,0,0,0,0,0,0,0.0245838292058907,0,0,0,-0.0179809385376014,0.00787581349547114,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0874812353045489,0,0.0253905376328258,0.0997060681209141,0,0,0,0,0.00471428699285385,0,0,0,0,0.0722088856527697,0,-0.0580287410381374,0,0,0,0,0,0,0.0106618065664552,0,0,0,0,-0.0567958611302605,0.0537213537233026,0,0,0.0345884117376218,0,0,0,0,0,0,0,0,0,0.0212712984760087,0,0,0,-0.00139843851792226,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0267469028451288,0,0,0,-0.0033094579437023,0,0.0202184378828432,0,0,0,0,0.0646326041848838,0,0,0,0,0,0,0,4.33680868994202e-19,0.148510295282806,0,0,-0.0106676170304199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533050968297562,0,0.0759143801693931,-0.0869941624412552,0,-0.000810998342171524,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0507831576059312,0,0,0,0,0,0,0,0,0,0.0163024549141783,0,0,0,0,0,0,0,0,0.551177148674822,0,0,-0.0333469167378622,0,0.0502888892005345,0,0,0,0,0,0,0,0.0245740909557886,0,0,0,0,0,0,0,0,0,0,-0.0346891188257094,0,0,0,0,0,0
X600011.SH,0,0,0.195402004726966,0,0,0,0,0,0,0,0,0.0592475134346539,0,0,0,0,0,0,0,0,0,0.0415041022224344,0.384907279582391,0.0100239015912423,0,0,0.0804399276342372,0,0,0,0.0170142134498254,0,0,0,0,0,0,0,0,0,0.0798407156024197,0,0,0,-0.124944033603035,0,0,0,0.0440488302977956,0,0.073060353786563,-0.0444691341031149,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0257982264529145,0,0,0,0,0,0.299328036161979,0,0,0,0,-0.0187394170803766,0.160520187838564,0,0,-0.0126917904498717,0,0,-0.0423244402340192,0,0,0,0,0,0,-0.0372643437108872,0,0,0,0,0,0,0,0.184340994857417,0,0,0,0,0,-0.0203230313726245,0.00335208987104198,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0455390408215184,0,0,0,0,0,0,0.143970631365581,0,0,0,0,0,0.0061406111069807,0,0,0,0,0,0.116530422243895,0.248076155919879,0,0,0,0,0,0,0,0,0,0,0,0,-0.051561788894742,0.100417203267972,0,-0.0506884142836093,0,0,0,0.217084373527818,0,0,0,0.00456801792906359,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0193510443514594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45781733649525,0,-0.0120775174116463,0,0,0.285876936983024,0,0,0,0.5853163262863,0,0,0,0,0,0,0,0.0647035476843039,0,0,0,0,0,0.0600223146309112,0,0,0,0,0,0.0633454411192521,-0.0305028894027084,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.774689974189203,0,0,-0.120066627116554,0,0,0,0,0,0.188447839153753,0,0,0,0,0,0,0,0,0,0,0,0,0.194732445906224,0,0,0,0,0,-0.36718564009889,-0.25928000149895,-0.032274253422577,0,0,0,0,0,0,0,0.288292895788815,0,0.316762835252462,0,0,0,0,0,0.0927419496390436,0.0437091829323282,0,0,0,0,0,0
X601898.SH,0,0,0.101472810281118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018514546603252,0.0870096189569041,0,0.0476873773388024,-0.00765147439708337,0,0.0926639019046525,0,0,0.0264211765708712,0,0,0,0,0,0,0,0,0,0.138187569277139,0,0,0,0.0224184434587983,0,0,0.179466633388828,0,0,0,0,0,0,-0.009093888904195,0.0182530082590704,0,0,0,0,0,0
X600688.SH,0,0,0,0.0399531637764172,0,0,0,0.0437979033051623,0,0,0,-0.0809072824287485,0,0,0,0,0,0.0515111501860385,0,0,0,0,0,0,0,0,0,0,0,0.0369746349355258,0,0,-0.107474839867098,0,0,0.0239343091549828,0.0772323117633976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163502169381332,-0.0145339625791859,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.122104226499774,0,-0.0565560894374629,-0.171571002906521,0,0,0,0,0.121760742476084,0,0,-0.0495158830645145,0,0,0,0,0,0.277695388873209,0,0,0,0.100786625027833,0,0,0.132705130976255,0,0,-0.0340971871039102,0,0,0,0,0,0.322090629648312,0,0,0,0,0,0.173212178706208,0,0,0,0.143186597088913,0,0.128598870828191,-0.0862117339975762,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0219884873268481,0,0,0,0.0626445658584785,0,0,0.0583846513917358,0,0,0,0.0111567700788277,0,0,0,0,0,0.0498746892781792,0.0216859136457963,0,0,0,0,0,0,0,0,0,0,0,-0.00352311307628551,0,-0.0340526351673345,0,0,0,0.0322041777182919,0,0.134863538646811,0,0,0,0,0,0,0,0,0.00873971998458088,0,0,0,0,0,0
