,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600795.SH,X600688.SH,X601991.SH,X300072.SZ,X601600.SH,X600660.SH,X600309.SH,X600547.SH,X600188.SH,X600886.SH,X600362.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X600489.SH,X601158.SH,X600299.SH,X600008.SH,X000883.SZ,X600352.SH,X600176.SH,X600219.SH,X600578.SH,X002271.SZ,X000723.SZ,X000630.SZ,X600583.SH,X002460.SZ,X600021.SH,X000408.SZ,X000539.SZ,X000792.SZ,X000027.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.28179292298762,0,0,0,0,0,0.0314498570051253,0,0,0.0196963643848968,0,0.0105634636407303,0.148585271254946,0,0.00268233989819096,0,0,0,0,0,0,0,0,-0.00884987655221282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00292903799348479,0.0100131462895,0,0,0,0,0,0,0,-0.0117704104212537,0,0,0,0,0,0,0
X600028.SH,0,0,0.0191542056850483,0,0,0,0,-0.0268654431269833,0,0,0.101828359674342,0,0,0,0,0,-0.13541867820978,0.0409201178196335,0,0,0,0,0,0,-0.0512896006154182,0,0.0948619385885166,0,-0.0793526497627105,0,0,0,0,0,0,0,0,0.070544742780448,0,0,0,-0.0453551720587449,0,-0.000387403852940419,0,0,0,0,0,-0.0361392755603092,-0.00807383341241445,0.00672986342013263,0,0,0,0,0,0
X601088.SH,0,0,0,0.083119350156962,0,0,0,-0.0237955134187804,0,0,0,-0.0394366914705114,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305626818690158,0,0.19864080728531,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00961276609360504,0.00855256239137129,0,-0.0793051567826069,8.67361737988404e-19,0,0,0,0,0,-0.00243229778715067,-0.0191720676049617,0,0,0,0,0,0
X600019.SH,0,0,0.0805391541506459,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.109083276974994,0,0.0666009390694042,0,0,0,0,0.111394913724482,0,0.26645531405838,-0.0459721660127636,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023645094575259,0,0,0,0,0,0.0234247205536102,0,0,-0.0112506349387865,0,0,0,0,0,0,0
X600011.SH,0,0,0.184876310624148,0,0,0,0,0,0,0,0,0.0660925179296414,0,0,0,0,0.0141619467833923,0,0,0,0.392238784056461,0.0370238633994956,0,0,0.0412232667643517,0,0,0,0,0,0,0.0754442596284821,0,0,0,0,0.175582568833316,-0.0954991733748748,0,0,0,0,0,-0.0529041662120399,0,0,0,0,0,0,0.0724256471937115,-0.0503614519297888,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.055890217159,0,0,-0.0118690815581557,0,0,0,-0.0701470106091924,0,0,0,-0.0748900236715559,0,0,0,0,0,0,0,0.104219655012174,-0.126372137361189,0,0.0688983627341957,0,0,0,0,-0.0526534134047564,0,0,0,0,0,0.0188846047819898,0,0,0,0.0366349049373763,0,0.146233596165275,0,0,0,0,-0.001518727912367,0,-0.015140559478563,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0492387040186738,0,0.0265013445587374,0,0,0,0,0,0,0,0.0693800159220812,0,0,0,0.0408891976779564,0.167392104558213,0,0,0,0,0.0626128470265768,0,0,0,0,-0.000157328464775395,0,0,0,0,-0.00785262781322474,0,0,0,0,0.120573134697952,0,0,0,4.33680868994202e-19,0.0263210032526419,0,0,0,0,0,0
X601992.SH,0,0,0,0,-0.0264734300387422,0,0,0,0,0,0,0,-0.0996440343543768,0.0982003220136794,0,-0.137321701616617,0,0,0,0,0,0.665868710302576,0,-0.198345795395278,0,0,0,0.169279155625707,0,0,0,0.389544176932886,0,0,0,0,0,0.107854513322449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809468185146688,0,0,0,0,0,0
X601898.SH,0,0,0.190041345896863,0.0268583736478726,0,0,0,0,0,0,0,0,0,0,0,0.045404906774604,0,0.0499163841313374,0.0268691517420557,0.304987730699284,0,-0.010015441254497,0,0.046226945076973,0,0,0,0,0,0,0,0,0,0,0,0,0.122901449790023,0,0,0,0.145787638125645,0,0,0,0,0,0,0,0,0,-0.00308372472312554,-0.00266503560497288,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.120533351030221,0,0,0,0,0,0,0,0,0,0,0.0406763439728549,0.027645935303972,0,0,0,0.000419580009043863,0.041225702227772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361751844293025,0,0,0,-8.67361737988404e-19,-0.00593863806574039,0,-0.0856840804317584,0.136123450122692,0,0,0,0,0,-0.00283130025993434,0.0178276380275159,0,0,0,0,0,0
