,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X002466.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X601699.SH,X600801.SH,X000723.SZ,X600096.SH,X601991.SH,X000408.SZ,X600486.SH,X600295.SH,X000932.SZ,X600219.SH,X000959.SZ,X600027.SH,X000630.SZ,X000807.SZ,X600141.SH,X600985.SH,X600489.SH,X000830.SZ,X600157.SH,X002080.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0867271392320999,0,0,0,0,0,0,0,0.0684629019292314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499743402143958,0.111532064756953,0,0,0,0,0,0,0,0,0,0.00419813351661353,0.101080768006366,0.0823355691154907,0.0660852229798806,0,0.152931985598767,0,0,0,0,0,0,-0.0206056600835388,0,0,0,0,0,0
X601088.SH,0.0717797171923686,0,0,0,0,0.0793559629169437,0,0,0,0.23859823343313,0,0,0,0,0,-0.0436252076320061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543659368739154,0,0,0,0,0,0,0,0,0,0,0,0,0.352582473012253,0,0,0,0,0,0,0.0309686000352199,0,0,0,0,0,0,0
X600028.SH,0.0427856654576181,0,0,0,0,0,0,0,0,0.0192743681934339,0,-0.0510174826965296,0,0,0,0,0,0,0,0.0236449356847951,0.0269843438328689,0,0,0,0,0.0455617746773661,0,0,0,0,0,0,0,0,0,0,0.0708729096465011,0,0,0,0,0.0547489113035025,0,0,0,0,0,0,0,0,0,-0.0105367434934974,-0.00525039243224938,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0553725756822406,0,0,0.0341384971168938,0.188982020197614,0,0.0333188226556617,0,0.170738421862311,0,0,0,0,0,0,0,0.0664431915047277,0,0,0,0,0,0,0.0361856373662876,0,0,0,0.0395650938011561,0,0,0,0,0,0,0,0,0,0,0,0,0.0114137113508181,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0143182180529843,0,0,0,0,0,0,0,0,0,0,0.0728831987592812,0,-3.46944695195361e-18,0,0.0850740834760653,0,0,0.366993756364181,0,0,0,0,0,0,0,0,0.0420029747969423,0,0,0,0,0,0.0169308154174056,0,0,0,0,0,-0.00673722642286403,0,0,0,0,0,0,0
X600188.SH,0,0.225519463065023,0,0,0,0,0.0676963971138351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429346580788796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017243763881581,0,0,0,0,0,0.145317410555786,0,0.599175767699878,0,0,0,0,0,0.0469041179639127,0,0.067460582937725,0,0,0,0,0,0
X002460.SZ,0,-0.134748343384743,0,0,0,0,0,0.0954357559982793,0,0,-1.73472347597681e-18,0,0,0.514533475050357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522925990973653,0.176396640842574,0,0,0,0.00997202053243187,0,-0.0451735198056672,0,0,0,0,0,0,0,0,0,0,0,0,0.253641891112179,0,-0.0318388964417612,-0.0213740935908081,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.022010903149655,0.0554842002090125,0,0,0,0,-0.0220941146123326,-0.0957751824869689,0.331737918759004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343058830414794,0,0,0,0.0449702102698791,0,0,0,0,0,0,0,0,0.231551710955708,0,0.240948315614231,0,0,0,0,0,0.117628309342991,0,-0.00998781660153384,0,-0.0635193778073803,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0142998400491253,0,0,0,0,0,0.0335719314980393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760277011593711,0,0,0.062358230250539,0,0,0,0,0,0,0.362535667104887,0,0,0,0,0,0,0.143212275728814,0,0,0,0,0,0,-0.0195332793171796,-0.00178878246337412,0,0,0,0,0,0
X601898.SH,0,0.225372976676891,0,0,0,0,0,-0.0696121281874899,0,0,0,-0.0495922070216986,0,0,0,0,0,0.0746785716752668,0,0,0,0,0,0,0,0.228575972162499,0,0,0,0,0,0.00934920710103631,0.0137344621901073,0,0,0,0.0638405803543814,0,0,0,0,0.178983278634739,0,0,0.187283469885803,0,0,0,0,0,0,-0.0271092043236136,0,0,0,0,0,0,0
