,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X600011.SH,X000708.SZ,X002271.SZ,X600010.SH,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X000629.SZ,X600176.SH,X600362.SH,X600348.SH,X000408.SZ,X300073.SZ,X601991.SH,X600096.SH,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X600160.SH,X002080.SZ,X600219.SH,X600027.SH,X600378.SH,X601699.SH,X600141.SH,X600549.SH,X600157.SH,X600801.SH,X002353.SZ,X002407.SZ,X600489.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.134149166768162,0,0,0,0,0,0,0.022521471860748,0,0,0,0,0,0,0,0,0.0838168065108926,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0742383066602307,0,0.0888382891732014,0,0,-0.1357256131815,0,0,0,0,0.0497919638486706,0.124821948267678,0,0,0,0,0,0,0,0.0727735885372888,-0.0255165289353994,0.00542121647302863,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.20463010392071,0.286006217141457,0.136289056515688,0,0,0,0,0,0,0,0,0.0659035353632779,0,0.0689341295878145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210990438246675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390622405408326,0.0941875085458862,0,0,0,0,0,0,0,0,-0.00798642077478457,0,0
X600028.SH,0,0.0458965793930698,0,0.025786848966535,0,0,0,0,0.0195711440413751,0,0,0,0,0,0.0346244443700845,0,0,0,0,0,0.0769905803594311,0,0,0,0.00924164479555642,0,0,0,0,-0.0205559264506765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102373049239115,0,0,0,0,0.0330900908343686,0,-0.00323871561427493,0,0,0,0,-0.00895811150133334,0,0
X600309.SH,0,0.0462971436780669,0,0,0,0,0,0,0,-0.0860355098044011,0.0824365540325802,0.0449048810104122,0,0,0,0,0,0.0328310855731264,0.0944758598130173,0,0,0,0,0.126197673290764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569795647606017,0,0,0,0,0.00738854987909094,-0.0113944429107939,0,0,0,0,0,0,0,0,0.00340406060176012,0,0
X600188.SH,0.123960978058115,0.0301744807166817,0,0,0,0,0,0,0,0,0,0.316671934600462,0,0,0,0,0,0,0,0,0,0,0,0,0.0486345545075134,0,0,0,0,-0.0374794580872596,0,0,0,0,0,0,0,0,0,0,0,0.373465157145126,0,0,0,0.00834038949407185,0.08851175408013,0,0,0,0,0,0,0,0,0,-0.0081988522772585,0,0
X002466.SZ,0,0,0,0,0,0,0.673857230437504,0,0.0171897549619248,0,0,0,0,0,0.0192213160052793,0,0,0,0,0,0,0,0.00976461289443863,0,-0.200035335403351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236802973628873,0,0,0,0.139763778242006,0,0.0922716400323448,0,0,0,0,0,0,0.0468305924418602,0,0
X002460.SZ,0,0,0,0,0,0.145657569322734,0,0,0,0,0,0,0.0723126232138511,0,0,0,0,0.181153616495754,0,0,0.0416645782987807,0,0,0,0,0,0,0,0,0.0599300779678155,0,0,0,0,0.0431882409853358,0,0,0.00716803515835717,0,0,0,0.110335458792056,0.0629563968928275,0,0,0,0,0.117453425433503,0,0,0,0.00593511918892796,0,0,0,0,0.0416726488993094,0,0
X600585.SH,0,0,0,0,0.0371667610681058,0,0,0,0,0,0,0,0,0,0,0,0.20152531453502,0,0,0,0.0431892708151798,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.00752575036149183,0,0,0,0.0340000118415153,0.0268294218879394,0,0,0,0,0,0,0,0,0,0.332438758037182,0,0,0,0,0,0,-0.0564406013116199,0,0,0,-0.000441226329865613,0,0
X000792.SZ,0,0,0,0,0,0.316798519117619,0,0,0,0,0,0,0,0.0272934502085786,0.111182514406087,0,0,0.0596726397108708,0,0,6.93889390390723e-18,0,0,0,0.047837295818846,0,0,0.0955520875214307,6.93889390390723e-18,0,0,0,0,0.0438357262456518,0,0.0430167620941401,0,0.0377115039929503,0.257625734840994,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521767199586245,0,0,0,0,-0.0472326416511689,0,0
X000301.SZ,0,0,0,-0.219964830729716,0,0.233570460031673,0,0,0,0,0,-0.139175148950653,0.0156435652649501,0,0,3.46944695195361e-18,0,0.180083326862521,0,0,0,0,-0.0756769715543218,0,0,0,0,0.11246082528612,0.305016019921817,0,0,0,0,0,0,-0.0154444990820207,0,0.136833695063577,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571978479329594,0,0,0,0,0.0886942192600419,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682964417671325,0,0,0.0285124975813501,0,0,0.111754857153235,0,0,0,0,0,0,-0.00256071542245178,0,0,0,0,0.0533015422694772,0,0,0.18013750609919,0,-0.0238845289084799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628032770867708,0,0,0,0,0.014528568784642,0,0
X601898.SH,0.0571447214771017,0.181149570456995,0,0.0690236153426151,0.0585487387817137,0,0,0,0,0,0,0,0,0,0,0,0,0.0527523083933558,0,0,0,0,0,0,0.0223995147534272,0,0,0,0,0,0,0.190310201959655,0.306231515435846,0,0,0,0,0,0,0,0,0,0,0,0.12359277559357,0,0.051771022597611,0,0,0,0,0,0,0,0,0,0.00495690509107714,0,0
X600111.SH,0,0,0,0,0,0,0.189188542890896,0,0,0.05112429050209,0,0,0,0,0,0,0,-0.0278320498414474,0,0,0.0141217320299441,0,0,0,0,0,0.201528506962137,0,0.158523746732579,0,0,0,0,0,0,0,0,0,0,0,0.258133739696743,0,0,0.289594396208457,0,0,0,0,0,0,0,0,0,0,0,0,0.0331746375117858,0,0
X600660.SH,0,0,0,0,0.0207299850949296,0,0,0,0,0.0287028978244551,0,0,0,0,0.0190392743484489,0.318621316230231,0,0,0,0,0,0,0,0,0.11980912027232,0,0,0.0940932382462181,0,0.00664413813467973,0,0,0,0,0,0,0,0.0444680184397453,0,0,0,0,-0.171715712726684,0,0,0,0,0.100679300298576,0,0,0,-0.0288765837991345,0,0,0,0,-0.0324135554697345,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0747651588326569,0,0,0,0,0,0,0.317109747208727,0.17876405131898,0,0,0,0,0.0910737437441678,0,0.109455180715891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01107875069849,-0.270305482171252,0,0,0,0,0,0,0,0,0,0,-0.0419983202619374,0,0,0,0,0.00528004925343316,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0627511203170233,0,0,0,0,0,0,0.0159888563442479,-0.094857099159102,0,0,0,0,-0.124937915606554,0.117013304133361,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0995273467908076,0,0,0.053137955824634,0,-0.0574894945640962,0,0,0,0,0,0,0,0,0,0.0277600148585758,0.0268484533193943,0,0,0,0.0445023432750836,0,0
