,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X600547.SH,X600027.SH,X601991.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X002466.SZ,X600886.SH,X601992.SH,X600623.SH,X600309.SH,X600489.SH,X600299.SH,X000792.SZ,X600660.SH,X600549.SH,X300072.SZ,X601158.SH,X600583.SH,X000883.SZ,X002075.SZ,X000723.SZ,X000709.SZ,X600352.SH,X002407.SZ,X000898.SZ,X000539.SZ,X002460.SZ,X000027.SZ,X000630.SZ,X002470.SZ,X000761.SZ,X000060.SZ,X000012.SZ,X000983.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0693831939594388,0,0,0,0,0,0.0445893888406979,0,0.00975102296285945,4.33680868994202e-19,0,0,0,0,0.1587203427385,0,0,0,0,-0.038918134586172,0,0,0,0,0,-0.0442627420454253,0,0,0,0,0,-0.0156014832382982,0,0,0,0,0.0771048312867214,0,0,0,0,0,0,0,0.00723351986162448,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.223701167439513,0,0,0,0,0,0,-0.0293953377663992,0,1.38777878078145e-17,0,0,0,0,0.130708549381482,0,0,0,0,-0.005303120843336,0,0,0.0915128749137172,0,0,-0.0516057145810042,0,0,-0.035467764179863,0,0,0,0,0,0,0,0,0,0,0,0,0.0253841941781136,0,0.00184082338512999,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.274200677330397,0,0,0,-0.0309134843830148,0,0,0.0216364983070479,0.0239080115949689,0,0.022669759647493,0,0,0,0,0,0,0,0,0,0.0359991496000089,0,0,0,0,0,0.0625035367035597,0,0,-0.00391980874328526,0,0,0,0,0,0,0,0,0,0.0220238920281404,0,0,0,0,0.0163730394030261,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0645891709651546,0,0.137420138411785,0,0,-0.018022065362187,0,0,0.0298765105492285,0,0,0,0,0.116032383201009,0,0.03848374658315,0,0,0,0.0743904198087954,0,1.73472347597681e-18,0,0.0417361237919398,0,0,-0.0479906519419551,0,0,0,0.0151773011443216,0,0,0.00823181105818218,0,0,0,0,0,0,0.0228929233805895,0,0,0,0,-0.0366046591809094,-0.0039101810636963,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0253286273477849,0,0,0,0,0,0.418407695577109,0,0,0,0,0,0,0.0223295639363943,0,0,0.0384992738891511,0,0,0,0,0,0,0,0,0.19161601693564,0,0,0.0112005886577352,0,0,0,0,0,0.0323015567098994,0,0,0,0,0,0,0,0,-0.00712774839142028,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506117155152646,0,0,0,0,0,0.0829294250402834,0,0.0678828017078293,0,0,-3.46944695195361e-18,0,0,0,0,0.242673510787474,0,0,0,0,0,0,0,0,0.031697294189557,0,0,0,0,0,0.00225279857655249,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.10536534173277,0,0,0.194141214797207,0,0,0,-0.0607870950575555,0,0,0.0682350129190342,0,0,0.104938663727664,0,0,0.0990038392255287,0,0,0,0,0,0,0,0,0,0,0,0.147328245785081,0,0,0,0,0,0,0,-0.131943458486029,0,0,0,-0.00549289307818869,0,0.0548621974003899,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0525294237314527,0,0,0,0,0,0,0,0,0,0.0027718627272063,0,0,0,0,0,0,0.183610394819432,0,0.0471739458087042,0.0645620869922722,0,0,0,0,0.0767211690882642,0,0,0,0,0,0.00939732713973847,0,0,0,0.0443227037449201,0,0,0.200500565847427,0.0708419386597921,0,0,0,0,0.000109775447048141,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960033753787014,0,0,0,0,0,0,0,0,0,0.0336852084901232,0.312234672110235,0,0,0.199374643908184,0.119296529101322,0,0,0,0,0,0,0,0,0,0,0,0.0283375293309744,0,0,0.0470658141287351,0,0,0,-0.0360838206284768,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171793073143078,0,0,0,0,0,0,0.0686291887428055,0,0,0,0.0923869383444161,0,0.045590673142678,0,0,0,0,0.0507415065450598,0.0467047115082192,0,0,0,0.098094214109533,0,0,0,0,0,0,0.151428147647945,0,0,0,0,0,0,0.0216089406402658,0,0,0,0,0,0,0
