,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X601158.SH,X000027.SZ,X600352.SH,X600583.SH,X000539.SZ,X600623.SH,X600309.SH,X600660.SH,X002466.SZ,X000630.SZ,X600098.SH,X000792.SZ,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600160.SH,X002470.SZ,X600578.SH,X600863.SH,X300072.SZ,X000060.SZ,X600489.SH,X600315.SH,X002004.SZ,X600547.SH,X601918.SH,X600008.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.21880437486845,0,0,0,0,0,0.184500346771459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601299891939648,0,0,0,0,0.0526774588760303,0,0,0,0,0,0.0751593855542717,0,0,0,0,0,0,0,0.00156868105975282,0,0,0,0,0,0,0
X600028.SH,0.500449602340533,0,0,0,0,0,0,0.00573572642765366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363302736039233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635672003632174,0.0244430702978321,0,0,0,0,0,0.0242097928290644,0,0.00577665938541418,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.366731945960921,0,0,0.162116334229537,0,0,0,0,0,0,0,0,0,0,0.142522597882117,0.0434442354949571,-0.03052647732471,0,0,0,0.0549245062272683,0,0,0,0,0.0136117496205015,0,0,0,0,0,0,0,-0.0257173875996878,0,0,0,0,0,0,0,0,0,-0.0389649611324311,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.473101197092533,0,0.0960146396358913,0,0,0,0,0.0580667944996873,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.020674722180453,0.0971921048058776,0,0,0,0,0.0741079772360003,0,0,0,0,0,0,0,0,0,0,0,0,-0.00513185928499588,0.0043547183624121,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.195272032270791,0,0.17292657806799,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.121515676818491,0,0,0,0.0445703861548822,0,0.199599597212616,0,-0.0599456002279224,0,0,0,0,0.106522952445885,0,0,0.0773200077094685,0,0,0.0111575506246609,0.062143936656068,0,-0.0172899857625639,-0.0123094224294464,0,0,0,0,0,0
X600019.SH,0,0,0,0.0715825653130291,0,0,0,0,0,0,0,0,0,0,0.020465847293379,0,0,0.0766987293014679,0.0452283366058788,0,0,0,0,0.157442501272136,0,0,0,0,0,0,0,0,0,0.206808466064789,0.103848042338056,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.368165175408384,0,0,0,0,0,0,0,0,0,0,0.129613085031451,0,0,0,0.0155029126018198,0.0155817530968048,-0.0228388435945952,0.0629866928607078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181686362393057,0,0,0,0,0.0992374842501348,0,0,0,0,0.014888380138772,0,0,0,-0.0199163421429766,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.371472683153703,0,0,0,0,0.106964189444462,0,0,0,0,0,0.0819241980817137,0.0966215717557985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289044845753422,0.0101713778085388,0,0,0,0,0,0,0,0,0,0.0466683910142867,0,0,0,-0.0194773974730659,0.00768389222945849,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107546751629642,0,0,0,0,0,0,0.117191526139794,0,0,0,0.0359919705446878,0,0,0,0,0,0,0.135994387965305,0.0480005596025232,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0127950515672528,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.129267199934561,0,0,0,0,0,0,0.208636430115376,0,0,0,0,0.0469192270300736,0.0456750618317059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482969049690617,0,0,0.0643422326254716,0,0,0.027242231075956,0.31243222756897,0,0,1.73472347597681e-18,0,0,0.0976811632256255,0,-0.0135932751198671,0,0,0,0,0,0,0
