,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X601992.SH,X000898.SZ,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X600299.SH,X600027.SH,X000709.SZ,X000792.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X600489.SH,X601158.SH,X601699.SH,X600426.SH,X600157.SH,X600808.SH,X002470.SZ,X600219.SH,X000883.SZ,X000830.SZ,X600315.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.202649085988813,0.0127887200095431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891192864777128,0,0,0.0678935741264267,0,0.051410674129071,0.0119112091588169,0,0,0,0,0,0,-1.0842021724855e-19,0.112514460186001,0,0,0,0,0.0319251128051546,0,0.0475719572819325,0,0,0,0,0,0,0.134787766433357,0,0.0147193330170303,0,0,0,0,0,0,0
X600028.SH,0,0,0.337319456088244,0,0.049100791733406,0,0,0,0,0,0,0.0928177456257682,0,0,1.38777878078145e-17,0,0,0.19193449682776,0.0657521947138407,0,0,0,0,0,0.0192149732234586,0,0,0,0,0,0,0,0,0,-0.0309193934579637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298416478743818,0.0115686514549038,0,0,0,0,0,0
X601088.SH,0,0.0835650597608149,0,0.333825552579422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169882589226148,0,0,-0.10943534762039,0,0,0,0,0,0,0,0,0.342685280525899,0,0,0,0,0,0,0,0,0,0,0,0.00648188017900661,-0.0207529091173955,0,0.0465834893705452,0,0,0,0
X600019.SH,0,0,0.434682055239475,0,0,-0.00842712759087902,0,0.208243961420817,0,0,0,0,0,0,0,0,-0.0445210555730696,0,0,0,0,0,0,0,0,0,0,0,-0.100185453898547,-0.0875683639897123,0,0,0.0921038728486461,-0.0987883936554387,0.0170122480305149,0,0,0,0,0,0.161435401263262,-0.0398615107416584,0,0,-0.034422416104705,0,0,0,0,0.0117582215893646,0,0,0,0,0,0,0
X600585.SH,0,0,0.325810414605943,0.184198534835506,0,0,0,0.174791875763508,0,0,0,0,0,0,0,0,0,0,0.0939812098374875,0,0,0,0,0,0,0.143201006533653,0,0,0,-0.0552272890022684,0,0,0,0,0,0,0,0.0109413173892315,0,0,0,0,0,0,0.0156227864100898,0,0,0,0,0.000726645186953411,0.0388187276570685,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.058571141555306,0,0,0,0,0,0,0,0,0,0,0,0.148892132107413,0,0.00394505109462121,0.0309912600020751,0,0.198760273695217,0,0,0,0,0.124054207607439,0,0,0,0,-0.0947929853516607,0,0.0601757095821752,0,0,0,0.0899352997271743,0,0,0,0,0,0,0,0,0,0,0,-0.000159978300134862,-0.0451696669210033,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0745342021147087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201471442865223,0.0235830552065422,0,0,0,0,0.0434544123378479,0,0,0,0,0.0409450217140992,0,0,0,0,0,0,0.00400037728791128,0.0338810069091579,0.117109716893741,0,0,0,0,0,0.129543529702046,0,-0.0124135240562698,0.00278427582438181,0,0,0,0,0,0
X600188.SH,0,0,0,0.636935540546275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031065509283144,0,0,0,0,0.0510512241275796,0.215513745587525,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0759411505145424,0,0,0,0,0.14613951862027,0,0,0.157584132061266,0,-0.0236890450792767,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.00157996481334133,0,0,0,0,0,0,0.374866256316427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683255268124149,0,0,0,0,0,0,0,0,0.120935517678562,0.0842242771359002,0,0,0.107308866871879,0,0,6.93889390390723e-18,0,0.0183586447837697,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.493968901648803,0,0,0,0,0,0,0,0,-0.139359862267207,0.173833267178665,0.0462603783647512,-0.114432061060626,0,0,0,0,-0.281000013048443,0.324028886843843,-0.128446588038573,-0.278265895372442,0.440818598846753,0,0,0,0,0.165559211557021,0,0,0,0,0,0,0,-0.676865925049356,0,0,-0.271875962599878,0.122380194120558,0,0,0,0.118096039870823,0,0,0,0,0,0,0
