,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X601992.SH,X601600.SH,X600688.SH,X600309.SH,X300072.SZ,X600795.SH,X600547.SH,X601991.SH,X600660.SH,X600188.SH,X600362.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X601158.SH,X600299.SH,X000883.SZ,X600219.SH,X600352.SH,X600583.SH,X600008.SH,X000792.SZ,X000408.SZ,X000630.SZ,X600578.SH,X000539.SZ,X600021.SH,X000723.SZ,X002460.SZ,X000983.SZ,X000027.SZ,X600176.SH,X000629.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0528932436783378,0,0.0374776068250953,0,0,0,0,0.0252698781409975,0.129977814168834,0,-0.0241592494795493,0,0,0,-0.0234646094778114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101976982919049,0.0186851885387399,0,0,-0.0341898757516153,0,0,0,0,-0.0559537136595703,-2.16840434497101e-19,0,0,0,0,0,-0.00923784554154298,0.00271837533120651,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0256320700209332,0,0.185452344538261,0.0468212691564007,0.0484614137199018,0,0,0,0,0,0.0534635206378507,0,0,0,0,0,0,0.0198037354237971,-0.081345796131072,0,0.00284511567467479,0,0,0,0,0,0,0.00724392528513333,0,0,0,0,0,0,0.0900107442651793,-0.0311267846302004,0,0,0,0,0,0,-0.0039508194488708,-0.00175118511602345,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.127131094889809,0,0.0877894302931536,0,0,0,0,0,0,0,0,0,0.0827813682952956,0.0539142607866738,0,0,0,0,0,0,-0.0221598926068187,-0.040682897552383,0,0.148701930481529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379741966566786,0,-0.00615041064422719,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.209229323182629,0,0.0842812449334773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252151857121208,0,0,0,0,0,0,0.0444540322202734,0,0,0,0.0774202616256482,0,0,0,0,0,0,0,0.028860909911519,-0.204402564286096,0.0851220642636181,-0.00365575309798905,-0.010568703139319,0.127458105679265,0,0,0,0,0
X600585.SH,0,0,0.171481321247827,0,0,0,0,0,0,0.0635578934832914,0,-0.0157217166889995,0,0,0,0,0,0.171902498175154,0,0,0,-0.0644482663964344,0,0.0846326121391979,0,0,-0.277209720926017,0,0.0991870754230477,0,0,0,0,0,0,0,0,0,0,0,-0.113783079483225,0,-0.130799197090974,0,0,0,0,0,0.186157408789357,0,0.00668336300722045,-0.025678340712024,0,0,0,0,0,0
X600011.SH,0,0,0.184356360573957,0,0,0,0,0,0,0,0,0.0464035713079424,0,0,-0.209753020435369,0,0,-0.103799257690091,0,0.056764387800344,0.675363576131557,0.0962175635609612,0,0,0,0,0,0.10399181508535,0,0,0,0,0,0,0,0.0335660489074965,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.127154358302117,0.0304233421704601,-0.0106480157054966,0,0,0,0,0,0
X600010.SH,0,0,0,0.0284610655711427,0,0,0,0,0,0.0311809004325295,0,-0.0595144474489306,0,0,0,0,0,0,0.0828074832028307,0,0,0,0,0,0,0,0,0,0.171483716564901,0,0,0,0,0,0,0.0127548832922985,0,0,0,0,0,0,0.151702600032513,0.00993187689878842,0.079186900925109,0.0951723563716031,0,0,0.0890848826129977,0,0.00163562297208421,-0.0116179627720172,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737015026191603,0,0,0,0,0,0,0.00113821031766446,0,0,0,0,0,0,0,0,0.356080122379273,0,0,0,0,0,0,0,0,0.0271329508182277,0.210113282966408,0,0,0,0,0,-0.00115049716536037,-0.010792146344033,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.471112370894584,0,-0.0767594514867377,0,0.182111486604667,0,0,0.0437692128591896,0,0,0,0,0,0,0.299802344631341,0,0,0,0,0,0,0,0,0,0,0,0,0.323216209209458,0,0.0395736252870123,0.0313416733710312,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.132891663560149,0,0,0,0,0,0,0,0,0.105238877227597,0.313511775111741,0,0,-0.13633753398423,0,0.0724441841812448,0,0,0,0,0,0,0,0,0.136445820974388,0,0,0.127797768155698,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0104845847217335,0.00410658916894008,0,0,0,0,0,0
