,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600795.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600489.SH,X600176.SH,X002271.SZ,X600516.SH,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X601158.SH,X000553.SZ,X600808.SH,X000630.SZ,X600583.SH,X600985.SH,X000027.SZ,X601699.SH,X600339.SH,X600426.SH,X000825.SZ,X000401.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0368836109428441,0,0,0,0,0,0,0,0,0,0.116960907507789,0,0,0,0,0,8.67361737988404e-19,0,-0.0182621692104553,0.0523758563795784,0,0,0,0,0,0,0,0,0,0,0,0.0581466551306485,0,0.0157285404787533,0,0.0727085397182853,0,0,0,0.00980298994262836,0.0878061019244636,0.00879013434345064,0,0.00146247266632507,0,0.00266292702962331,0,0,0,4.56145156025505e-06,0,0,0,0,0.001253768833136,0,0
X600028.SH,0,0,0.0824603405662575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665420411591909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996688132519783,0.178056100418725,0,0.0263638227928202,0,0,0.00439574827267315,-0.0243068529834942,0,0,0,0.00563776759656718,0,0
X601088.SH,0,0,0,0,0.166897589820301,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0765176782087738,0,-0.0263284937100023,0,0,0.133327977731098,0,0,0,0,0,0,0,0,0.00438778098287625,0,0,0,0,0,0,0,0.0487313408276101,0,0,0,0,0.0611113282108961,0.0212880423180251,0,0,0,0,0,0,0.0736242911643296,-0.0824047182508479,0,0,0,0.0670802286990198,0,0
X600585.SH,0,0,0,0,0,0.227747702540142,0,-0.0172971882819602,0,0,0,0,0,0,0,0.0495448378086497,0,0,0,0,0.00420570738462736,0.326245416518673,0,0,0,0,0,0,0.0284185526734784,0,0,0,0.0157015598325585,0,0,-0.0300348557021759,0,0,0,0,0,0,0,0,0,0,0,0,0.102970099301316,0,0,-0.0131143463231441,0,0,0,0,0.00505520795609625,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729291731322128,0,0,0,0.052253816577985,0.252840122341336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659790530531059,0,0,0,0,0,0,0,0,0,0,0.00456275933189071,0,0,0,0,0,-0.0451105864885296,0,0,0,0.0122944728207562,0,0
X600309.SH,0,0,0,0.317344916524849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335954491054312,0.000615406349392982,0,0,0,0,0,0,0,0,0.0622681744223223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122965759589654,0,0,0.0675447061115818,0,0,0.322262636494926,0,0.0082685035097397,0.0352550709746337,0,0,0,0.108041629350228,0,0
X600011.SH,0,0,0,0,0,0.114117788828946,0,0,0.173844794802604,0,0,0,0,0,0,0,0,0,0.153900125232214,0,-3.46944695195361e-18,0,0,0,0.201462515903847,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140940512150543,0,0,0,0,0,0,0.00223629601036094,0,0,0,0,0,0.0165755886114603,-0.0746308774276418,0,-0.173998466587491,0,-0.00976648354392377,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151773964961288,-0.017718742526409,0,0,0,0,0,0.979043474436891,0,0,0,0,0,0,0,0,0,-0.0127074615142139,0,0,0.0629983316423424,0,0,0,-0.0408531904593104,0,0,-0.0310264535684266,0,0,0,0.0214434391602711,-0.0544390052959926,0.00638380424835679,0,0,0.0398313427633196,0,0.0160503512851633,0,0
X600010.SH,0,0,0,0,0,0,0.00897693462703147,0,0,0.24024251795881,0,0,0,0,0.136455773619831,0,0,0,0.0343418672840672,0.0270056436788188,0,0.104326465499835,0,0,0,0,0,0,0,0,0,0,0.0465701291151319,0,0,0,0.18904009610983,0,0,0,0,0,0,0,0,0,0,0,0,0.131291985275801,0,0,-0.013150061220533,0,0,0,-0.00217496704378269,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.186031157372257,0,0,0,0,0,0.405080265616901,0,0,0,0,0,0.000231379901827387,0.022552169241575,0,0,0,0,0,0,0.0265545475105688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108822243799173,0,0,0,0,0,0,0,0,0,-0.0125681141252769,0,0
