,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X600660.SH,X600362.SH,X600188.SH,X002460.SZ,X601991.SH,X600547.SH,X300072.SZ,X600111.SH,X600516.SH,X600886.SH,X000792.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X600489.SH,X000959.SZ,X600219.SH,X000723.SZ,X000807.SZ,X600176.SH,X600808.SH,X600549.SH,X000553.SZ,X002271.SZ,X600352.SH,X601158.SH,X002092.SZ,X000786.SZ,X000883.SZ,X000630.SZ,X600299.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0240225589588582,0,0,0,0,0,0.0263972896922214,0,0.0528109549306462,0,0,0.00487825121129486,0,0,0,0.0331941913285232,-0.0224891755086329,0,0,0,0,0,0,0,0.0248834432570606,0,0,0,0,0,0,-0.00867874440193091,0,0.0579007848819494,0,0,0,-0.0271005743222806,-0.0495186184906487,0,0,0,0,0,-0.00890556660575968,0.0096376637601243,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.171985823718774,0,0,0.019042953615413,0,0,0,0,0,0,0,0,0,0.0161607655120285,0,0.00512792237749576,0,0.0038710672467029,-0.034612899911502,0,0,0,0,0,0,-0.0549063872949881,0,0,-0.0397307617360239,0,0,0,0,0,0,-0.0435737163764422,0,0.14338936897871,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0.138329420875043,0,0,0.0575696274444352,0,0,0,0,0,0,0.432821271334686,0,0,0,-0.0263588029783354,0,0,0,0.0441008470362384,0.0445775419589942,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108649429550656,0,0,0,0,0,0,0.0258256042857856,0,0,0,0,0,0,0,-0.045157077820558,0,0,0,0,0,0
X600019.SH,0,0,0.0344955899947208,0,0,0.0913006454827994,0.0610995902225682,0.24810916374108,0,0.1727688490649,-0.00188580477649706,0,0,0,0,0,0,0,0,0,0,0.00825154759231446,0,0,0,0,0.055176358747489,0,0,0,-0.0147171355603321,0,0,0,0,0,0,0.257815679943409,0,0,0,0,0,0,0,0,0,0,0,-0.0209744933251839,-0.00598149017775076,0,0,0,0,0,0,0
X600585.SH,0,0,-0.00329740629494715,0,0,0,-0.0204686957853282,0.102964344208506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980219647278578,0,-0.0888772884091138,0,0,0,0,0,0,0,0,0,-0.0217601099398946,0.149214806605758,0,0,-0.0160656616425375,0,0,0,0,0,0.0915742057794238,0,0,0,0,-0.110762727089188,-0.0044312642676129,2.16840434497101e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0281647967686731,0,0,0,0,0,0,0,0,0.0110888872864401,0,0,0,0,0,0.043021553235584,0,0,0,0.0640068897407156,0.133546079271009,0,0,0,0,0,0,0,0,0.0773239132333773,0,0.027104358107052,0.202885035823509,0,0,0,0,0.203192632244135,0,0,0,0,-6.93889390390723e-18,0,0,0.0141113178920954,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.397672249004749,0,0.0687075776061636,0,0,0.079062672469004,0,0,0,0,0,0.0556672611723642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806315266194914,0,0.0976782530934138,0.0208115831138959,0,0,0,0,0,0,0,0,0,0.0730961467102439,0,-0.0396414682066831,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272563605393934,0,0,0,0,0,0,0.00690631088689757,0,-0.0719672226128881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915995065560325,0,0,0,0,0.100410497083366,0,-0.0117774745555155,0.0220845458000399,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0213281336217874,0,0,0,0,0,0,0,0,0.0187282480849628,0,0.0464062763815976,0,0,-0.0346298242888089,-0.0374604678484902,0,0,0.0773920716010747,0,0,0,0,0,0.0351697436189694,0,0,0,0,0,0,0,0.0350759768598409,0,0.186866429819858,0,0,0,0,0,0,0,0,0,0.0125203834057471,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0516979125083466,0,0,0,0,0,0,0,0,0.118320528741118,0,0,0,0,0,0,0,0,0,0,0.287162206260189,0,0,0,0,0,0,0,0,0,0,0,0.105256692788022,0,0,0,0,0,0,0,0,0,0.13603280039463,0,-0.00207232359039965,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.00477502836224062,0,0,0,0,0,0,0,0,-0.014932682605116,0,0,0,0.571338227956116,0,0,0,0,0.0482475587360988,0,0.0285339471496455,0,0,0,0,0,0.0723252700721095,0,0,0,0,0,0,0,0.108523066747417,0,0,0,0,-0.0296432194194384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,-0.0918983635190199,0,0,0,-0.0995703546661048,0,0,0,0,0,-0.0259205931582622,0,0,0,0,0.164069230072621,0.0287907539646154,0,0,0,0.0287573365782932,0,0,0,0,0,0,0,0,0,0.232522754561096,0,0,0.496524215800854,0,0,0,0,0,0,0,0.0301317957833444,0,0,0.00457203423175567,-0.00681937534182815,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0870392181541615,0,0,0,0,0,0,0,0,0,0,-0.00869882567800789,-0.0983103044850582,0,0,-0.0401458866170173,0,0,0,0,-0.198707522142482,0,0,0,0,0.126538402037373,0,0.0445793893817744,0,0,0,0,0,0,0,0,0,0.119616277482813,0,0,-0.0511251515563071,0,0,0,0,0,0,0
X600795.SH,0,0,-0.0692561787009532,0,0,0,0,0,0,0,0,0,0,0,0,-0.259193671378451,0,-0.0923628922190058,0,0,0,0,0.000566493893404001,0,0,0,0.0864120566402768,0,0,0,0,0,0,0,0.00841775104956783,0.11676414634944,0,0.0584513575606224,0,0,0,0,0,0,0,0,0,0,0,0,-0.00224497870708706,-0.0465454105370363,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.124363964665583,0,0.0765105102393708,0.120300785640606,0,0,0,0,0,0,0,0,0.0168753001912662,0.0322385748543553,0.127714803790146,0,0,-0.162317776628626,0,0,0,0,0,0,0,0,0.0108167494871615,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0225287715753607,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0492629075183252,0,0,0,0,0,0,0,0,0,0.377408099598821,0,0,0,0,0.0636686883573442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44589887162846,0,0.0250740988195214,0,-0.0311641207328541,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0401630834859927,0,0,0.0566545646990665,0,0,0,0,0.200882936412515,0,0.0734920630038587,0,0,0,0,-0.00351599650650715,0,0,0,0,0,0,0,0,0,0,0,0,0.143230561399047,0,0,0,0,0,0,0,0,0,0,0,0,0.386601721130301,0,-0.0701699768369329,0.0661352788800944,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.633375912805088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599679210660415,0,0,0,0,0,0.016460357183347,0,0,0,0,-0.0165755013633641,0,0,0,0,0,0.303695609901674,0,-0.127799601835973,0,0,0,0,0,-0.223797597438208,0,-0.00616766005803041,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.127823583037165,0,0,0,0,0,0,0,0,-0.0840484419426279,0,0,0,0,0.102931466340521,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0763264929842488,0,0,0,0.0984694010158349,0,0,0,-0.00658435674214948,0,0,0,0,0,0
