,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X600489.SH,X002466.SZ,X000708.SZ,X600160.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600426.SH,X000786.SZ,X600219.SH,X000983.SZ,X000877.SZ,X002128.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600157.SH,X601168.SH,X600985.SH,X600096.SH,X000933.SZ,X002353.SZ,X600688.SH,X600352.SH,X600378.SH,X600995.SH,X002271.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.17597960586259,0,0.065634982739935,0,0,0,0,0,0,0,0,0,0.105207884669966,0,0,0,0.420556586131773,0,0.132016655455508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383383287204321,0,0,0,0,0.00190745459590772,0,0,0,-0.0625702800185856,0,0
X601088.SH,0,0,0,0,0.461389300009465,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.102054022694956,0,0,0,0,0,0,0.00101970502549623,0,0,0,0,0,0,0,0,0,0,0.147001314693838,-1.38777878078145e-17,0,0,0.0470631954304887,0,0,0,0,0.0150371663665653,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244498167632282,0,0
X600028.SH,0.540824262008407,0,0,0,0.135872976390982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643135921416793,0,0,0,0.111848324496774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242681018259994,0,0,0,-0.0298973647193657,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073915753612144,0.126563082443427,0,0.0465502504687087,0,0,0,0,0,0.078799564738484,0,0.0271469945088646,0,0,0,0,0,0.0423718342766995,0,0,0.364109238250343,0,0.0305654941458597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.10943593651058,0.243249469957205,0.0440152109378359,0,0,0.108380349555552,0,0,0.0396165208474883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202162016607147,0,0,0.00470911450307727,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0873072731765369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299067725042436,0,-0.0136950869501851,0,0
X600019.SH,0.243855408797027,0,0,0,0,0,0,0,0,0.218707584295968,0,0,0,0,0,0,0,0,0,0.059961622096064,0,0,0,0,0,0.107412403632032,0,0,0,0,0,0,0,0.0932969111390139,0,0,0,0,0.0778827608919757,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298260441757287,0,0,0,0,-0.0151688895809844,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135467023355485,0,0,0,0,0.0244755324033192,0,0,0.324577714477491,0,0,0,0,0,0,0,0,0,0.142179047106307,0.29778985892936,0,0,0,0,0,0,0,0.0401824150960803,0,0,0.224288412173762,0,0,0,0,0,0,0.025917838061266,0,0,-0.0503689779466273,0,0
X600660.SH,0.147311714379285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210405704815284,0,0,0,0.044633751588133,0,0,0.327098207194765,0,0,0,0,0.147993191617521,-0.0196453213204048,0,0,0,0,-0.0814749364095988,0,0,0.0539645410328153,0,0,0,0,-0.441604252354806,0.0612918635453862,0,0,0,0,0,0,0,-0.0873213191875547,0,0,0,0,-0.00388000476838007,0,0
X600585.SH,0,0,0,0,0.0733680195753536,0.119381377246203,0.0749797276164876,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0488445389170328,0,0,0,0,0,0,0,0,0.0245811047604075,0,0,0.277645945607503,0,0,0,0,0,0,0.0323466290952835,0,0,0,0,0,0,0.03637639122149,0,0,0,0,0,0,0,0,-0.0420213699172742,0,0
X601600.SH,0,0,0,0,0,0.433980121135367,0,0,0,0,0,0,0,0,0,0,0,0,0.330126106306035,0,0,0,0,0,0,0,0,0,0.389304089697076,0,0,0.204665668400526,0,0,0,0.0335510901746771,0,0,0,0,0,0,0,0,0,0,0,0,-0.228675972327755,0,0,-0.0358114080671904,0,0,0,0,-0.021741746730544,0,0
X600886.SH,0,0.0740310252549575,0,0,0,0,0,0,0,0,0,0.0799430541761916,0,0,-0.185499788405219,0.466658661597518,0,0,0,0,0,-0.0207707450871136,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0487232035405758,0,0,-0.0063634322454117,0,0,0,0.0227213999161235,0,0,0,0,0,-0.115241699269345,0,0,0,0.003976097286828,0,0,0,0.00269344343478386,0,0
X600011.SH,0,0,0,0,0,0.1329145397483,0,0,0,0.0288652842043457,0.0507107885814521,0,0,0,0,0,0,0,0,0.0453259294699512,0,0,0,0,0.414140371383681,0,0,0,0,0,0,0,0,0,0,0.016249344851482,0,0,0.0645237002492905,0,0,0,0,0,0,0,0,0,0,0,0,-0.00479725434335038,0,0.0448103931824265,0,0,-0.0215641944332656,0,0
X600547.SH,0,0,0,0,0,0,0.174680264249451,0,0,0.0264553690913705,0,0,0,-0.0148338186937094,0,0,0,0.025829768802237,0,0,0.600092025671273,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603298520497356,-0.0836029077202093,0,0,0,0,0,0,0,0,0.0124624426321359,0,0,0.0680730974596458,0,0,0,0,-0.0206949955582863,0,0,0,0,-0.0185290187817457,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783435416490124,0,0.12799273612027,0.187612021912628,0,-0.0128097068759703,0,0.116784370231035,0,0.0544851891820333,0,0,0,0,0,0,0.138977032558914,0,0,0,0,0,0,0.02849152573043,0.0257218293768258,8.67361737988404e-19,0,0,0,0,0,0,0.0566069152475097,0,-8.67361737988404e-19,0,0,-0.0621168030204879,0,0,0,0,0,0,0
X600010.SH,0.0855479191581253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267290065765601,0,0,0.0427847708317189,0,0.040909939543045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329625092038076,0,0,0,0,0,0,0,0,0,0.0887184021479792,0,0,-0.0254875198232315,0,0,0,0,0.0754800587245681,0,0
X600795.SH,0.0285868511805331,0,0.0456161552472524,0,0,0,0.0386653239497622,0,0,0,0.402514075050167,0,0,0,0,0,0,-0.0102809043535391,0,0,0,0,0,0,0.356303140553628,0.0715526775282965,0,-0.0151735177783515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00454334093865362,-0.0304818764417978,0,0,0,0.00992305788474791,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182686453031593,0,0.025969346075662,0.215644460705566,0.0977030047652275,0,0,0,0,0,0,0.167646611040463,0,0,0,0,0,0,0,0,0,0.205531714692436,0,0,0,0,0,0,0,0,0,0.0014638558132474,0,0,-0.00481470907716472,0,0,0,0,0.0455926437732766,0,0
X002460.SZ,0,-0.016747714819287,0,0,0,0,0,0,0,-0.117167298233368,0,0,0,0.50647614506113,0,0,0,0,0,0,0.0788653572429212,0.692018126970737,0,0,0,0,0,0.127898869657464,-0.00403160969144553,0,0,0,0,0,0,0,0,0,-0.0678499796415657,0,0,0.0148872538072211,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0602977033711954,0,-0.0474566107955634,0,0
