,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600010.SH,X600111.SH,X600362.SH,X600489.SH,X002460.SZ,X000708.SZ,X600027.SH,X002466.SZ,X600803.SH,X600160.SH,X601991.SH,X000786.SZ,X000301.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X000408.SZ,X600176.SH,X002128.SZ,X601699.SH,X000877.SZ,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X600378.SH,X002271.SZ,X600995.SH,X002353.SZ,X600352.SH,X000883.SZ,X000932.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.408909432211423,0,0.0381066011357078,0,0,0,0,0.00839869624323477,0,0,0,0,0,0,0,0,0.194051887696327,0,0,0,0,0,0,0,0,0,0,0,0.160679091263073,0,0.0353289310870505,0,0,0,0,0,0,0,0,0,0,0,0,0.312892924127797,0,0,0,0,0,0,-0.0212596158425366,0,0,0,0,0,0
X601088.SH,0.127051901035567,0,0,-0.0374116192133768,0.211890904448137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914322436589087,0,0,-0.00134072147540809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147121889515769,0.0527094786420902,0,-0.0145829941982029,0,0,0,0,0.0584450181641191,0,0,0,-0.0451958040613288,0,0,0,-1.0842021724855e-19,0,0
X600028.SH,0.554259039597464,0,0,0,0.0784098194129755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261169465504798,0,0,0.0991565858487062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779947163682781,0,0,0,0,0,0,0,0.012775304200923,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0359608610356138,0,0,0,0,0,0,0,0,0,0.136115966683964,0,0,0,0.121280468780458,0,0,0.0634940359350859,0,0,0.37436690609654,0,0,0,0,0.112701258103639,0,0,0,0,0,0,0,0,0,0,0.0383440789907805,0,0,0,0,0,-0.100631732799073,-0.0210719984389852,0,0,0,0,0,0
X601898.SH,0.0325757886806127,0.391339326230184,0.104004564978532,0,0,0,0,0,0.0548228615673811,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205398555518296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180251243960824,0,-1.73472347597681e-18,0,0,0,0,0,0.0586824481352612,0,0,0,0,0,-0.00320101366018812,0,0,0.0384047709396337,0,0
X600188.SH,0,0,0,0,0.142179948708253,0,0,0,0,0,0,0,0,-0.130101471652354,0,0,0,0,0,0,0,0.136307687356601,0,0,0,0,0,0,0,0,0,0.210153037798588,0,0,0,0.384477960341011,0,0,0,0,0.0083030163743151,0,0.307501747336947,0,0,0,0,0,0,0,0,0.0210105430118962,0,0.173139669466946,0,0,-0.071647331196403,0,0
X600660.SH,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405866780037536,0,0,0,-0.30377477822359,0,0,0,0,0,0.31271269630079,0,0,0,0,0,0,0,0,0,-0.0195530450163379,0,0,0,0,0,0,0,-0.0164668916449793,0,0,0,0,0,0,-0.172298112308416,-0.0494454856071605,-0.0407821516792943,0,0,0,0,0
X600019.SH,0.057160555227509,0,0.188102642034724,0,0,0,0,0,0,0.016159251463295,0,0.211721966376319,0,0,0,0,0,0,0,0,0.20801890607021,0,0,0,0,0,0,0,0,0,0.00602800242268902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191949758731931,0,0,-0.0824457928255853,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.223732366303103,0,0,0,0,0,0,0,0,0.100732888835807,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0406846631303477,0.0455713266659641,0,0,0,0,0,0,0,0,0,0.215333348349358,-0.133276194872501,0,0,0,0,0,0,0,0,0,0.00590910482215022,0.328085092145734,0,0,0.0100493945007344,0.0041887541676799,0,0,0,-0.00498619618363645,0,0
X601600.SH,0,0.0992675738109309,0,0,0,0,0.0266162138415912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291239842012377,0,0,0,0,0.0576600058212509,0,0.323448004294422,0,0.1585126475331,0,0.126523617133726,0,0,0.0467480758254979,-0.0796376520233537,0,0,0.344196257006333,0,0.0596942892815357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354186224981487,0,0
X600547.SH,0,0,0,0,0,0.0559411057841489,0,0.0448965147002125,0,0,0,0,0,-0.0124226457481521,0,0,0,0,0.752164182277869,0,0,0,0,0.0712193930320959,0,0,0,0,0,0,0,0,0,0,0,0,0.00233692513430288,0,0,0,0,0,0,0,0,0,0,0,0.0184265280200682,0,0,-0.00506237364753929,0,0.0475083207314948,0,0,0.00721891741729535,0,0
