,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X601991.SH,X600547.SH,X601992.SH,X600309.SH,X600795.SH,X600362.SH,X600188.SH,X600660.SH,X600886.SH,X000709.SZ,X600027.SH,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X002460.SZ,X000883.SZ,X000983.SZ,X600219.SH,X600578.SH,X600352.SH,X000539.SZ,X002092.SZ,X000027.SZ,X000825.SZ,X000786.SZ,X000723.SZ,X600176.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.122600831805441,0,0,0,0,0,0,0,0.0266901054300271,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430452591779855,0,0,0,0,0,0,-0.0300964461861114,0,-0.00750165445647085,0,0,0.0665886831471065,0.0623380780302953,0,-0.0125825117407832,-0.00523650956476451,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0712398548435002,0,0.234201084058488,0,0,0.0773185248675593,0,0,0.0887045551426822,0,0,0.0189153135748665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368075421644146,0,0.0057250192798664,0,0,0,0,0,0,-0.066645404751708,0,0.0793372396886467,0,0.0362148350596313,0,-0.00278163957596869,0.00435264111807609,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.052488162453102,0,0,0,0,0,0,0,0,0.0150383553998845,0.0522590826436138,0,0.115615252654083,0.0218640921366087,0,0,0,0,-0.0588379319948152,0,0,0.174104728265696,0,0,0,0,0,0.0669180930075201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00391168988970059,-0.0061346544220893,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0289067811350824,0,0,0,-0.1643434619978,0,-0.0734783611674614,0,0,0,0,0,0,0,0.117346602142066,0,0,0,0,0,0,0,0.154190693331516,-0.205486413025407,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182638110951245,0,0,0,-0.0214740350877767,0,0,0.108439412368706,-0.0111855077763309,-0.0237540258344518,0.26216329775885,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.153819814878993,0,-0.0527985627413729,0,0,0,0,-1.73472347597681e-18,0.117273187454955,0,0,0,0,0,0,0,-0.0303318129456742,0,0,0.248790632177644,0,0,0,0,-0.314809164531803,-0.0190022226807055,0,0,0,0,0,0,0,0,0,0.0367007576315466,0,-0.0712520025809195,0,0,0,0.00564655938210455,-0.0107987217441217,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.269655746348525,0,0.1056744416891,0,-3.46944695195361e-18,0,0,0,0.0304548796149005,0.0316041343947563,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864826474611591,0.0579415526789539,0,0.298314402792208,0,0.0473271028460091,-0.0215857894243826,0,0,0,0,0,0
X600010.SH,0,0,0,0.044876928300483,0,0,0,0,-0.0196799169577211,0.206853816785819,0,0,0,0,0,0,3.46944695195361e-18,0,0.109634192004679,0,0,0,0,0,0,0,0,0,0.234247824718765,0,0,0,0,0,0,0,0,0.0648478080660342,0,0,0,0,0,0,0,0,0.0539017556996945,0,0,0,0,-0.00370424212570968,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170988401300544,0.0259369973355541,0,0,-0.016471093324454,0,0,0,0,0,0,0.0526936925480022,0,0,0,0,0.334786203316717,0,0.0502002471915607,0,0,0.254380394444397,0,0,0,0,0,0,0,0,0,0.026461085159174,0,0,-6.8168441748678e-05,-0.00162429160384594,0,0,0,0,0,0
X300072.SZ,0,0.106374123127231,0,0,0,0,0,0,0,0,0,0,0,0.0416839382336951,0,0,0,0,0,0,0,0,0,0,0,0.267456075684072,-0.0713124888109826,0,0,0,0,0,-0.0133661696215184,0,0,0,0,0,0,0,0,0,0.125960380451151,0,-0.111929932464643,0,0,0,0,0,0.0752845398505082,-0.00831615991521345,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15299413938239,0.0387580799335363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00858063900198584,0,0,0.406976016682228,0,0,0,0,0,-0.0743158272072498,0.0988023281245921,-0.0163251761151266,0.118610545042986,0,0,0.00673110417268833,-0.0108281732986886,0,0,0,0,0,0
X600688.SH,0,0.387024371853551,0,0,0,0.0326279027893403,0,0,0,0,0,0,0,0,0.14119601621432,0,0,0,0,0.066396768373883,0,0,0,0,0,0,0,0,-0.0650792804580477,0,0,0,0,0,0,-0.122590845103135,0,0,0,0,0,0,0,0,0,0,0,0,0.053822148604674,0,-0.00832971826836639,-0.00116115187217751,0,0,0,0,0,0
X601991.SH,0,0.138267502657047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251784788364327,-0.202212888056916,0,0,0,0,0.0292892403959561,0,0.0114058381848216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278032421986521,0,0.102762004008611,0.135938829824026,0,0,0.230691453264616,0,0.124198800643906,-0.043315159413537,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0430683629692268,0,0,0,0,0,0,0,0,0,0,0,0,0.0170916647561408,0,0,-0.0204344959284406,0,0,0,0,0,0.594064140619231,0,0,0,0,0,0,0,0,-0.055944247917624,0,0,0,0,0,0,0,0,0,0,0.0923126304832541,0,-0.213131585026356,0,0.00626360817415483,0,0,0,0,0,0,0
X601992.SH,0,0,0,-0.109459791144908,0.0361964889666814,0,0,0,0,0,0,0,0,0,0.0130349316915861,0,0,0,0,0,0.511331200597483,0,0,-0.0998044917834034,0,0,0,0,0,0,0,0,0,0.265354301546531,0,0,0,0,0,0,0,0,0,0,0.0140424881671331,0,0,0,0,0,0.00873906576314688,-0.0176918565283969,0,0,0,0,0,0
X600309.SH,0,0,-0.0026089513138116,-0.27927115020779,0,0.390664389840183,0,0,0,-0.0499163916016227,0,0,-0.00818273045840809,0.0532121780262518,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146375869478576,0,0.164049527346888,0,-0.229413493699783,0.00995338889689452,0,0.250703948578411,0,0,-0.0178262543870977,-0.00772972538573302,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0657860741786811,0.0065459259548381,0,0.00729268039489627,0,0.00585424150812948,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0511031328701841,0,0,0,0,0.0724255104645009,0,0,0,0,0,0,-0.00110084813344601,0,-0.00226151261124641,0,0.0566348347486351,0,1.0842021724855e-19,-0.000522087926350658,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.295158599247984,0,-0.133477311223783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710476381102861,0.0261282288644032,0,0,0,0,0,0,0,0,0.0578908125224427,0,0,0,0,0.0369983870413303,0.00870819839055178,0.00658816039433351,0,0,0,0,0,0
X600188.SH,0,0,8.67361737988404e-19,-0.114005521858783,0.041169582788507,0,0,0,0,-0.0794934999855031,0,0.0187127022638479,0,0,0,0,0.11406672541232,0,0,0,0,0,0,0,0,0,0.0682274918659011,0,0.0564757658752963,0,0,0,0,0,0,0,0.182621256840708,0.475900424607557,0,0,0,0,-0.0829207275606,0,0,-0.0078269652411675,0,0,0,0,0.0194466607933852,0.00538180160491027,0,0,0,0,0,0
X600660.SH,0,0,0,0.0453186807967378,0,0,0,0,0,0,0,0,0,0,0.0768739978619242,0,0,0,0,0,0,0,0,0.087583852098694,0,0,0,0,0,0,0.393223951043923,0,0,-0.208672042212514,0,0.0387723623055706,0,0,0,0,0,0,0,0,0,0,0,0,0.0354819901349274,0,0.0150921922556775,-0.00209368866855331,0,0,0,0,0,0
X600886.SH,0,0,0.065755359309102,-0.00471397537803404,-0.195575568863652,0.189644319691595,0,0,0.0294251796290976,0,0,0,-0.0591670401271684,0.0445958168057974,0,0,0,0,0,0,0.0983881929803536,0,0,0,0,0,0,-0.0244407961766894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821536518059371,0,0,0,0,0,0.0591566047206828,0,0.0163479564602358,-0.0144870235141128,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.0345939700132397,0,0,0,0,0.30071786214306,-0.039612227904067,0,0.0061037234176359,0,0,0,0,0,0,0,0,0,0,0,0.423311271496276,0,0,0,0,0,0.226653756869887,-0.0578788447297723,0,0.13385235902544,0,0,0,0,0,0,0.0815268810329113,0,0,0,0,0,0,-0.00190424416355586,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.133456542816585,0,0,0,0.0958072569471898,0,0.037691166298458,0,0,0,0,0,0,0,0,0,0,0,0.00936505576333079,0,0,0,0,-0.0214853174803961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025066600251554,0,0,0,0.0167131207908425,0,0.0340146843949417,0,-0.0123645707843985,0.000822802196023202,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0233013523731964,0,-0.00478739470257572,0,0,0,0,0.0728382842700789,0,0,0,0,0,0,0.0219302593373236,0,0,0,0.109898576430032,0,0,0,0,0,0,0,0,0,0.0489653459066699,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213917831540817,0.00504009493733365,0,0,0,0,0,0
