,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X601991.SH,X600362.SH,X600111.SH,X600157.SH,X600027.SH,X600489.SH,X600886.SH,X601992.SH,X600623.SH,X002466.SZ,X600299.SH,X300072.SZ,X600309.SH,X000792.SZ,X600660.SH,X601158.SH,X002075.SZ,X000723.SZ,X600583.SH,X000408.SZ,X600549.SH,X600352.SH,X000898.SZ,X000709.SZ,X000883.SZ,X000983.SZ,X600176.SH,X000539.SZ,X002470.SZ,X000027.SZ,X002460.SZ,X000060.SZ,X000630.SZ,X000012.SZ,X002407.SZ,X600021.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0391290606546535,0,0,0,0,0,0,0.0432028632387468,0,0,0.00298323234847698,0,0,0,0.0304769063118696,0,0.062565050393378,0.051708179631252,0,0,0,0,0,0,-0.0145213668015842,-0.0324075554049189,0,0,0,0,0,0,0,0.136215370325166,0,0,0,0,0,0,0,0,0,0,0.0305068914616874,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.202353869191568,-0.0346218376310827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661667558294795,0.120896273740606,0,0,0,0,0,0.0508536494555024,0,-0.00865583936041865,0,0,0,0,0,0,0,0.0107742199301131,0,-0.0155808452586371,0,0,0,0,0,0,0,4.33680868994202e-19,0.0031070118294804,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00718094536862757,0,-0.0180505106882735,0.0571153633890925,0,0,0,0,0,0,0,0,0,0,9.99877051557782e-05,0,0,0,0,0.0294029110531552,0,0,0.00106044238925736,0,0,0,0,0.129435828934917,0,0,0,0.0772295092839272,0,0,0,0,0.0494102146772189,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0392415144535533,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0643174527684148,0.160236000632687,0,0.154785660877593,0.0577236700587112,0,0,0.0171425718463997,0,0,0,0,0,0,0,0,0,0.0277024402058975,0,0,0,0,0.0731525783596848,0,0,-0.0325766252909161,0,0,0.0303464701873107,0,0,0,0,0,0.0461977218131189,-0.0849173223903376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0231545864081818,0,0.117470162107364,0,0,0,0,0,0,0,0.527362071682518,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398285885093535,0,0,4.33680868994202e-19,-0.0409399446569771,0,0,0,0,0,-0.0621257032756005,0,0.0154617389852688,0,0,0,0,0,0.0106011490313161,0,0,0,-0.0159845347723469,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.119805667655845,0,0,0,0,0,0,0,0,0,0,0,0.0137269017517364,0,0,0,0,0.0545100924344295,-0.0536686648504015,0.097756559097263,0.0672256372952405,0,0,0,0,0,0,0,0,0.0243423722095387,0,0,0,0,0,0,0,0.0662576877537839,0,0,0,0,0,0,0,0.164496677228767,0,-0.0054692235958116,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588708297836426,0,0,0,0,0,0.0365089474825946,0,0,0.0741617688988852,0,0,0,0,0.000809014792211279,0,0,0.123840218163562,0.0545504439888152,0.103776293496395,0,0,0,0.0332761693081242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154428848884926,0,0,0,0,0.138980739847996,0,0,0,0,0,0,0,0,0,0,0,0.112999256952136,0,0,0,0,0.105306718009401,0,0,0,0,0,0,0,0,0,0,0.19132627123721,0,-0.0149451945123356,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0460829559225682,0,0,0,0,0,0,0.025878764991311,0,0,0,0,0.189250099433419,0.0801335948218411,0,0.0925111480124504,0,0,0,0,0.0510162964508598,0,0,0,0,0.121427057788771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690671763781718,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0848214780936403,0,0,0.422494872007341,0,0,0.16176627141717,0.0438529207428577,0,0,0,0,0,0,-0.0207096898337957,0,0,0.170723460425758,0.1220692112915,0,0,0,0,0,-0.0298618804605794,0,0,0,0,0,0,0,0.149009925642201,0.0853054733916308,0,0,0,0,0,0,0,0,0,0
