,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X000629.SZ,X600808.SH,X600219.SH,X600352.SH,X600801.SH,X600489.SH,X000825.SZ,X601158.SH,X000786.SZ,X000792.SZ,X000553.SZ,X300072.SZ,X000883.SZ,X600583.SH,X000408.SZ,X601699.SH,X000301.SZ,X002110.SZ,X600339.SH,X000027.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0403305205264917,0,0,0,0,0,0,0.351838368781494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00661606188408506,-0.0114286579467339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254237183421558,0,0.255052418187529,0,0,0,0,-0.0151515733197601,0.0910476078670446,0,0,0,0,0,0
X600028.SH,0,0,0,-4.33680868994202e-19,0.374336863003885,0.0608878436642248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195013859613969,0,0,0,0,0,0,0,0,0,0,0,0,0.0987264667670268,0,0.0405066544978156,0,0.127775448023629,0,0,0,0,0.165816255639616,0,0,0,-0.0820753601930646,0,0.0482991997175009,0,0,0,0,0,0
X601088.SH,0.295121955170008,0,0,0,0,0,0,0,0.0333971284598439,-8.67361737988404e-19,0,0,0,0,0,0,0.122597241631422,0,0,0,0,0,0,0,0,0,-0.0335038816548366,0,0.0300285138155659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886933135893497,0,0,0.141090490261959,0,0,0,0,0,0,-0.0031362365786164,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.131773653705158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214521877612698,0.0225296538489539,0.0589410429877646,0,0,0.507847945714104,0,0,0,0,0.210584750866284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185353804034481,0,0,0,0,0,0,0
X600019.SH,0,0.116164699701999,0,0.0420404331561727,0,0,0,0,0,0,0,0,0,0,0,0,0.00857341846759602,0,0,0.614309650309433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208559986455155,0,0,0,0,0,0,0,0,0.0253537659238652,0,0,0,0,0,-0.00750985962853904,0.000169884332978807,0,0,0,0.00372887056328241,0.0449175140125736,0
X600011.SH,0,0,0,0.0520103061232175,0,0,0.0100530198580431,0,0,0,0,0.0411186481754059,0,0,0,0,0,0,0.671111800809263,0,0,0,0,0.118391176445735,0,0,0,0.00226411852070222,0,0,0,0,0,-0.222283301824581,0,0,0,0.0252369961479074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00721000964775736,0.0646957425815695,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138192137753099,0,0,0,0,0,0,0,0,0,0,0,-0.282922829338451,-0.185067566313622,0,0,0,-0.616195865125446,0.251230619448428,0,0.253223619637298,0,0,0,0,0,0,0,0,0.233082268419377,0,0,0,0,-0.390778600640386,-0.00812867511274621,0.0451705367466193,0,0.0845379825131194,0,0,-0.148748891369875,0
X600010.SH,0.0927064826606573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254777337494571,0,0,0,0.343737584583397,0.0353537281157655,0,0,0,0,0.0536708700311688,0,0,0,0.0863703885474621,0,0.0175332579893551,0,0,0,0,0,0,0,0.0561192928727577,0.0344816338616106,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0346092628088808,0,0,0,0,0,0
X601898.SH,0.0197889760216791,0,0,0,0,0,0,0,0,0,0.153423294168503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647131016838832,0,0,0,0,0,0,0.274578203457867,0,0,0,0,0,0,0,0,0,0.192165215541242,0.135899420595427,0.0855380746579091,0.0577483095072276,0.234346486922171,0,0,0,-0.00258258681552689,0,0,0,0,-0.00912590694671003,0,0
X600547.SH,0,0,0,-0.00423477753139042,0,-0.0782084945839763,0.10327849346499,-0.0177567364327781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340788596534518,0,0,0,0,0,0.522405751951836,0.252465515809764,0,0,0,0,0,0,0,0,0,0,0,0.0283324433604273,0,0,0,0,0.0213745001949802,-0.00387262606285223,0,0.078416866545566,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0426704103417632,0,0,0.0908920937503997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998394748179811,0.0848398591644234,0,0,0,0,0,0,0,0,0,0,0.0944872163866562,0,0,0,0,0,0,0.104754545509673,0,0,0.122416947603836,0,0,0,-0.0296594604288793,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0375785578790343,0,0,0,0,0,0,0,0.290520794370568,0,0,0.151654868062378,0,0,0,0,0.0510661695764856,0,0.0165260708324276,0,-0.0185381234239793,0.110552835408536,0,0.0948585828399658,0,0,0,0,0,0,0,0,-0.0608708887155981,0,0.0910878523387837,0,0.185931082404526,0,0,0,0,0,0,0,0,0,-0.00299028019653681,0.113741404248584,0,0.162606283211936,0,0,0,0
X601600.SH,0,0,0,0.124895504864942,0,0.00733564969574146,0,0,0,0,0,0.116126858753799,0,0,0,0,0,0,0,0,0,0,0.0882132357188899,0.0491258737654822,0.227266140940724,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.015259872095392,-8.67361737988404e-19,0,0,0.0173851732627478,0,0.0145145728938363,0,0,0.0504137980658682,0,0,0,0,-0.00230970303722026,-0.0656593250115565,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.365002169065043,0,0,0,0,0.000941827542034203,0,0,0,0,0,0,0,-0.0191780474599246,0,0,0,0,0.335384015513706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664117507530264,0,0,0,0,0,0,0,0
X600886.SH,0,0.100399916295115,0,0,0,0.204309487628172,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0812126284377765,0,0,3.46944695195361e-18,0,-0.032249509338549,0.017964260753606,0,0,0,0.0829212314737243,0,0,0.0742579093108945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767134368142138,0.00905347385571065,0,0,0,0,0,0
