,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600188.SH,X002466.SZ,X600362.SH,X600660.SH,X600547.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600886.SH,X600111.SH,X600516.SH,X000786.SZ,X000898.SZ,X600176.SH,X000553.SZ,X000792.SZ,X600352.SH,X000709.SZ,X600027.SH,X600299.SH,X000825.SZ,X600489.SH,X002271.SZ,X000408.SZ,X601158.SH,X601699.SH,X002470.SZ,X600219.SH,X600157.SH,X600315.SH,X000883.SZ,X600549.SH,X600583.SH,X000630.SZ,X600808.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365743418230391,0,0,0,0,0,0,0,0,0,0,0,0,0.0157829298568179,0,0,0.183691000507101,0.017512764114678,0,0,0,0,0,0,0,0.0186712356922749,0,0,0,0,0,0.0326854074050599,0,0,0,0,0,0,0,0,0,0,0,0.0991472050119687,0,0.00664605033540956,0.0409434100556273,0,0,0.0163692133193996,0,0,0,0,0,0
X600028.SH,0.233695245441129,0,0.310075977097426,0,0,0,0,0,0,0,0,0,0,0,-0.0586884470725128,0.120418826278645,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0243923829651433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154723285677386,0,0,0,0,0.0261342840068515,0.00515633612686434,0,0,0,0,0,0
X601088.SH,0,0.136531086578285,0,0.160326040112861,0.0620053879937836,0,0,0,0,0,0,0,-0.00399780525819932,0,0,0.00386775061087799,0,0,0,0,0,0,0,0,0,0,0,-0.0359358342153857,0,0,0,-0.109557618595428,0,0,0,0,0,0.385440555370306,0,0,0,0,0,0,0,0,0,0,0,0.0094376599240803,-0.0416816866154025,0,0,0,0,0,0
X600019.SH,0,0.0409277654102279,0.118339325776868,0,0.224703622912145,0,0,0,0,0,0,0.0401078584760551,-0.0120707436376691,0,0,0,0,0,0,0,0,-0.0364291001439781,0,0,0.0207627656019221,0,0,-0.0979670394274008,0,0,0,-0.0453245703974243,0.0476111775350528,0,0,0,0,0.193752603526953,0,0,0,0,0,0,0,0,0.230197205744128,0,0,0.0214418774054547,-0.0260500856288074,0,0,0,0,0,0
X600585.SH,0,0,0,0.422179092504128,0,0,0,0,0,0,0,0.186783249441122,0,0,0,0,0,0,0,0,0,0,0,0.153517751123577,0,0,0,-0.104439248839261,0,0,0,0.215938182973093,0,0,0,0,0,0.0904257900695027,0,0,0,0,0,0,0,0,0,0.0423202470724533,0,0,0.0647811713203716,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0303192436990031,0,0.178831770298132,0.00722452239322864,0.0380284918329204,0,0,0,0,0.0613537444559859,0,0,0,0.0352786649260424,0,0,0,0,0,0.12623281311493,0,0.0114147617982529,0,0,0,8.67361737988404e-19,0,0.166165565834525,0,0,-0.0126737016905148,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.253181010356838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250963700956622,0,0,0.00505504932564544,0.142416311004214,0,0,0.0586133426358909,0.0689784600384492,0,0,0,0.220355211067582,0,0,0,0,0,0,0.198935928296581,0,0,0,0,0,0.0351218437325063,0,0,0,0,0,-0.0181199541411755,-0.0191289238710783,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.210750868672198,0,0,0,0,0,-0.210767230831126,0,0,0,0,-0.0889812352021343,0,0,0,-0.22123715434472,0,-0.212012446141473,0,0,0,0,0,0.418946391545136,-0.24692534167003,0,0,-0.373595429427187,0,0,0,0,0,0,0,0,0.0346710797483403,0,0.101757257131119,-0.35673290793218,-0.318057913054051,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0400954739863996,0,0.363805273554181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566045578202835,0.0184418001851484,0,0,0,0,0,0,0,0,0,0.0552503114250792,0,0,0,0,0.117182734728937,0.0686239302959806,0,0.130873598194155,0,0,0.014115901961052,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0402885652169327,0,0,0,0,0,0.0149287589182798,0,0,0,0,0,0.010877023954877,0.0592510202317713,0,0.0620983541588649,0.0627028352671796,0,0,0,0,0.0170915679980483,0,0,0.278270902847275,0,0.0438182909492862,0,0.0792635664704363,0,0,0,0,0,0,0,0,0,0,0,0.0501069058689429,0,0,0.0157207472669792,-0.00259079611243215,0,0,0,0,0,0
