,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600362.SH,X600547.SH,X601600.SH,X600688.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600660.SH,X600309.SH,X600489.SH,X000723.SZ,X600623.SH,X000792.SZ,X600299.SH,X002466.SZ,X601158.SH,X000898.SZ,X000959.SZ,X002075.SZ,X000983.SZ,X000709.SZ,X000408.SZ,X600583.SH,X000883.SZ,X000937.SZ,X000630.SZ,X601699.SH,X600352.SH,X600549.SH,X000012.SZ,X000539.SZ,X000060.SZ,X000027.SZ,X600176.SH,X002092.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0385002617393059,0,0,0.0184658315304695,0,0,0.00278180914453994,0.049111899675757,0,0,0,0,0,0,0,0,0,0.000398152142373322,0.00444152799438024,0,0,0,0,0,0,0,0.000921307310882854,0,0.191517112453902,0,0,0,0,0,0,0,0,0.0500798213500927,0,0,0.0205556008537656,0,0,0,-0.00622647452166035,0,0,0,0,0,0
X600028.SH,0,0,0.0555754982612773,0,0,0.00446792715344054,0,0,-0.029005784170786,-0.00819233927259273,0,0,0,0,0.043940386249025,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0210724588930854,0,0,0,0.0390824422972672,0,0,0.267329186226897,0,0,0,0,0,-0.0320994324493928,0,0,0,0,0,0.0791485172137939,0,0,-0.00218705116755481,-0.0124018726211186,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.184330401240285,0.0131632450370011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063864877617176,0,0,-0.0955194431384978,-3.46944695195361e-18,0,0,0,0,0,0,0,0.171671987345993,0,0,0,0.0357035081149919,0.0249687732638231,0,0,0,0,0,0.051560443910781,0,0,0,0,0,0,-0.0759738788679851,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0473617919023094,0,0.0304856719485221,0,-0.0428637702709991,0,0,0,0,0.0766497412411636,0,0,0,0,0,0,0.0233792602127604,-0.0522024880758615,0,0,0,0,-0.0109225496659241,0,0,0,-0.0356854887089877,0,0,0,0,0.0232742645171456,0,0.0265678688802929,0,0,0,0,0,0,0,0.0855769487049233,0.00482277004221492,0.0192640582424662,0,0,-0.0324672412545826,0.0438710204371813,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.403358779940977,0,0.00719499512653672,0.0354222468300351,-0.0343842581485933,0,0,-0.0291306224631755,0,0,0,0,0,0,0,0,0,0,0,0.0239645320093803,0,0,0,0,0.00207789299266755,0,0.0168226184081048,0,0,0,0,0,0,0,-3.46944695195361e-18,0.125643248991556,0,0,-0.0298064201967603,0,0,0,0,0,0,0,0.0213070854373834,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0353744795434959,0,0,0,0,0.119847212439797,0,0,0,0,0,0,0.140686481807097,0.10202761890015,0,0.0323296744425937,0,0,-0.0285603363511799,0,0,0.182771347066253,0.00500709331286927,0,0,0,0,0,0,0,0,0.168844436489121,0,0,0.114595348289626,0,0,0,0,-0.119680450301458,0,0,0.0259985411746262,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270660674058514,0.0247897188603925,0.0178686444727256,0,0,0,0,0,0,0,0.0101329771690066,0,0,0.0782702653835855,0,0,0.00381155019457458,0,0.0460630564095919,0,0,0.132870373339232,0,0,0,0,0.0717800817599286,0,0,-4.33680868994202e-19,0.0368964282233239,0,0.143450051243366,0,0,0.0162595535058382,0,0,-0.0360654636362714,0,0,0,0,0,0,0
X601898.SH,0,0,0.229858822784314,0,0,0,0,0,0.00111998935497242,0,0,0,0,0.0231010940449783,0,0,0,0,0,0,0,0,0,0,0.0398882884979409,0,0,0,0,0,0,0,0,0.198281517733918,0,-0.00429965180236528,0,0,0.107675830426579,0,0.0842653751923701,0.122006776445861,0,0,0,0,0,0,0,0,0,0,-0.0663172712488785,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.0801028901051284,0.12210334029801,0,0,0,-0.0683002964088043,0,0,0,0.193101811096979,0,0,0,0,0,0,0,0,0,0,0.0543679020152691,0,0.0238680748361294,0,0,0,0,0.0673753626720952,0,0,0,0,0,0,0,0.56790774480604,0,0,0.0998585661706764,0,0,0,0,0,0.0733712320472981,0.0539949282396857,0,-0.101530849517567,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28131034190401,0,0,0,0,0,0,0,1.0270360545334,0,0,-0.122558046745095,0,0,0,0,0.0256606904742024,0,-0.0087741850175274,0.0684562374076396,0,0,0,0,0,0,0,-0.018331485841803,0.0174155048998236,0,0,0,0,0.150020835756791,0.0291752547323487,0,0,-0.00364526062557895,0,0,0,-0.194633754608451,0,0.0602236257653902
X601600.SH,0,0,0.0482045766690579,0,0,0,0,0.048490985774516,0,0.033911007322906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00898723664384205,0,0.152376283278875,0,0,0,0,0,0,0,0,0,0,0,0,0.155421530928992,0,0,0,0,0,0.191981451045621,0,0,0,0,0,-0.0159828237378128,-0.0496324706560141,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0188271020334094,0,0,0,0,0.0270446405488716,0,0,0,0,0,0,0,0,0,0,0,0.104707972634287,0,0,0.0235153568400656,0,-0.0211830554543947,0,0,0,0.0606986283290361,0.134380240062879,0,0,0,0,0,0.135119747132602,0.0333331803471409,0,0.0718934242799931,0.119758467228634,0.105412476795001,0.0356749566704693,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.0588829473350752,0,0,0,0.0241568842870585,0,0,0,0,0,0.0226619672145612,0,0,0,0,0,0,0,0,0,0,0,0.130500093552816,0,0,0.0621068049518012,0,0.0108598451151457,0,0,0,0,0,0,0,0,-0.0131272349796045,0,0.005018708309904,0.0835972983338819,0,0,0,1.73472347597681e-18,0.0679318561273534,0,-0.0555285023023423,-0.0521463337874179,-0.00764098481798355,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.120997231745261,0,0,0,0,0,0,-0.0434177866754854,0.554960191413874,0,0,0,0,0,0,0.054828103017983,0,0,0,0,0,0,0,0,0,0,0.322018121655333,0,0,0,0,0,0,0,0,0.11696177451426,0.22365980830641,0,0,0,0,0,0,0,-0.0800740507196296,-0.0184330593122416,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0838013525110962,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586289397313571,0,0,0,0,0,0,0,0,0,0.072117953003173,0.352464084765045,0,0,0,0,0,0.04905101484797,-1.25489963811371,0,-0.0972522882406079,0,0.472490146750517,-0.409169833235175,0.438725353571434,-0.251435908924239,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0920341735554338,0,0,0,0.527018076151675,-0.0335465294585609,0,0,0,0.0288397124936023,0,0,0,-0.00596454414707933,0,0,0.0765782719305197,0,0,0,0,0,0.0612125544898242,0,-0.133716715843498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910783556923656,0.102135977556982,0,0,-0.0357049984745526,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269053170528902,0,0,0,0,0.0190864091845876,0,0.0618362536027147,0,0,0,0.0764120977466421,0,0,0.0484411539556916,0.0346052248626387,0,-0.0239316156048407,0,0,0,0.0220713172627157,0.113184936468106,0,0,0,0,0,0,0,0,0,0,0,0.0205305588810486,0.0232607993629861,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0600302820248137,0,0,0,0,0,0.00464121670581272,0,0,0,0,0,0.360205596291969,0,-0.0289932901572452,0.0158030194213266,0,0,0,0,0,0,0,-0.00606397552799032,0,0,0,0,0.0481930388611098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173493920458115,8.67361737988404e-19,0,0,0,0,0,0
X601992.SH,0,0,0,0,4.33680868994202e-19,0,0,0.15472818680683,0.0230020497683777,0.0698094127724865,0,0,0,0,0,0.0962116854251779,0,0,0,0,0,-0.0269901137227606,-0.0605628531302823,0,0,0,0,0,0,0,0,-0.0429160456614541,0,0,0,0,0,0,0.0341064890973324,0,0.0171072923905957,0,0,0,0,0,0,0,0.128779250933767,0,0,0.000399643844217292,0.00345197909627492,0,0,0,0,0,0
X600111.SH,0,0,0.0222399892126927,0,0,0,0,0.0207309833680272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774552153508706,0,0.0189901226341059,0.0343570613148711,0,0,0,0,0.0545429660021984,0,0.0105722736134181,0,0.0277581037203585,0,0,0,0,0,0.0519257359308581,0,0,0.461138926304204,0,0,0,0,0,0,0,0,-0.00393034335092049,-0.0174878532832065,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0247591441423758,0,0,0,0,0,0.0144920768749865,0,0,0,0,0,0,0,0.0272855616003929,-0.0220979902930528,0,0,0,0,0,0,0,0,0,0,0,0.211976395947834,0,0,0,0.135731064458484,0.128664164966205,0,-0.00607726592745306,0.104815219764208,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713588835853378,0,0,0,0,0,0,0.067754914125787,0,0,-0.0104865159433438,0,0,0,0.0518028276908246,0,0,0,0.0934152255169758,0,0.00494013197004387,0.023418162781144,0,0,0,0,0,0,0,0,0,0,0,0,0.159462366330221,0.0390390856423102,0,0,0,-0.0286305891088723,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613520329188732,0.32957992719452,0,0,0,-0.417641827002653,0.114554018705842,0,0,0,0.0281622440593813,0,0,-0.0659508679716208,0,0,0,0,0,0,0,0,0,-0.055098135259381,0,0,0.0636031491784069,0.0179103731917303,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,-0.0310175184944516,0.832374670426584,0,0.0226228791607579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417277259487144,0,-0.0522162812095246,0.181994602475006,0.0418559876618678,0.0173227373486852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00777578698771019,0,0,0,0,0,0
