,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600111.SH,X000786.SZ,X600176.SH,X601600.SH,X600011.SH,X601898.SH,X600886.SH,X600188.SH,X000301.SZ,X600426.SH,X002466.SZ,X600352.SH,X000932.SZ,X600801.SH,X600219.SH,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X600489.SH,X000027.SZ,X600688.SH,X600486.SH,X600299.SH,X002353.SZ,X000807.SZ,X000898.SZ,X600516.SH,X600027.SH,X601168.SH,X600295.SH,X000630.SZ,X601992.SH,X000723.SZ,X600157.SH,X600315.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.189381515755875,0,0,0,0.0145778401787782,-2.16840434497101e-19,0,0,-0.0255236398333116,0,0.0138047147261907,0,0.0170026286934774,0,0,0.0197455687145134,0,0,0,0,0,0.0123701458584211,0,0,0,0,0.0144625739524825,0,0,0,0,0,0,0,0,0,0.065827340518189,0,0,0,0,0.0540434946080354,0,0,0,0,0,0,0,0,-0.00312698074828165,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.014961782468933,0,0,0.0501711006805214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991502017575592,0.0296527765554381,0,0,0,0.0949637915483586,0,0,0,0,0,-0.00791425073262312,0,0,0,0.0470800828385216,0.00930426828825749,0,0,0,0,0,0.0617456879215626,0,0,0,0,0,0,0,-0.0261956312723923,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0595984374418655,0,0,0,0,0,-0.0836527408658153,0,0,0,0,0,0.100400312569573,0,0.231393619110882,0,0,0.0167911445608886,0,0,0,0.215718575417055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554814301132989,0,0,0,0,0,0,-0.0660551199450899,0,0.064379785324989,-0.0299814609165534,0,0,0,0.00610992417202016,0,0
X600309.SH,0,0,0,0,0,0.00728585243695991,0,0.24696602098714,0,0,0,0.089868998627721,0,0.0211054743604191,0,0,0,0,0,0,0,0.107117219347473,0.131612660793296,0,0,0,0,0,0,0,0,0,0,0,0,0.093185788244137,0,0,0,0,0,0,0,0,0,0,0.146046146917398,0,0.183312636026936,0,0,0,-0.0126182974045263,0,0,0,0.198893244777753,0,0
X600585.SH,0,0,0,0.0156714495791745,0,0,0,0.0170087019174218,0,0,0,0,0,0,0,0,0,0,0,0,0.0831445009983664,0,0,0,0,0.0360236441029307,0.217894131789564,0,0,0,0,0,-0.0463159811720562,0,0,0,0,0,0,0,0,0,0.0537758842809625,0,0,0,0,0,0.045830365820584,-0.0128849789488023,-0.0396442193302866,-0.0137134330804253,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0305041604785059,0,0,0,0,0.0403191796934891,0,0,0,0,0,0,0,0.140293942398639,0,0,0,0.356138611304793,0,0.1229320306513,0,0,0,0.02024084256588,0,0,0,0,0,0.0214801675823278,0,0.255509514841063,0,0,0,0.234649368384145,0,0,-0.0326924472444861,0,0.00239682291244668,0,0,-0.0271929563418474,4.33680868994202e-19,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312668469925758,-0.54632893418145,-0.21292867708722,0,0,0,0,0,0,0,0,-0.0843882187546812,0,0,0,0,0,0,0,-0.0460680888218416,0,0,0.272650165209797,0.280303577423205,0.177765379882228,-0.136082595918419,0,0,0,0,-0.0741727405163752,0,0,0,0,0,-0.0167931068505917,0,0,-0.0385255439110285,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.225133621150852,0,0,0,0,0,0.0791042640449413,0.514976926117405,0,0,0,0,0,0.130211284565537,0.0154511395465816,0.0693111905128891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824612442604772,0,0,0,0.456790936710856,0,0,0,0.161082580051271,0,0,0.0472225133560588,0,-0.00981704419534057,0.0254464739277429,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.154193433257506,0,0.102863825959881,0,0,0.0645116229323356,-0.0152229412444254,0.00147209643828413,0,0,0,0,0,0,0.103799924601418,0,0,0,0,0,0.0709696933805108,0,0.110145690830675,0,0,-0.245614883113079,0,0,0.0822822284574138,0,0,0,0,0,0,0,0,0,0,-0.0290867293087697,0,0,0.165019352453777,0,0,-0.0295582584326692,0,0,0,0,0,0
X002271.SZ,0,0,0,0.144240782121048,0,-0.241922191232116,-6.93889390390723e-18,0,0.204140195039026,0,0,0,0,0,0,0.0809019701774097,0,0,0,0,0,0,0,0.0208645536717584,0,0,0,0.0937609075253448,0,0,0,0,-0.0581980670835544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412261284917308,0,0,0,0,0,0
