,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600489.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X000792.SZ,X600299.SH,X601158.SH,X002466.SZ,X000959.SZ,X002075.SZ,X000898.SZ,X000709.SZ,X000408.SZ,X000983.SZ,X600583.SH,X000012.SZ,X000883.SZ,X000630.SZ,X600352.SH,X600549.SH,X000937.SZ,X000539.SZ,X002092.SZ,X000060.SZ,X601699.SH,X000027.SZ,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0207704026379097,0,0.0737533174131733,0,0,0,0,0.0138716823736445,0,0,0,0,0,0,0,0.0150295335049135,0.0205810476790689,0,0.0325701243590774,0.0933791054727267,0,0,0,0,0,0,0.0214754072109588,0,0,0.0530030763538772,0.00783567132851701,0,0,0,0.0048985733853184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.0451242096465892,0,0,0,0,0,0,-0.00344420612159541,0,0,0,0,0.0423963585744186,0,0,0,-0.0105802091521011,0,0,0,0,0,0,0,0,0,-0.0210265748681502,0,0,0,0,0,0,0.0327959725110522,0.266843744678633,0,0,0,0,-0.0433303351409707,0,0,0.076793884863774,0,0,0,0,0,0,-0.00895259947718294,-0.0163708054368651,-0.0352019662529749,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0460014120321234,0,0.197156749705595,0,0,0,0,0,0.0388836702090079,0,0,0,0,0,0,0,0,0,0.141942039590232,0.0136970038351718,-0.185740232441062,0,0,0,0,-0.0191628555212347,-0.0599808695060623,0,0.0913316789381181,0,0,0,0,0,0.059243555958747,0,0.0386771799849074,0.0592809241776097,0,0,0,0,0,0,0,0,0.00270755416415066,-0.0651648548565609,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0151189284103431,0.0638441622676137,-0.0228308372240035,0,0,0,0,0,0.0666940378860027,0,0,0,-0.040855110564411,0,0.0670784407508507,0,0.0160872594502612,-0.0377755949907839,0,0.0616720317617139,0,0,-0.0063697418780752,0,-0.0372356237194351,0,0,0,0,0.0445560394746771,0,0,0,0,0,0,2.16840434497101e-19,0,0.056682053279979,0,0,0,0,0,0,-0.0234092189289551,0.0285453517838617,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.356326654935313,0.0374355707715114,-0.0292834758070767,0.0528772554037392,0,0,-0.0336386930863011,0,0,0,0,0,0,0,0,0,0,0,0.0164887188699605,0,0,0,0,0,0.0169175084074738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720635128397088,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0956190157511932,0,0,0.00686887868429305,0,0,0,0,0,0.125918868577588,0.0187966787120539,0,0.0742441150486536,0,0,0,0,0,0,0.0453379998881737,0,0,0.0735075743234011,0,8.67361737988404e-19,0,0,0,0.105070723538313,0,0,0,0,0.0137808467866921,0.15738239316421,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,1.0842021724855e-19,0,0,0.198771248635535,-0.0957024682343494,0,0,0,0,0,0.0594279332110344,0,0,0,0.0576642677488122,0,0,0,0.210011997989346,0.117664105621768,0.0892119412106009,0,0,-0.0151336619936142,0,0,0,-0.0321243636812887,0,0,0,0,0,0,0,0,0,0,0,0,-0.116938246456788,0,0.108730099111692,0,0.0467985340472784,0,0,0.0649530548949189,0,-0.0384986231813159,-0.0305923149038437,0,0,0,0
X601898.SH,0,0,0.23928638044949,0,0,0,0,0,0,0.0858138545548157,0,0.285039001146621,0,0,0,0,0,0,0,0,0,0,0.0743846771143304,0,0,0,0,0,0.0343621815289361,0,0.0285139591277371,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.155201411241706,0,0,0.0016234291327362,0,0.145974991948862,0,0.0221857295483912,0,0,0,-0.0494135469249129,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303534791591798,0,0,0,0,0,0.996489230755209,0,-0.00100593529167886,0,0,-0.0702367623566633,0,0.0378273812680956,0,0,0,0,0,0,-0.0229200035660901,0,0,0,0.0220783381990387,0,0,0,0,0.170760890326033,0,0,0,0,0,0,0,0,0,0,0,-0.208489176744125,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222421323036773,-0.0561139606361404,0,0,0,0.0101570888248451,0,0,0,0,0,0,0,0,0,0,0,0.0768338841785625,0,0,0,0,0,0,0,0,0.511178260188929,0,0.031312836095913,0.273444811224261,0,0.0344805158977425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588050262451579,0,0,0,0,0,0,0.0110352020002871,0,0.207084294534288,0,0,0.0684111991774696,0,0.0247365324415814,0,-0.00928453429681372,0,0,0.130696591188407,0,0.00863387206515596,0.0225585208560196,0.0677748421164685,0,0,0,0.0706820598957387,0,0,0,0,0,0,0,0,0,0.00470737867691906,0,0,0,0,0,0,0
