,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600010.SH,X600660.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X600027.SH,X600111.SH,X600795.SH,X601992.SH,X600126.SH,X600176.SH,X600299.SH,X600426.SH,X002075.SZ,X600486.SH,X600529.SH,X002466.SZ,X000723.SZ,X600516.SH,X600315.SH,X601158.SH,X600612.SH,X002353.SZ,X000401.SZ,X600219.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000553.SZ,X000027.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.112727220129357,0,0,0,0,0,0,0.0117069060516507,0,0,0,0,0,0,0.0629834802630395,0,0,0.0317832738021945,0,0,0.0588460751685165,0,0.0561587354511194,0,0,0,0.0789070714580226,0,0.0705636432980602,0,0,0.0359576368140568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802402240869315,0,0,0,0,-0.0232086611954858,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0299189556934494,0,-0.0130438212718715,0.0256674687703821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165737759318161,0.13705288546861,0,-0.00810028431386721,0,0,0,0,0.0603639512715686,0,0,0,0,0,0,0,0,0,0.0270236854621883,0,0,0,0.00766481595223632,-0.0170184601885951,0,0,0,0,0,0
X601088.SH,0,0,0,0.178459771645967,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.376461844579847,0,0,0,0,0,0,0,0,0,0.0615179113083814,0,0,-0.195171026716406,0,0,0.0566506638174699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101667884321938,-0.00698491651359206,0,0,0,0,0,0
X600585.SH,0,0,2.16840434497101e-19,0,0.209591098179094,0,0,0,0,0,0.0304052573131755,0.472719958723525,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00773985414659848,0,0,0,-0.0512437093200721,0,0.0925559532755545,0,0,0,-0.0352057986869845,0,0,0,0,0,0,0,0,0,0,0,-0.0360467947378245,-0.00817970921551163,-0.00703074073639878,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0184540907568533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114930114500775,0,0.232495845058734,0,0,0.0102348650250605,0.241060355179545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154900309664314,0.0113794212056776,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.110618509676775,0,0,0,0,0,0,0,0,0,0,0.639438585098209,0,0,0,0,0.0366059415037516,0,0,0,0,0,0,0,-0.126218993827041,0,0,-0.0705357356907742,0.105263185459438,0,0,0,0,0.290247416077106,0,0,0,0,0,0,0,0,0,0.0248994369613788,0.0106317436223058,0.0489054980280362,0,0,0,0,0,0
X600019.SH,0,0,0.0388073708499697,0,0.1791886036242,0,0,0,0,0,0,0,0,0,0,0,0,0.10708732849243,0,0,0,0.0737546489240055,0,0.105824418440052,0,0,0,0,0,0.00933129084531003,0,0.0287973658435517,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727473458619244,-0.00900384502876862,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0714702771823487,0,0,0,0,0.00162501905971644,0.1983380724443,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0196978947167567,0,0,-0.120430014418818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276427243127645,0,0,0,0,0,0,0,0,-0.171334756293282,-0.0241997256855955,-0.0994623535168167,0,0,0,0,0,0
X600011.SH,0,0,0.264022484539189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162733162495274,0,0,0,0,0,0.0870924742684397,0,0,0,0,-0.020008819312521,0,0,0.0396514250424991,0,0.0356456021599929,0,0,0,0,0,0,0.0468097751862341,0,0,-0.0459807223946818,0.0126812729890837,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736617366891135,0,0,0,0,0,-0.11823078381913,0,0,0,0,0,0,-0.0881337353295668,0.0968288470101472,0,-6.93889390390723e-18,0.0187832707033391,0.264980990634438,0.282645023222942,0.0298731390472599,0,0,0,0,0,0.00931844528805337,0,0,0,0,0,0,0,0,0,-0.00845250822846894,-0.02422419648928,0,0,0,0,0,0
X002271.SZ,0,0,0,0.203020776977097,0,0,0,0,0,0,0,0.0491697918729279,0,0,0,0,0,0,0,0,0,-0.0855136495700263,0,-8.67361737988404e-19,0,0,0,0,-4.33680868994202e-19,0,0.0969983810060733,0.163744243704367,-0.103770945860511,0,0.140442341710003,0,0,0,0,0,0,-0.0955712116196067,0,0,0,0,0,0,0,0,-0.00750518118126055,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.073584029745337,0,0,0,0,0,0,0.0858753064083352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192885729746224,0,0,0,0.156877759081792,0,0,0,0,0,0,0.0874670351620654,0.152741899363094,0,0,0,-3.46944695195361e-18,0.375276328475113,0,0,0,0,0,0,0,0,0.00521864541878744,0.0718312286082528,0,0,0,0,0,0
X600886.SH,0,0,0.100567883497656,0,0.0646056055453384,0.00499503585165368,0.308355718781511,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.12009687706382,0,0.0524149302399746,0,0.0483468160887658,0,0,0,0.0227213375970073,0,-0.0489677036446501,0,0.00798364237414253,0,0,0,0,0,0,0,0.0896868076375989,0,-0.135945690199808,0,0,0,0,0,0,0,0.0122447333413809,-0.00569180161300203,-0.00926889234777036,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00847620910921032,0,0,0,0,0,0,0,0,0,0,0,0,-0.00197923099338752,0,0.0886587743754693,0.0652892071572754,0,0,0,0,0,0.0928039235426547,0.00748497173740542,-0.00673423306300346,0,0,0.03469336659721,0.0847397490755893,0,0,0,0,0,0,0,0,0,0,0.0255084699919502,0,0,0,0.0103077332444481,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.00773439871220745,0,0,-0.0133452051589488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176779067322972,0,0.0416837886781938,0,0,0,0,0,0,-0.0178896041167214,0.0504073229417197,0.00314831977041095,0.028248323410111,0,0,0,-0.00732325945569194,0,0,0,0,0,0,0,0,0,-0.0048315220709455,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.115627194746861,0,0,0,0,0.148795779444829,0,0,0,0,0,0,0,0,0,0,0,0.00893713207588422,0,0,0,0,0,0,0.0258605377303255,0,0,0,0,0,0,0,0,0,0.0409164270748032,0,0,0.182667804255037,0,0,0,0,0,0,0,0,0.0368280522451007,0.0227222623878665,-4.33680868994202e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131993413078243,0,0,0,0,0,0.109513839649876,0.0426948539097173,0,0,0.00799746179912402,0,0,0,0,0,0,5.42101086242752e-20,0.0264427183546997,0,0.169840435330997,0,0,-0.0664904128840954,0,0,0,0,0,0,0,0,0,0,0.00351666117037587,-0.00941869727881744,0,0,0,0,0,0
X600362.SH,0,0,0.2123436553257,0,0,0.000963199401612683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384712956670013,0,0,0,0,0,0,0.212263584860738,0,-0.0613459645943868,0,0,0.100057675780026,0,0,0,0,0.0589174411952544,0.0873005187668886,0,0,0,0,0,0,0,0,0,0.00806778564263122,0.0191116534001909,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.68865188770925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164994777225563,0.0166312618582623,0,0,0,0,0,0.0397280253713025,0,0,0,0.0104309819817095,0,0,0,-3.46944695195361e-18,0.112079071514709,0.074251652590855,0,-0.0350511310362452,0,0,0,0,0,0,0.0379668761608911,0,0,0,-0.00277571442602144,0.037488994953495,0,0,0,0,0,0
X600188.SH,0,0,0.193413461199524,0,0,0,0,-0.0157469620898032,0,0,0,0,0,0,0,0,0,0.114699712113248,0,0,0.210905105348145,-0.0346403852637608,0,0,0,0,0,0,0,0,0.0780383045697369,0.112574515677961,-0.0073640371136597,0,0,0,0,0,0,0,0,0.00378188028020937,0,0,0,0,0,0.0222443885544801,0,0,0,0.00616918240678255,-0.00363772194126641,0,0,0,0,0,0
