,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X002466.SZ,X000898.SZ,X600547.SH,X600516.SH,X300072.SZ,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600808.SH,X600299.SH,X000709.SZ,X600426.SH,X600801.SH,X000932.SZ,X000408.SZ,X000883.SZ,X601158.SH,X600219.SH,X601699.SH,X601003.SH,X002271.SZ,X000830.SZ,X600315.SH,X000792.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.194426034524034,0,0,0,0,0,0,0,0,0,0.0119965486589211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100487395770915,0,0,0.0635893400172513,0,0,0,0,0,0,0,0,0,0,0.0398984625327301,0,0.0357061105021046,0.157458167895817,0,0,0.0856720065158531,0,0,0.000817123478113136,0,0,0,0,0,0
X600028.SH,0.326781371356934,0,0.00560257233116652,0,0,0,0,0,0,0,0,0.151416635971928,0,0,0,0,0,0,0,-0.0915327821566999,0,0,-0.0570381036270414,0,0,0,-0.215377816798367,0,-0.10425038030606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531250657338013,0,0,0,0,0,0.0132805971321417,-0.0126274010726977,0,0,0,0.0295984678515264,0,0
X601088.SH,0,0.0338511050657036,0,0.267098024450446,0,0,0,0,0,0,0,0.600922480629966,0,0,0,0.0406663539870466,0,0,0,0,0,0,0,-0.000477457124094411,0,0,0,0,-0.0700997997630373,-0.086699581724773,-0.191869407345236,0,0,0,0,0,0,0,0,0,0,0,-0.00726367774801309,0,0,0,0,0,0,0,-0.00163402762679007,0,0,0,0,0,0
X600585.SH,0,0,0.198249005859774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114119604370334,0,0,0,0,0,0,0,0,0,0,0,0.074123293070736,0,0,0,0,0,0.38931623598049,0,0,0,0,0,0,0,-3.46944695195361e-18,0.111254547368025,0,-6.93889390390723e-18,0,0,-0.0114985242434394,-0.00216498465350397,0,0,0,0.0519394817475252,0,0
X600019.SH,0,0,0,0.332946752222878,0,0.0360903273106557,0,0,0,0,0,0.184006548451577,0,0.0331960382013062,0,0,0,0,0,0,-0.0425329870108075,-0.0147326268407768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113394570332473,0.224936527892793,0,0,0,0,1.73472347597681e-18,0,0.0315847060290799,0,0,0,-0.0427980980712743,0,0.00509891399931048,0.00726447161649069,0,0,0,0,0,0
X600309.SH,0,0,0.0944249540562296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11146748004008,0,0,0,0,0,0,0,0,0,0,0,0.228675571682621,0,0,0,-0.284824099984599,0,0.0776075845339024,0,0,0,0,0,0,0,0,0.144482722149701,0,0,0,0.127706435484496,0.0437419153861696,0.119214861888186,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657855461995855,0,0.337714863358007,0.0723581710208495,0,0,0,0.0967233390533755,0,-0.0480894851632485,-0.0963610937947909,0,0,0,0,0,0,0,0,0,0,0,0,-0.113316926079453,0.0625188619381056,0,0,0,0,-0.00297754218523669,-4.33680868994202e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300130955785007,0,0,0.180836786524294,0,0,0,0,0,0,0,0,0,0.269461152843624,0,0,0,0,0,0,0,0.0668903045050733,0,0,0,0.322145237990087,0.171528267388018,0,0.0519171290079964,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0594888240483101,0,0,0,0,0,0.0156567627712458,0,0,0,0,0,0,0.218011558227572,0,0,0,0,0.0920118136532298,0,0,0,0,3.46944695195361e-18,0,0,0,0.0480359510934871,0,0.00745361206337096,0,0,0,0,0,0,0,0,0,0,0.016182745833013,0,0.0113054538470013,-0.00691841884613441,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0956916003388185,0,0,0,0,0,0.048281919456282,0,0,0,0,0,0,0,0,0,0,0.0131972040295302,0,0,0,0.085721453825968,0,0,8.67361737988404e-19,0,0,0.127657747185213,0,0.0919373776294459,0,0,0,0,0,0,0,0,0.153429282529284,0,0,0,-0.0441668783118002,0.0411528283346759,-0.00424965762829856,0.00578052077911954,0,-0.0171285340691939,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0717679900049661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030879507417445,0.14998821990628,0,0.024012185948614,0.0871600581315887,0,0,0,0,0,0,0,0,0,0,0.0352736805923346,0,0,0,0,0.00693887584012023,0,0.00984775344565972,0,0.0123303658650919,0.126223426928943,0,0.00848976008555248,0,0,0,0,0,0,0
X600188.SH,0,0,0.141764888802455,0,0,0,-0.0580142511151882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115577615134199,0,-0.0203552896963315,0,0,0,0,0,0,0,0.106287031384929,0,0.128006059227889,0,0,0,0,0,0,0,0,0.481221716170596,0.111485718777975,0,0,0,0,0,0,0,-0.0279390889778986,0,0,0,0,0,0
X600688.SH,0.172910037785697,0.18219022815927,0.0136673372450671,0,0,0,0,0.0360147840271417,0,0,0,0,0,0,0,0.127335411998233,0,0,0,0,0,0,0,0,0,-0.0336759117011266,0,0,-0.0814907699994427,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0909573013627412,0,-0.0208391271495983,0,0,0.0235207229073948,0.00425920037917168,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0864801086547851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195836516152839,0.0507235977829121,-8.67361737988404e-19,0.0326168838336917,0,0,0,0.0410728939143114,0.00109329843891222,0,0,0,0.0304089216904972,0,0,0,0.311683323307532,0,0,0.0630647230280512,0,0,0,0,0,-0.00331790800308809,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0114236710364244,0,0,0.080869947448203,0,0,0,0,0,0,0,0,0,0,0,0,0.00397136987734563,0,0.100693971918697,0.101950493738225,0.0119190026170836,0,0,0,0,0,0,0,0,0,0.0681267029008304,0,0,0,0,0,0,0.0217977511236772,0,0.106443234783854,0.0269915599367331,0,-0.000778355841070117,-0.00380527808664818,0,0,0,0,0,0
X600362.SH,0.077246493064818,0,0.0901428021420655,0,0,0.181681355401638,0,0,0,0,0,0,0,0.347972314672821,0,0,0,0,0,0.109678646433633,0,0,0,0,0,0,-0.0306327786698396,0.12999375728077,0,0,0,0,-0.0317359168904594,0,0,-0.034809149179508,0,0,0,0,0,0.113161642672164,0,0,0,0,0,0.0747858136609402,0,0.0159459591925693,-0.0147092551147143,0,0,0,-0.0525101012613775,0,0
X600886.SH,0,0,-0.0452300904956654,0,0,0,0.00883490637580509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153724284968394,-0.0776814434114299,0,0,0.0794712153147618,0.15640508123033,0,0.127587882088533,-0.0845467350166037,0,0.0833357793187762,0,0,0,0,0,0,0,0,0,0,-0.00513570561637216,0,0,0,0.048618836938988,0,0.00271999728348717,-0.0137964894978755,0,0,0,0,0,0
X002466.SZ,0,0,0.229084599053072,-1.73472347597681e-18,0,0,0.196019460691924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323692960470446,0,-0.168490114428526,0.589058370045661,0,0,0,0,0,0,0.206657415677488,0,0,-0.506976064850074,0,-0.441885197166171,0,0,0,0,0,0,-0.309742656669157,0.22143233461704,0.00209430194542735,0,0,0,0,0.0507817713384233,0.0385023723286407,0.103678860874146,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0866311302794879,0,0,0.106535359487916,0,0,0,0,0,0,0,0,0,0,0,0,0.0258761788422795,0,0,0,0,0.0163683555894879,0.117963499409118,0,0,0.0609352666278236,0.00227366675912489,0,0,0,0,0,0.194107802960679,0,0,0,0,0,0.125995068574569,0,0,0.0370546862507812,0,-0.00521521391938127,0,0.00717399609811592,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.00244737956930239,0,0,0.114006978982001,0,0,0,0,0,0,0,0,0,0,0.0981281550692372,0,0.107361899556622,0,0,0.0238898600711229,0.131663781127851,0,-0.0610279415024108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063501450266082,0.00471964088925559,0,0.0745792408978513,-0.0175375874484845,0.0085776598893968,-0.0356757813944086,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0.00105662567297611,0,0,0,0,0,0.0148913631877736,0,0,0,0,0,0,0,0,0.0113382621907759,0,0.237224416138285,0,0.0394898426033525,0,0,0,0.148159275501703,0,0,0,0,0,0,0,0.106332348884144,0,0.289630739321603,0,0.196108750180245,-3.46944695195361e-18,0,-0.0105471053453365,-0.017468523247072,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0661548923937041,0,0,0,0,0,0,0,0.314701118577245,0,0,0,0,0,0,0,0.272620408958654,0,0,0,0,0,0,0,0,0,0.524953474591922,0,0,0,-0.0212435912359389,0,0,0.0353176276310583,0,0,0.100197118308273,0,0.0445502647728643,-0.014769466280042,0,0,0,0,0,0
