,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X000883.SZ,X000553.SZ,X600808.SH,X000630.SZ,X000990.SZ,X600583.SH,X600985.SH,X000825.SZ,X600426.SH,X000027.SZ,X601699.SH,X002110.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0289127932452646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136869024344947,0.0872487964636924,0,0,0,0,0,0,0,0,0.0263647740827293,0,0,0,0,0,0,0,0,0,0,0,0,0.0900973233710038,0,0,0.0703373231743154,0,0,0,0,-0.00122951284034692,-0.0341532824691722,0,0,0,0.00166333087947212,0,0
X600028.SH,0,0,0.00227291340505411,0,0,0,0,0,0.0144787180080627,0,0,0,0,0,0.258443790590953,0,0,0,0,0,0.0239256458096855,0.093117815775711,0,0,0,0,0.0286035032409733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116040413752642,0,0,0,0.100104886908936,0,0,0,0.0163964277348264,0,0,-0.0180523521294208,0,0,0,-0.00386367137357802,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.116392325305749,0,0,-0.0322675398969951,0,0,0,0,0.070011160531101,0,0,0,0.0227260522386487,0.110246666902995,0,0,0,0,0.0506292565171154,0.0393121478415864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386677583157289,-0.0641654198213484,0,0,0,0,0,0
X600585.SH,0,0,0.00911909382327983,0,0,0.0987097079717796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482314704158985,0,0,0,0,0,0,0,0,0,0,-0.0157596567015041,0,0,0,0,0,0,0,0,-0.0115413868072443,0,0,0,0,0,0,0,0,0,-0.00798246012277086,0,0,0,0,-0.0176281174307147,0,0
X600019.SH,0,0,0.0800145104213258,0,0,0,0,0,0.112698422877748,-0.0220188687820546,0,0,0,0,0,0.0272189968805328,0,0,0,0,0,0.152290395171106,0,0,0,0,0.0300227832017779,0,0,0,0,0,0.0605757866211114,0,0,0,0,0,0,0,0,0,0,0.0492903681974671,0,0,0,0,0,0.100514492483535,0,-0.0059199322369445,-0.00909764041511983,0,0,0,-0.00096972442545625,0,0
X600309.SH,0,0,0,0.0740603830327915,0,0,0,0,0,0,0,0.181426207096346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651556654821258,0,0,0,0,0,0.111608948419091,0,0,0,0.10079332585529,0,0,0.410171515507765,0,0,0.0464905699167255,0,0,-0.00707129908474796,0,-8.67361737988404e-19,0,0
X600011.SH,0,0,0,0,0,0,0,0.0919240372235194,0,0,0,0.215474366175404,0,0,0,0,0,0,0,0,0,0,0,0.485944047175047,0,0,0.0313726813557231,-0.100491457603706,0,0,-0.00257603060346332,0,0,0,0,0,0,0,-0.0670417204656021,0,0.0876745605983323,-0.0152038062342351,0,0.0300699708204892,0,0,0,0,0,0,0,0.0451752136844694,0,0,-0.10350382767063,0,0.0268949161256678,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.040373725126768,0,0,0,0.0200743103511914,0,0,0.45159294325982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914916664352602,0.0548250549894652,0,0.0801493329964135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218453220849824,0,0.027273692994724,0,0,0,0,-0.0313941824447537,0,0
X601600.SH,0,0,0,0,0,0,0,0.370462420355217,0,0,0,0,0,0,0,0,0,0,0.229545464308917,0,0,0,0,0,0,0,0,0,0,0,0.026274121627927,0,0,0,0,0.0400451546924572,0,0,0.0205876667764481,0,0,0,0,0.078535299490258,0,0.0169962524530542,0,0,0.0662001246464299,0,0,0,0,0,0,0,0.00320504382206414,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0357652102722047,0,0,0,0,0,0,0,0,-0.0548303479370011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433998655530339,0,0.0863913069773079,0,0,0,0,-0.0187081510956062,0,0,0,0,0,0.104699878021232,0,0.0152924380231949,-0.0276666575197106,0,0,0,0.00751305499321992,0,0
X601898.SH,0,0,0.088339176402302,0,0,0,0,0,0,0,0,0,0,0,0,0.00897024582290359,0.296094387744167,0,0.0432888376030085,0,0,0.0510803628038754,0,0.0454978751726388,0,0,0,0,0,0,0,0.00371045085612139,0,0,0,0,0,0,0,0.0251625931082027,0,0,0,0.036566993352078,0,0,0,0,0,0.0521792090539753,0,-0.0277883827797402,0,0,0,0,0,0,0
