,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600111.SH,X600352.SH,X600176.SH,X000553.SZ,X601992.SH,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600426.SH,X600315.SH,X000408.SZ,X601699.SH,X600489.SH,X601158.SH,X600808.SH,X000830.SZ,X000883.SZ,X600219.SH,X000630.SZ,X600339.SH,X000932.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0170881204349167,0.0942067386797457,0,0,0,0,0,0.00983203939862139,0,0,0.0774987644312869,0,0,0,0,0,0.0258182235972772,0,0.0750433194491516,0,0,0,0,0,0.0618744648188674,0,0,0,0,0,0.0610845093121304,0,0.0430958723817092,0,0,0,0,0.147943251814735,0,0,0,0,0,0,0,0,0,0,0,0,-6.14318957029001e-05,0,0,0,0,0,0
X600028.SH,0,0,0.196448790922805,0,0,0,0,0,0,0,-0.00827099320882154,0,0.314109490797568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690352890941632,0,0.128715512937198,0,0,0.146086205496046,0,0,0,0,0,0,0,0,0,0,0,-0.0208786066529237,-0.0101137146119708,0,-0.250929975784748,0,0,0,0
X601088.SH,0,0.324332037984699,0,0.195240092701393,0.179382397265189,0,-0.00444340595559762,0,0.139763364138082,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219571976711251,0,-0.0147200857431459,0,0,0,0,0,-0.130903691988245,0,0,0,0,0,0,0,-0.0635891216459065,0.27227846009291,0,0,0,0,0,0,0,0,0,0,0,0,-0.057856542024963,0,0,0,0,0,0
X600019.SH,0,0,0.244498380352161,0,0,0,0,0,0.304258388180386,0,0,0.197552787755544,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0662536941493552,0,0,0,0,0,0,-0.134951932441938,0,0,0,0,0,0,0,0,0,0,0,0,-0.050497742598141,0.079592235964506,0,0,-0.0382293532841004,-0.0352001190712913,0,0,0,0,0,0
X600585.SH,0,0,0.156441877975037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399469930171834,0,0,0,-0.147637484031176,0,0,0,0,0.0927195933064428,0.0340723092811221,0,0,0,0,0,0.130290684808628,0,0,0,0,0,0,0.227354650220876,0,0,0,0.0747962459240362,0.0898127368253611,0.0334197648924125,0,-0.0498707490227128,0.0294748948582013,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654704393745526,0.0827264211627075,0,0,0.0888343146637827,0,0,0,0,0,0.283234318085009,0,-0.0831989423992987,0,0.111704134728381,0.0127065992358678,0,0.0830244478228188,0,0.15588112237967,0,0,0,0,0,0,0,0,0,0,0,0.00135943315679749,-0.0506474068560139,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249733467990054,0,0,0.0148054824363199,0,0,0.0887987760059871,0.00136878594599925,0,0,0,0,0,0,0,0.216439159447757,0,0,0,0,0,0,0.0224445661701872,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.250015351156867,0,0,0,0.001014560581432,0.0412307880159871,0,0,0,-0.586685843536075,0,0
X600188.SH,0,0,0.585810529994282,0.140105964682978,0,0,-0.0250333992519114,0,0,0,0.196969387531025,0.172909945699491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223679026145288,0,0,0,0,0,0,0,0,-0.0720928098772255,0,0.2306353288583,0,0.119969855525453,0,0,0,0,0,0,0,0.259851520241733,0.0335777973226859,0,0,-0.0335137105111109,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0368660519644614,0,0.0016291066453498,0,0,0.0455700987915916,0,0,0,0,0,0,0,0.0593670207745017,0,0.00507974362622872,0,0,0,0.0556530902731011,0,0.136323569393591,0,0,0,0,0,0,0,0,0,0,0.187631848629291,0,0.110622834172392,0,0.0364980560649146,0,0,0,0,0,0,0,0.0102179085551815,-0.00775678918424016,0,0,0,0,0,0
