,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X601600.SH,X600362.SH,X600489.SH,X600801.SH,X601898.SH,X600010.SH,X000786.SZ,X600352.SH,X600111.SH,X600188.SH,X601991.SH,X600176.SH,X600795.SH,X600688.SH,X600529.SH,X600027.SH,X002466.SZ,X600426.SH,X600299.SH,X601992.SH,X600612.SH,X002080.SZ,X002353.SZ,X600315.SH,X600219.SH,X600486.SH,X000932.SZ,X000301.SZ,X002409.SZ,X000723.SZ,X600126.SH,X000027.SZ,X601158.SH,X600516.SH,X000401.SZ,X000898.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766246931153465,0,0.078368548828693,0.0141917107084031,0,0,0,0,0,0,0,0,0,0.0623134965208024,-0.00115107442822544,0,0,0.0187021554707452,0,0,0,0,0.0910460708867935,0.00033348976630354,0,0,0,0,-0.00588924183944662,0.0809593608464823,0,0,0,0,0,0,0,0,0,-0.0133374787098035,0,0,0,0.0751153653776841,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0300908901802058,0,0,0,0.0186825949642752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392608606713157,0,0,0,0,0,0.105946740090586,0,0,0,0,0,0,0.115817086627245,0,0,0,0.0230951851326596,0,0,0,0,-0.00638831118089744,0.00732630971988869,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0733868133076131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485330135467643,0,0,0,0,0,0,0,0,0,0,0.0425577310943233,0.0867946748084826,0,0,0,0,0,0,0,0.0338410858211588,0,0,0,0,0,0,0,-0.0541797103416987,0.00777265682080069,-0.0247819809151134,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.040311920507391,0.11375805237546,0,0,0,0,0,0.0161634998023114,0,0,0,0,0,0,0,0,0,0,0,0,0.0867091027147285,0,0,-0.0233330268853055,0,-0.0177695174773638,0,0,0,0,0,0.0290417806305493,0,0,0,0.0690227604827215,0,0,0,0.0220715143783842,0,0,0,0,0.0581280151630877,0,0,0.00972015492263512,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.060162692986966,0,0.0536484461248442,0.156296706477097,0,0,0,0,0.00737425230621818,0,0,0.0712248921058259,0,0,0,0,0.0344137669026309,0,0.0878338197353713,0,0,0,0.229195267876215,0,0,0,0,0.0468050856102154,0,0,0,0,0,0.0821571614414696,-0.0593101701800318,0,0,0,-0.0239555204107145,0,0,0,0,-0.00783243211466525,-0.0011509752100976,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0169203627767728,0.066747598925377,0,8.67361737988404e-19,0.0266879546721693,0,0,0,0.786872394557341,0,0,0,0,0,0,0,0,0,0,0,0.0791910360832481,0.0442504295453766,0.0261339478700967,0,0.0315259032875095,0,0.095193832495597,0.0428531113386782,-0.132422576075087,0.00882558217802616,0,0,0,0,0,0,-0.0775428291191562,0,0,0,0.0537268931814433,0,0,-0.012238641922371,0.00444292127663368,-0.0264138087529963,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133273008138685,0,0,0,0,0,0,0,0,0,0,0.0654734934546892,0,0,0,0,0,0,0,0,0,0,0.135473420011982,0,0,0,0,0,0.0168753344132839,0.0771818993490602,0,0,0,0,0,0,0,0,0.00215531344174414,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0201979344738538,0,0,0,0,0,0,-0.189944852166827,0,0.591931079141222,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915335657513691,0,-0.00263954468294923,-0.0274792159085131,0.0379646582161263,0,0,0,0.048356976728584,0,0,0,0,0,-0.0483009312212454,0,0.0924226060542574,0,0,0,0,0,0,0,-0.0204824048203135,0,0,0,0,0,0,0
X002271.SZ,0,0,0.241018859546301,0,0.0585519635567378,-0.00772074755056102,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0246989507006536,0,0,0.0618531712985674,0,0,0,0,0,0,0,0.0359052000070264,0,0.0892570324450809,0,0,0,0,-0.0923515784976492,0,0.11553348996096,0,0.244567283575795,0,0,0.0882705558776124,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00408387882125057,-0.0407309475910594,0,0,0,0,0,0
X600011.SH,0,0,0.132449613828607,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.109413486497744,0,0,0,0,0,0,0.118854588692503,0,0.12177050768078,0,0,0,0,0,0.0486954268502702,0,0,0,0,0,0,0.0525152841587409,0,-0.066881735141375,0,0,0,0,0,0,-0.0137162618942156,0.00770716318347159,-0.00427160938608325,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.148088015553442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303971061051114,0,0.0404132221364908,0,0,0,0,0.148998834956078,-2.16840434497101e-19,0.0660352680540872,0,0,0,0,0.156290320442566,0,1.0842021724855e-19,0.254966715063136,0,0,0,0,0,0,8.67361737988404e-19,-0.0198945014451104,0,0,0,0.102639653788089,0,0
X600660.SH,0,0,0,0,0.155366568345661,-0.0846136865279674,0,0,-0.0392854754022151,0,0.12120837436981,0,0,0,0.14388187116412,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365534105092363,0,0,0,0,0,-0.0289175531790528,0,0.0944154228285259,0.0296841088606049,0,0,0,0,0,0,-0.0389087593394629,0,0,0,0,0.217687920888843,0,0,0.00524950184021868,0.00840155062452615,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0354365903060182,0,0.0334322432179145,0.202719435152339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278267356584933,-0.0127250701487483,0,0,0,0,0,0,0.0204100106662941,0,0,0,0,0,0,0.0297316928778514,0,0,0,0,0,0,0,0.00126596872522873,0.00167507259348354,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0562588401163846,0,0,0,0,0,0,0.380857695204193,0.0929496960212367,0,0,0,0,0,0,0.0414664413288703,0,0,0,0,0,0,0,0,0,0,0,0,0.0457120575543811,0,0,0,0,0,0,0.107206466051448,0,0,0,0.117201132644679,0,0,0,0,0.01686484381841,-0.0169544489671626,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0234160046800594,0,0,0,0,0,0,0.0996965367815699,0,0,0,0,0,0,0.444506167140172,0,0,0,0,0.0335716796741509,0,0,0,0,0,0,0,0.0830257043336465,0.0151967183702776,0,0,0,0,0,0,0,0,0,0.0300788091784734,0.0346088427896201,0,0,0,0.0140112309616554,-0.0077819931530925,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.777287816621499,0,0,-0.0293192893887284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100262004979907,0,0,0,0,0,0,0,0.0575276417374549,0,0,0.150007006615882,0,0,-0.0196064280075629,0.0407738142857251,-0.0123554165698073,0.0131782062360775,0,0,0,0,0,0
X600801.SH,0,0,0.208693846986103,0,0,0,0,0,0.214478422920319,0,0.0408071958785124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331119953808638,0,0,0,0,0.0439889834042648,0,0,0.109053030904857,0,0,0,0,0,0,0,0,0,0.164291113438145,0,0,0,0,0,0,0,0.141393315598343,-0.0153934467504966,0.0429924985660098,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0721383006792317,0,0,0,0,0,0,0,0,0.135346657085279,0,0,0,0,0,0,0,0,0.245501775723182,0,0,0,0,-0.0126562705384325,0.102314868769864,0,2.84653377851718e-05,0,0,-0.0135927924312438,0,0,0,0,0,0,0,0,0,-0.0109798641735025,0,0,0,0,0.288677461086625,0,0,0.000130470523407232,-0.00178070896545573,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00698399952596854,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0517336698200195,0,0,0,0,0,0.00657241057111665,0,0,0,0,0,0,0,0,0,0,-0.093198208829759,-0.050955943659861,0,-0.0136999998840816,0,0,0,0,0.695536777295916,0,0,0.00306445365062997,-0.0112236777206284,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0643764455295412,0,0,0.106379251703479,0,0,0,0,0.110206935425861,0.0220890267977493,0,0,0,0,0,0.0921574822538461,0,0,0,0,0.0395032000211511,0,0.0578952010013788,0,0,0,0,0,0,0,-0.00189692851637365,-0.0125643751626029,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0.0982545724534772,0,0,0.12432178791651,0,0,0,0,0,0,0,0,0,0,0.0101741758540732,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0572643207143865,0,0.0983753747038087,0,0.0116622512017451,0,0,0,0,0.0619292325040295,0,0,0,0,0.00932955442694023,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0530635423928466,0,0,0,0.0609029934392385,0.0500814994732161,0,0,0,0,0.0155131411411231,0,0,0,0,0,0,0,0,0,0,0,0,0.0884330120739657,0,0,-0.121786533185984,0,0,0,0.0667214871562813,0.203772818613506,0,0,0.0714178521986599,0,0.499664611520046,0,0,0,0.0165230715132655,-0.00999206846539626,0.0287891178439508,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.156493403971888,0,0,-0.0291578745402193,0,0,0.169609815978705,0.282250558128491,0,0,0,0,0,0.0303186573250082,0.0556311635384981,0,0,0,0,0.0593014536003827,0,0,-0.0229036556723006,0,0,0,0,-0.00627649551929918,0,0,0,0,0,0,0,0,0,0,0,0.070236705536579,0,0,0,0,0,-0.00520596862947583,0,0,0,0.0676412224065994,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715395123785292,0,0.0220657963291941,0.0740269844781553,0,0.0593487792537157,0,0,0.0157641809620856,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0880348501754982,0,0,0,0,0,0,0,0,0.0119656289865533,0.0469989804938094,0.0106421738364594,0,0,0.103104046225625,0,0,0,0,0.00253175124130703,-0.0141194370830144,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.220147357971214,0,0,0,0,0,0,0,0,0,0,0,0.183279278790635,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0491956031395666,0,0,0,0,0.0168152536320979,0,0,0,0,0,0,0.220143438640487,0,0,0,0.037186625463252,0,0.00728277359859459,0,0.00437220197821292,-0.00824139353537993,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0830624745565281,0,0,0.0982143550912485,0,0,0,0,0,0,0,0,0.0144985939985016,0,0,0.163223909719922,0,0,0,0,0,0,0.000100270148510057,0,0,0,0,0,-0.0666132686629159,0.0246415149931139,0,0,0.0939117606134241,0,0,0,-0.0395348025627596,0,0,0,0,0,0,0.0191358567145136,-0.00711841803099354,0.00469480653444627,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,-0.00877561727341361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284207023709503,0,0,0,0,0,0,0,0.145599602880673,8.67361737988404e-19,0,0,0,0.163130537497516,0,0,0,0,0.114606700209514,-0.0670032306736568,-0.0092599684767667,0,0.177370529834372,0,0.0113333496454544,0,0,0,0.024396122459071,-0.0118281598031747,-0.0148088732703278,0,0,0,0,0,0
X600529.SH,0,0,0,0,0,0,0,0.050552222369775,0,0,-0.165475591235328,0,0,0,0,0.147874205083949,0,0,-0.012893157622246,0,0,0,0,0,0,0,-0.052707673566368,0,0,0.132068238131101,-0.121508917233732,0,0,0.600104180492994,0,0,0.280139603299997,0,0.196971027089425,0,0,0,0,0.130904184664302,0,0,0,0,0,0,0,0.00964470061177512,-0.00601411749101753,0,0,0,0,0,0
