,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600111.SH,X601600.SH,X000786.SZ,X600176.SH,X601898.SH,X600886.SH,X600011.SH,X600188.SH,X000301.SZ,X002466.SZ,X600426.SH,X600352.SH,X600801.SH,X000932.SZ,X600219.SH,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X600489.SH,X000027.SZ,X600688.SH,X000807.SZ,X600486.SH,X000898.SZ,X600299.SH,X002353.SZ,X600516.SH,X601168.SH,X600027.SH,X000630.SZ,X601992.SH,X000723.SZ,X600157.SH,X600295.SH,X600315.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.201793764358071,0,0,0,0.036015897321398,0,0,0,-0.0167809411256168,0,0.039909367468931,0,0.00104522736823596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037220462192741,0,0,0,0,0,0,0,0.0344640223182696,0,0,0,0.0479456498448529,0,0.0218345032568488,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.00236456991437376,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0701415228800012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345865071811472,0,0,0,0,0.0758528548252583,0,0,0,0,0,-0.00104246006306342,0,0,0,0,0,0.038012201910344,0,0,0,0.0764361032893194,0,0,0,0,0,0.0234490302830471,0,0,-0.0279127826129841,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0309797058689241,0,0,0,0,0,-0.0749697740996816,0,0,0,0,0.125624514900739,0,0,0.236687059132713,0,0.0125076663558277,-0.0409070250927813,0,0,0.146895877742781,0.163172531523848,0,-0.0462226483183655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494442349935438,-0.0220618751263526,0,0,0,0.0834309025283704,0,0
X600309.SH,0,0,0,0,0,0.11854142223711,0.0146729766643364,0.314789321383407,0.00803645355868741,0,0,0,-0.0403448415971935,0,0,0,0.00277767217001181,0,0,0,0,0.0628538356403841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143158835838122,0,0,0,0,0,0,0,0,0.138491377943515,0,0,0.173058905576354,0.137242107398198,0,0,-0.010755342361833,0,0,0,0.158675952648959,0,0
X600585.SH,0,0,0,0,0,0,0.0137298405986775,0.0250735470137686,0,0,0,0,0,0,0,0,0,0,0,0,0.0476340336629837,0,0,0,0,0.185950567772277,0.0435350578571354,0,0,0,0,0,-0.0339266829307466,0,0,0.0383920031942777,0,0,0,0,0,0.0229880270594921,0,0,0,0,0,0,0.0487372040193595,0,-0.0370327975328553,-0.0191840929080167,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0420029299465771,0,-0.0798669725597903,0,0,0,0,0.0803042082922131,0.0557820231551305,0,0.00859988514714911,0,0,0,0,0.113428906236432,0,0,0,0,0.349019699293238,0.0167128208770583,0,0,0,0.0421186619969156,0,0,0,0,0,0.214018384197514,0,0.0208752940502765,0,0,0,0,0,-0.0850393733838368,0,0.241893433388031,0.0495347839837971,0,-2.16840434497101e-19,-0.0314663876759451,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0350353210175122,0,0,0,0,0.271711485323738,0,-0.679574170668083,0,0,0,0,0.125693528976343,0,0,0,-0.0648521868624981,0,0,-0.0658481602511889,0,0,0,0,0,0,0,-0.0886188685782924,0.24550076312089,0,0.265875142006234,0.174168070136716,0,0.130971842921609,0,0,0,0,0,0,0,-0.337016767386315,0,-0.0347823307905179,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.249139745523445,0,0,0,0.125187091441286,0,0,0.0361391427409473,0.468861039559375,0,0,0,0,0.106279962331091,0.0639665306744403,0,0,-0.143493125707035,0,0,0,0.0426424001694643,0,0,0,0,0,-0.0793707694381448,0,0,0,0,0,0.492314129112895,0,0,0,0.0924843324234967,0,0,0,0,0,-0.0223279482562596,0.0410082240859676,0,0,0,-0.02703950812218,0,0
X600660.SH,0,-0.226444865025284,0,0,0,0,0,0.232866242123496,0,0.0345129485919651,0,0,0,0,0,0,0,0,0,0,0,0.0445745626404934,0,0,0,0,0,0.0486426427490956,0,0.069182284266948,0,0.0235626292218651,-0.157325053554649,0,0,0,0.170874289385331,0,0,0,0,0,0,0,0,-0.0856195903958503,0,0.00471817954527451,0,0.0766901401890473,0,-0.0224162155613022,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.149095288535289,0,-0.243875927993017,0,0,0.20719641309874,0,0,0,0,0,0,0,0.0569376837755328,0,0,0,0,0,0.0227438574153933,0,0,0,0,0.0878287030623354,0,0,0,0,-0.0695785884948416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113339092872779,0,0,-0.040261234104867,0,0,0,0,0,0
