,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X000807.SZ,X601991.SH,X600176.SH,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X300037.SZ,X600688.SH,X600612.SH,X000629.SZ,X600801.SH,X600096.SH,X002128.SZ,X000959.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.01860992340157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340639462279515,0,0.00761364032227154,0,0,0,0,0,0,-0.19072182478135,0,0,0,0,0,0,0,0,-0.00784829640357419,0,0.118543644056142,0,-0.0194859902706051,0,0,0,0,0,0.079764978391474,0,-0.166441549430422,0,0,0,0,0,0.00385353646826739,0,0,0,0,0,0,0
X600028.SH,0.517074664705738,0,0,0,0,0.075736930769532,0,0,0.00923425075677975,0,0,0,0.0472532401175625,0,0,0,0,0.105865545416763,0,0,0,0,0,0.0693236862716325,0,0,0.00716588259499324,0.115930718764079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197014594214797,-0.0146289089237535,0,0,0,0,0,0
X601088.SH,0.114958530009469,0.0165492717874336,0,0,0.132548017078358,-0.00989612932953308,0,0,0.203796276436239,0,0,0,0.0570786338385564,0,0,-0.0401153018331522,0,0,0,0,0,0,0,0,0,0,0,0.0665145648643,0.00864761365948557,0,0,0,0.195212355742786,0,-0.070449262718911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105162667840093,-0.00120919212164001,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0500934585531115,0,0,0,0,0.211258494613081,0,0,0,0,0.064759847973463,0,0,0,0,0,0,0,0,0,0.0705582685788168,0,0,0,0.0178857360589378,0,0,0,0,0,0,0.0394531369605582,0,0,0,0,-0.0534057022758318,0,0,0,0,0,0.0940740830478513,0,0,0,0,0.0238934141516526,0,0,0,0,-0.191623952533869,0,0
X600188.SH,0,0,0,0,0,0.160149983533792,0,0,0.160116706497875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424595872874833,0,0,0.351942651106607,0,0,-0.183937056744412,0,0,0,0,0.0708777305370468,0,0,0,-0.0382812675724406,0,-0.0441046277999997,0,0,0,0,0,0,0,0.0404506460816792,-0.0761131056913215,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0161908890038009,0,0,0,0,0,0,0,0.128646524123258,0,0,0,0,0.242966652849295,0,0,0,0,0,0.0724015627210507,0,0,0,0,0,0,0,0,0,0.216622958375312,0,0,0,0,0,0,0.292209080648874,-0.20897897973361,0,0,0,0.146494955560046,0,0,0,0,-0.111892673816128,-5.42101086242752e-20,0.00103278718196112,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0213362472425439,0,0,0,0.00390375912287923,0,0,0,0,0,-0.0675698746035528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417043744278932,0,-0.097189648788126,0,0,0,0.639013592921904,0,0,0,-0.0135187234556847,0,0,0.00228890553001127,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0968489806498146,0,0,0,0,0,0,0,0.267625235901679,0,0,0,0,0,0,0,-0.0726683066106004,0,0,0,0,0,0,0,0.474682317365168,0,0,0,0.101477365880808,0,0.0593102954498963,0,0,0,0,0,0,0.204106162984496,0,0,-0.0891597562402253,0,-0.14436069659933,0,0,0,-0.0761633876496009,-0.0151310889796004,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.179407263374304,0,0,0,0,0,0,0,0,0,0.110413603260428,0,0,0,0,0,0,0,0,0,0,0.332908841667016,0.117051192575789,0.0137665029359783,0,0.0589503859354663,0,0,0,0,0,0,0,0,0,0.0475842264182283,0.0746327987684571,-0.0823476570885255,0,0,0,0,0,0,0,0,0,0,-0.00295118445267271,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0885107967901512,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.132245992721154,0,0,0,0,0,0,0,0,0,0,0,0.0191034740163804,0,0.464568366643782,0,0.0146366950204466,0,0.0187817698031383,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0508862907874301,0,0.130903093032301,0.0241337345217541,0,0,0,0,0,0,0,0,0,0
