,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X601898.SH,X600011.SH,X000792.SZ,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X600795.SH,X600886.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600426.SH,X002271.SZ,X600027.SH,X600803.SH,X600362.SH,X000983.SZ,X600176.SH,X600348.SH,X601699.SH,X000629.SZ,X000408.SZ,X600160.SH,X000723.SZ,X600096.SH,X000786.SZ,X600985.SH,X600219.SH,X600995.SH,X600378.SH,X600157.SH,X002080.SZ,X600141.SH,X600489.SH,X600688.SH,X000933.SZ,X600549.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.595974714307311,0,0,0,0,0,0.1551778064826,0,0,0,0,0,0,0,0,0,0,0,0,0.00869643479543705,0,0,0,0,0,0,0,0,0,0,0.0127519952444635,0,0,0,0,0,0,0.0430831102590868,-0.0185180886348096,0,0,0,0,0,0,0,0,0.12456130954657,0,-0.0320211834200106,0.0101424412700294,0,0,0,0,0,0
X601088.SH,0,0,0,0.129773736583747,0.259733059372852,0,0,0,0.260945944971721,0.0370625304366581,0,0,-0.140956530700368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217385159648729,0,0,0.0182570734058546,0,0,0.0567036511821416,0,0,0,0,0,0,0,0,0.0034865745648418,0,0,0,0,-0.0400407838448085,0,0,0.0322617075566291,-0.0400761323171966,0,0,0,0,0,0
X600028.SH,0.326955919789408,0,0,0,0,0,0,0,0.0560018981446864,0,0,0,0,0,0,0,0,0,0,0,0,0.127660035040004,0,0,0,0,0.0672926219847471,0,0,0,0,0,0,0.0132234804336741,0,0,0,0,-8.67361737988404e-19,0,-0.00338835124639813,0,0,0,0,0.0341342804005061,0,0,0,0,0,0,0.00738746374562691,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961866648549264,0.0696252964277921,0,0,0,-0.0577313950784817,0,-0.0156611248397405,0,0,0,0,0.187293242201074,0,0,0.0468839955524495,0,0,0,0.0308986109796902,0.0368054484531657,0,0,0,0,0,0,0.0159509860262428,0,0,0,0,0,0
X600188.SH,0,0.295450894173191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237184943023307,0,0.0522812807754783,0.0727996663744495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190795631890445,0.181742608926741,0,0,-0.053247141782097,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.414383356313524,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0509422676704291,0,0,0,0,0,0,0,0,-0.206321679710245,0,0,0,0,0,0.0642355016516016,0,0,0,0,0,0,0,0,0.0584808686560832,0,0,0,0,0,0.146825057487618,0.073962386571155,0.0575964361681272,0,0.100050527998924,-0.0668967707389947,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.473858163719036,0,0,0,0,0,0,0,0.108479178175653,0,0,0,4.33680868994202e-19,0,0,0.104456931172113,0,0,0,0,0,0.036359595572294,0,0,0,0,3.46944695195361e-18,0,0.211771863498691,0,0,0,0,0,0,-0.00505838959073927,0,0,0,0.296034956499373,0,-0.131513452331907,-0.0871347766053503,0,0,0,0.125756721794949,-0.0108878525854278,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0432241146512393,0,0,0.0346334163562088,0,0,0,-0.0496650531674716,0,0,0.0466909299150972,0.129300946246844,0,0,0,0,0,0,0.0651509820153711,0,0,0,0,0,0,0,0,0,0,0,0,0.166482204952538,0,0,0,0,0,0.0898376281014219,0,0,0,0.0485281448305902,0,0,0,0,0.029629997204316,0,0,0,0,0,0
X601898.SH,0.0884927626038667,0,0,0,0.0140265643083857,0,0.0625003266268579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102637649356591,0.0535092228221609,0.195936449088215,0,0.428443469848544,0,0,0.0615266317192007,0,0,0,0,0,0,0,0,-0.0485609483727634,0,0.0169931517201989,-0.027848518066301,0,0,-0.0421347439235413,0.135414901668912,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275173412127916,0.141461744639133,0,-0.0653449467598835,0.164238508962609,0,-0.00530901241021167,0.00670644661905966,0,0,0,0,0,0,0,0,0,0.349587071614399,0.0704615273677468,0,0,0,-0.112766413005124,0,0,0,0,-0.0296710368009442,0,0,0,0,0,0
