,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X601158.SH,X600299.SH,X600362.SH,X600188.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600660.SH,X600021.SH,X000883.SZ,X002470.SZ,X600098.SH,X000792.SZ,X600623.SH,X601918.SH,X600489.SH,X600863.SH,X600307.SH,X600578.SH,X300072.SZ,X600022.SH,X600008.SH,X600808.SH,X000629.SZ,X600547.SH,X002004.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.635371319720533,0,0,0,0,0,0,0,0.0212367524848211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0354112828477532,0.0474477589484011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293062446680452,0,0,0,0,0,0,0
X600028.SH,0.227170657343699,0,0.22603938130407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128107493473342,0.118292226990975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064519527566517,0,0,0.00671021472893941,0,0.116333468753192,0,0,0,0,0,0,0,-0.00793463479918194,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.101035691874632,0,0,0,0,0.379091937616985,0,0,0,0,0,0,0,0.143584347891022,0.178574405159144,0,0,0,0,0,0,0,0,0,0,0,0.012544696206601,0,0,0,-0.0755495065490208,0,0,0,0,0.0310997549523445,0,0,0,0,0,0,0,0,-0.0290109216502974,0.0452945242591856,0,0,0,0,0,0
X600011.SH,0,0,0.0944194576410917,0,0,0,0,0,0,0,0,0.432957811162122,0.0906166809987075,0,0,0,0,0,0,0,0,0,0.168414019393713,0,0,0,0,0,0,0,0,0.00657549270240488,0.0973174775499401,0,0,0,-0.0342035735450753,0,0,0,0,0.00127965328888769,0,0,0,0,0,0,0,0,-0.00954442107850415,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0148179057507121,0,0,0,0,0,0,0,0,0,0.234359734776733,0,0.215787446784588,0.0648049704389155,0,0,0,0,0,0,0,0,0.0257666846278827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215626083863077,0,0.118107521066251,0,-0.0234067693851056,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.049153309446346,0,0,0,0,0,0,0,0,0,0,0,0.0793588901186836,0,0,0,0.074007831113506,0,0,0.525643329529842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011119108860273,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0183060391889278,0,0,0,0,0,0,0.449538346908937,0,0,0.000137925461368452,0,0,0.122862886649422,0.0215341412868119,0,0,0.0168997683568778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940429956051948,0,0,0,0,0,0,0,0.0180728706612678,0,0,-0.0264447584437107,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.316060959147178,0,0,0,0,0,0.114581935384984,0,0,0,0,0.0607451416099568,0,0,0,0,0,0,0,0,0.216039494318263,0,0,0,0,0,0.144566271415832,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0417209129872471,0,0,0,0,0,0,0
X600795.SH,0,0,0.0435516765679639,0,0,0,0,0,0,0,0,0,0.442400694126094,0,0,0.0456995628490545,0,0,0,0,0,0,0.258965520305264,0,0,0,0,0,0,0,0,0,0,0,0.00611485002085262,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0100064460925482,0,0,0,0.0138823009075106,0,0,-0.0195586444462895,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.214067341524982,0,0,0,0,0.173003733884104,0,0,0,0.36636694907949,0,0,0,0,0,0.0638391644759714,0,0,0,0,0.322558637005855,0,0,0,0,0,0,0,0,-0.0568287671079287,0.0512527416942742,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.214917248772195,0,0,0,0,0,0,0.105820682772651,0,0.0975334235140923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340761764504725,0,0.0655987242285062,0,0.132106380053512,0,0,0.0149604608463739,0,0,0.155375490016926,0.028222618207732,0,0,0,-0.0174617487478071,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.00351321913386073,0,0,0,0,0.0442354086524875,0,0,0.293309200545696,0,0,3.46944695195361e-18,-6.93889390390723e-18,0,0,0.0684958929948389,0.0824850709097686,0,0.139733508462778,0,0,0,0,0,0,0,0,0,0.0129423810905741,0,0.154956980802918,0,0,0,0,0,0,0.0381570757360118,0,0,0,0,0,0,0,0,-0.00702328180529372,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0716443694991153,0,0,0,0,0,0.111526864912013,0,0.253324472013124,0,0,0,0,0,0,0,0,0,0,0.188627339173021,0,0,0,0,0.0812998623622551,0,0,0,0,0,0,0,0,0,0,0.00680689148207772,0,0,0,0,0.0354388538560663,0,0,0.0676138426352255,0,0,0,-0.0248322270228184,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0478822500287835,0,0,0,0,0,0,0,0,0,0,0,0,0.674711771560909,-1.35525271560688e-20,0,0,-0.449824659647721,0.881774690854639,0,0,0,0,0,0,0,0,0,0,0,0.103334921444606,0.0180120282184698,0,0,0,0,-1.00647331277949,0,0,0,0,0,0,0,0,0,-0.032092368763168,0,-0.377297200777344,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.36697204925682,0,0,0,0,0,0.114554733943078,0,0,0,0,0,0,0,0,0,0.035141207999637,0,0,0,0,0,0,0,0,0,0.109552869060936,0,0,0,0,0,0.197080531539207,0,0,0,0.013179876404532,-0.0137693447012076,-1.35525271560688e-20,0,0.0238670533876198,-0.0897150299987526,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.031713720793065,0,0,0,0,0,0,0,0,0,0,0,0.0786506050107393,0.128551041939272,0,0,0.278182717189421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155844076758709,0,0,0,0,0,0,0.142749300863376,0,0,0,0,0.0431837239094641,0,-0.0177654866067073,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.227728486107325,-0.0011749485115533,0,0,0.0276472151169981,0,0,0,0,0,0,0.204011515764903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388459388018068,0,0,0.0517205311064068,0.286401561591087,0,0,0,0,0,0,0,0,0,0.0167625576600308,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0355095279033297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219987209330481,0.150811049071214,0,0,0.0215608965050853,0,0,0.178560306091192,0,0.195664270227442,0.0258007515201716,0,0.0622491386580122,0,0,-0.0113109192318044,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0787069543182737,0,0,0,0,0.00124593528986567,0,0,0,0,0,0.0608995875626372,0.114438599511811,0.00162670013436985,0,0.00198803671059667,0,0.0717630153815103,0,0,0,0,0,0,0,0,0.154365331982814,0.038006878090212,0,0.0973882475734724,0.167406460657511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00937370176524939,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0544482144425147,0,0,0,0,0.0959521379187034,0,0.0193662080048336,0,0,0,0,0,0,0,0,0,0.120117947069633,0,0,0.0927192708257212,0,0,0.153323446229677,0,0,0,0.117934889614158,0,0.0978113004545577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0061934980213452,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.209107752438288,0,0,0,0,0,0,0,0,0,0,0,0,0.072177844416084,0,0,0,0,0,0,0.116334573392494,0,0,0,0,0,0,0.0221548112232727,0.0147651506688805,0,0,0.0181490448445053,0,0,0,0,0,0,0,0.268349761750836,0,0,0,0.0531162395244479,0,0,0,0.0268874480707199,0,0.180661625089163,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.0202593668001068,0,0,0,0,0,0,0,0,0.0849351094420381,0,0,0,0,0,0,0,-0.0552494253468066,0,0,0,0,0,0.674444011960549,0.0597799731185849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715693018242977,0.0255502110442364,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.109307338764431,0.0514475455845079,0,0,0,0,0,0,0,0,0.0519951221316526,0,0,0,0,0,0.522167693264502,0,0,0,0,0.294099564059883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336867524932087,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0427574265180384,0,0,0,0,0,0,0,0.0447854688061452,0,0,0,0,0.10891840261678,0,0,0,0,0,0.139125161980685,0,0,0,0,0,0,0,0,0,0.175306324868119,0,0,0,0,0,0,0.122002524035644,0,0,0.0729349125823464,0,0,0,0,0,0.0103479575830675,0,-0.0350157475361917,0,0,0,0,0,0,0
