,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600176.SH,X600362.SH,X000786.SZ,X601600.SH,X600426.SH,X600886.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X600795.SH,X000301.SZ,X601991.SH,X600352.SH,X600801.SH,X600489.SH,X300037.SZ,X600486.SH,X002080.SZ,X600219.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X600299.SH,X600529.SH,X000027.SZ,X601168.SH,X000932.SZ,X000898.SZ,X300073.SZ,X600157.SH,X600399.SH,X000723.SZ,X600516.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00656351461791123,0,0,0,0,0,0.117849443161585,0,0.00692627243114823,0,0,0,0.00215159588214554,0,0.0860358175062591,0,0,0.00515842816952483,0,0,0,0,-2.16840434497101e-19,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00489820076530481,-0.0310430343533483,0,0,0,0,0,0,0,0,0,0,-0.00148555187088089,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0529322383142127,0,0,0,0,0,0.0277178425380313,0,0,-0.0168185231353409,0,0,0,0,0.006404988479424,0,0,0,0,0,0,0.053992342649721,0,0,0,0,0,0,0,-0.0101881316120278,0,0,0,0.157688892020494,0,0,0.00543468901765034,0,0,0,0,0.00563467020607392,0,0,0,0,-0.00659386487999836,0,0
X601088.SH,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.621402615396272,0,0,0.116566933641943,-0.0528905346668955,0,0,0,0,0,0,0,0,0,0.114436495188979,0,0,0,0,0,-0.0301911919165295,0,0,0,0,0,-0.00936632766094932,0,-0.0563217551194995,0,0,0,0,0.000184740338986319,0,0,0,0,-0.010900088550582,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.112067007753643,-0.149098518427448,0,0,0,0,0,0,0,-0.0223336315922738,0,0,0,0,0,0,0,0,0,0.0344083824564557,0.307368553728684,0,-0.0444120145784484,0,-0.0760953941380235,0,0,0,0,-0.11133365284632,0,0,0.227606360766002,0,0,0,0,0,0,0,0,0.0311865087190086,0,0,0,0,0.00347158288744145,0,0
X600585.SH,0,0,0,0.0957607188550897,0,0,0,0,0,0.0689894501452991,-0.0614795787334129,0,-0.0166880181092092,0,0,0.0447770127967673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264140869153491,0,0,0,0,0.0383997511070052,0,0.0845497229999088,0,0,0,0,0,0,0,0.0305685120257132,0,0,0,0,0.00290364485584043,0,0
X002460.SZ,0,0,0,0,0,0,0.233205405822024,0.299598738918868,0,0,0.00398355155983164,0,0,0,0,0,0,0,0,0.385787422145934,0,0,0.0111606620790515,0,0,0,0,0,0,0.256226728355508,0,0,-0.104255367668747,0,0,0,0.0916869937613595,0,0,0.128954531993581,0.108423758064113,0.0760504259677337,0,0,0.0414906345107748,0,0,0.138093742093286,0,0,0,0.0112465010002578,-0.0813775577323528,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0619832961074405,0,0,0,0,0,0.091381539453008,0,0,0,0,0.264132834582785,0,0,0,0.041665349057336,0,0,0,0,0,0,0.0628142440889534,0,0,0.0199140208569359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841434280658388,0,0,0,0,0.0278406976621024,0.0651426571423169,0,0,0,0.00714275635164608,0,0
X600660.SH,0,0,0.0625605818658761,0,0,0.111102826566811,-0.16179417583357,0,0,0,0,0,0,0,0,0,-0.0670548469874312,0,0,-0.0440675593985718,0,0,0,0,0.0534943856624261,0,0,0.0719380111984319,0,0.168076075360577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500247653001484,0,0,0,0.0176288749592048,0,0
X000708.SZ,0,0,0.167040562242853,0,0,0,0,0,0,0,0,0.0278080949069024,0,0,0,0,0,0,0,0,0,0,0.114828074162532,0,0,0,0,0,0,-0.0115228163353994,0,0,0.0374660375624856,0,0,0,0,0,0.0605286313687207,0,0,-2.16840434497101e-19,0,0,0,0.118752183421525,0,0,0,0.289128202243999,0,-0.0308170691875415,0.0849760808146605,0,0,0,-0.00414872019593087,0,0
X600547.SH,0,0,0,0,0,0.0591165509058115,0.0554141545446334,-0.0406641539014956,0,0,0,0,-0.0214115459666531,0,0,0,0,0,0,-0.0216330372650641,0,0,0,0,0,0,0,0,0.591815163217197,0.0212786041612072,0,0.0074473879711812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524331214112517,0,0,0,0,0.00799823821285604,0,0,0,0,0.00380401531052765,0,0
