,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X000786.SZ,X600489.SH,X601991.SH,X600985.SH,X000630.SZ,X000408.SZ,X002271.SZ,X000933.SZ,X000932.SZ,X000807.SZ,X600176.SH,X601168.SH,X600348.SH,X600612.SH,X002128.SZ,X600219.SH,X300037.SZ,X600096.SH,X000027.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.286731767254658,0,0.258435118013663,0,0,0,0.0396821531830297,0,0,0,0.0492328172234328,0,0,-0.395311159171068,-8.67361737988404e-19,0,0.189164056669226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234177755153555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000637368687767647,0.00974975959082194,0.15565761678368,0.115512286758791,0,0,0,0
X601088.SH,0.0643195232722839,0,0,0,0.362155968878639,0.114582893445559,0,0.0472577678906868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111479439182802,0,0,0,0,-0.135169426142524,0,0,0,0,0,0.0548434704778582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044872386290682,-0.00805085089589786,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0712204493444291,0,0,0,0,0,0,0.173165939853187,0,0,-0.066483489572627,-0.00539420016232437,0.0100765191492299,0,0,0,0,0,0,0.0517585938402216,0,-0.0866409127851375,0.0249422319489244,0,0,0,0,0,0,-0.117241054834009,0,0,0.465632989590475,0,0,0.0187382370893744,0,0,0,0,0,0,0,0,0,0,-0.0181653465991089,0.00463396824039649,0,0,0,0,0,0
X600309.SH,0.144122080824052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123933437289782,0.188373629540124,0,0.0135489779953777,0,0,0,0,0,0.142760123303602,0,0,0,0,0,0,0,0,0.18126970352264,0,0,0.120471810977912,0,0,0,0,0,-0.0635598282402543,0,0,0,0,0,0,-0.0218225226810876,0,0,0,0,0,0
X600188.SH,0,0.119152586533575,0,0,0,0.216106708639534,0,0,0,0,0,0,0.0606318932545316,0,0,0,0,0,0,0,0,0,0.0340513825061822,0.266727203920793,0,0.141480163174909,0,0,0.0154625560973713,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.16281715893212,0,0,0,0,0,0,0,0,0,0,-0.00311010002719672,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.467436871453315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106441363891043,0,0,0,0,0,0.185646709907713,0,0,0,0,0,0,0,0,0,0,0,0.210620116979356,0,0,0,0,-0.117604490124203,-0.0405742676578329,0,0,0.0483270754629787,0.00416403898126173,-0.027001041079461,0.127956108482579,0,0,0,0,0
X600019.SH,0,0,0,0,0.0467049979357178,0,0,0.218908568467166,0,0.0278856076046056,0,0,0,0,0,0.0230214465664426,0,0.0638258075568049,0.0584465926726242,0,0,0,0,0,0,0,0,0,0,-0.000661439191167055,0,0,0,0,0,-0.128372676942116,0,0.0581714211227181,1.0842021724855e-19,0,0.142535173562348,0,0,0,0,0,0,0,0,0,0,0.00481786968273865,0.00371705011550151,0,0,0,0,0,0
X600011.SH,0.256369230738038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405598064495149,0,0,0,0,0,0,0.0214644361893993,0,0,0,-0.037488376597702,0,0,0,0,0,0,0,0,0,0,0,0.055812325819261,0,0.0506296533913706,0,0.000562686015337897,-0.00602312013139652,0.110795111834611,0,0,0,0,0
X600585.SH,0.0723598237751471,0,0,0.13224881464664,0,0,0,0,0,0,0,0,0,0,0,-0.0252203066039642,0,0,0.10154617833262,0,0,0,0,0,0,0,0,0.00224043800621884,0,0.05134755985764,-0.0536459130931152,-0.02714731491927,0,0,0,0.0310559296049514,0.0793139000198686,0,-6.93889390390723e-18,0.12385306567506,0,0,0,0,0,0,0,0,0,0,0,0.00877097221506896,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0496909938863799,0,0,0,0,0,0,0,0.276811990172982,0,0,0,0,-0.0164440427663228,0,0,0,0,0,0,0,0,0,0,-0.0954209880520955,0,0,0.159010762927091,0,0,0,0,0.0361995827397225,0,0,0,0.0279689509452469,0,0,0,0.0450544788816965,0,0,0,0,0.0992840517765303,-0.0224907017469614,0.0260991025824235,0,0,0,0,0,0
