,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600160.SH,X600803.SH,X600489.SH,X000708.SZ,X000301.SZ,X002466.SZ,X600027.SH,X000786.SZ,X000807.SZ,X601991.SH,X600219.SH,X000983.SZ,X600176.SH,X000408.SZ,X600426.SH,X002128.SZ,X601699.SH,X000630.SZ,X601168.SH,X600096.SH,X000933.SZ,X002353.SZ,X000877.SZ,X600157.SH,X600985.SH,X600378.SH,X600352.SH,X600299.SH,X600995.SH,X600688.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0241563257112233,0.651009241921153,0,0,0,0,0,0,0.0969918327604779,0,0,0,0,0.0198876958459292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113240061354622,0,0,0,0,0,0,0,0,0,-0.00194614403703658,0.0104994940036183,0,0,0,-0.0149890963764511,0,0
X601088.SH,0,0,0,0,0,0.338268021525526,0,0,0,0,0.10762701487506,0,0,0,0,0,0,0,0,0.0464862476359137,0,0,0,0,0,0,0,0,0.0744033746423338,0,0,0,0,0,0.0466550273683634,0,0,0,0,0.0124660898261641,0.0600276820643223,0,0,0,0,0,0,0,0,0,0,0.0103150751828262,0,0,0,0,0.0156597499697946,0,0
X600028.SH,0.237423814170561,0,0,0,0,0.0573917206724431,0,0,0,0,0,0,0,0,0,0,0,0,0.00628494777755888,0,0,0,0.0495462409505788,0,0,0.064635451045193,0,0,0,0,0.0114357313195506,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.103476558178153,0,0,0,0,0,0,0,-0.0217787738029826,0.0174294060838426,0,0,0,-0.0132887420766766,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607851556121092,0,0,0.0724668129195344,0,0.113796659888543,0,0,0,0.141843510113404,0,0,0,0,0.0058373712937491,0,0,0.0779454562741007,0,0,0,0,0.100781971936977,0.0311253555155943,0,0,0,0,0,0,0,-0.0243493215992246,0,0.00170888971012034,0,0,0,-0.0125808282250446,0,0
X600660.SH,0,0.0289916778442041,0,0,0,0,0,0.175527933577577,0,0,0,0,0,0,-0.0327469488077102,0.253673224816361,0,0,0,0.209788820191124,0,0,0,0.0109348936926947,0,0,-0.020220462964373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101902684593292,0,-0.214115028649065,0,0,0,0.0993744082203894,0,0,0,0,0,0,-0.149830597633321,0.146140908543978,0,-0.0021976588225259,0,0
X601898.SH,0,0.623282501111611,0.0639113052642909,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0389052636965583,0,0,0.187865795499267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124768478939474,0,0,0,0,0,0,0,0,0,0,0,0.0524305571635919,-0.0228723553779221,-0.0272815437697215,0,0,-0.036119441548431,0,0
X600019.SH,0,0.250532947754907,0,0,0,0,0,0,0,0.181205654049989,0,0,0,0,0,0,0,0,-0.0149319329587771,0,0.14676745088427,0,0.0963591398498655,0,0,0.110924982757144,0.0276449375637057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868141099832956,0,0,0,0,0,0,0,0,0,0.0163550102068686,0,0,0,0,-0.00333434104983477,0,0
X600188.SH,0,0,0,0.146609675267582,0,0.242729110615775,0,0,0,0,0,0,0,0,0,0,0.102622423135217,0,0,0,0,0,0,0,-6.7762635780344e-21,0.116242006858162,0,0,0,0,0,0,0,0.0808930993915283,0,0,0,0,0,0,0,0,0.0478495169545443,0,0,0,0,0,0,0,0,-0.00148444559952765,0,0,0,0,-0.103521033961717,0,0
X600585.SH,0,0,0,0,0.162025815224696,0.0747269371838145,0,0,0,0,0,0.0839408085633159,0,0,0,0,0,0,0,0.052474461388138,-0.158519375161894,0,0,0,0,0,0.0783302943022442,0,0,0,0,0,0,0,0,0,0,0,0,-0.11063084445189,0,0.421900074186216,-0.0449895613200422,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0525636644209936,-0.00173772963552297,0,0,0,0.000733223282571907,0,0
X601600.SH,0,0,0,0,0,0,0.219298750025833,0,0,0,0,0,0,0,0,0,0,0.449716880245364,0,-0.230230991760408,0.0048397476670857,0,0,0,0,0,0,0.323343168986263,0,0.229160329059355,0,0,0,0,0,0,0,0,0,0,0.102277678454614,0,0,0,0,0,0,0,0,0,-0.0334027750740333,0,0.00313182835857871,0,0,0,-0.0659679584283015,0,0
