,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600795.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600688.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X600309.SH,X601992.SH,X601158.SH,X000709.SZ,X000898.SZ,X600352.SH,X000792.SZ,X600021.SH,X600547.SH,X000539.SZ,X600008.SH,X600489.SH,X600660.SH,X600808.SH,X000027.SZ,X000629.SZ,X002353.SZ,X002470.SZ,X000060.SZ,X000825.SZ,X600219.SH,X600578.SH,X600307.SH,X000630.SZ,X000831.SZ,X600863.SH,X600315.SH,X600549.SH,X600098.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519578389373248,0,0,0,0.0339176541249741,0,0.124802663424862,0,0,0,0,0.000595713044408377,0,0,0,0,0,0,0.0850331715596704,0,0,0,0,0,0,0,0.019818693244755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020901559522345,0.0233882175108723,0,0,0,0,0,0
X600028.SH,0.531157174259782,0,0,0,0,0,0,0,0,0.01484697668617,0,0,0.0907855777779059,0,0,0,0,0.0165012432496768,0.106510276533498,0,0,0.0834890935337367,0,0,0,0,0,0,0,0.0296648262757746,0,0,0,0.0481287759194501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404503361205477,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0668434280389959,0.0568189940093294,0,0,0.3797098013017,0,0,0,0.0456241601639366,0,0,0,-6.93889390390723e-18,0,0.0730148219659865,0.10185501457918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169642710166198,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.178372379035967,0,0,0.112805884264345,0.0189491785827763,0,0,0,0,0,0.342582305942007,0,0.0889181358234235,0,0,0.0569410200440819,0,0.122005927995507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0388318113959789,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283644399657979,0.304707409367789,0,0,0,0.0465515172360783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718417096822441,0,0,0,0,0,0.0663079524253017,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.252271145647006,0.0207281986267555,0,0,0,0,0,0,0,0,0,0,0,0.00463155249901989,0.0760793965250348,0,0.0672291303529896,0,0,0,0,0,0.0329148565701187,0.209608223164691,0,0,0.0416932325275104,0,0.0714689728702861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048408325441078,0,0,-0.0384159196974887,0,0,0,0,0,0
X600795.SH,0.053595855012544,0,0,0.0405258286643118,0,0,0,0.182368516933561,0,0.0257556434366991,0.22502855729317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049697723307192,0,0,0,0,0,0.129164824590932,0,0,0,0,0,0.0848322347148723,0.0147980619608519,0,0,0,0,0.113450303360701,0,0,0,0,0,0.00404979221665222,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.0475018767572919,0.160495778607851,0,0,0,0.0675968815773977,0.149465247707742,0,0,0,0,0,0,0,0,0,0,0.0105673549534059,0,0,0.121523299406993,0,0,0,0,0.287109066444733,0,0,0,0,0.0707051196403365,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0859273573225374,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.163867398253098,0,0,0.0979706708734086,0,0.194196208343229,0,0,0.108270281149696,0.0359176416393171,0.0398226570284203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026877390617836,0,0.052642823010027,0,0,0,0,0,0,0.0925070035543371,0.00445500725792716,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.455137946416826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299844512955462,0,0,0,0,-0.146441762492823,0,-0.0674276334279661,0.12571429162356,0,0,0,0.0610515818147821,0.0982000997151335,0.174255091556065,0,0,0,0,0,0.00897308775200177,0,0,0,0.0558564362160213,0,0.167262086645046,0,0,0,0,-0.0113125833519843,0.0792862980916307,-0.195679818929392,0,0,0,0,0
