,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600547.SH,X600019.SH,X600660.SH,X600886.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600426.SH,X600160.SH,X000983.SZ,X600219.SH,X601699.SH,X000786.SZ,X002466.SZ,X000807.SZ,X002128.SZ,X000630.SZ,X600176.SH,X600096.SH,X601168.SH,X000408.SZ,X000877.SZ,X600985.SH,X000933.SZ,X000883.SZ,X600378.SH,X600995.SH,X600352.SH,X600688.SH,X002353.SZ,X600299.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.607633497644733,0,0,0,0.107295542248038,0,0,0,0.200893491353276,0.0373200811028961,0,0,0.0234791624542895,0,0.104055298624507,0.230476037941717,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147616170294513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561690898384414,0,0,0,0,-0.0745772272031869,0,0,0,-0.0437166529615166,0,0
X600028.SH,0.325771906626711,0,0.197268276286062,0,0.1390527106728,0,0,0.0895319853692888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314736695935199,-0.0939165278180026,0,0.135732640960027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144057332327248,0,0
X601088.SH,0,0.340979140796074,0,0,0,0.201791480128793,0,0,0,0,0.0759504082902879,0,0,0,0,0,0,0,0,0,0.0859130361666838,0,-0.0294676398534366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451029611463079,-0.0795634801626087,0,0,0,0,0,0,0,0,0,0,0,0,0.015717170131025,0,0
X600309.SH,0,0,0,0,-0.104585227789158,0,-0.00703711210025433,0,0,0,0,0,0,0,0,-0.0282018470931258,0,0,0,0,0.304258395059239,-0.218634179349348,-1.38777878078145e-17,0,0,0.138946555613671,0,0,0,0,0,0,0,0.330474475811888,0,0,0,0,0,0,-0.00689254608809227,0,0,0.183478941979147,0,0,0,0,0,0,-0.0354644568126709,-0.0196434738393866,-0.0218658614111054,0,0,0,-0.0242262763406344,0,0
X601898.SH,0,0.271643712114153,0.0113311669182294,0,0,0.171068067099692,0,0,0,0.0950367961634504,0.203985311850865,0,0,0,0,0,0,0,0,0,0,0.114991596953438,0,0,0,0,0,0,0,0.140945112531454,0,0,0,0,0,0,0,0.0337597619078674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452040600447866,0,0
X600188.SH,0,0,0.130764915623967,0,0.139693082246563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490689342923351,0,-0.139048321446266,0,0,0,0,0,0,0,0.682663893572575,0,0,-0.0904478364963179,0,0,0,-0.0812246089556898,0,0,0,0.374449795076606,0,0,0,0,0,0,-0.112782035890138,0,0,0,0,0.0443055873616399,0,0,0,0.00517657773347384,0,0
X600547.SH,0,0,0,-0.103913026658269,0,0,0,0,0,0,0,0,0,0,0,0.69262014736369,0,0,0.0793174794333135,0.0291606179930112,0,0,0,0,0,0,0.162729259062169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255826866645991,0,0,-0.219123484767339,0,0.0820149186744122,-0.0449807210167064,0,-6.93889390390723e-18,0,0,0.0295470225293943,0,0
X600019.SH,0,0.430336031864488,0,0,0.0226533259868635,0,0,0,0,0,0,0.0165180554930145,3.46944695195361e-18,0,0,0,0,0,0,0.467187707333871,-0.0678306382037907,0.073272326506359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124563446875855,0.0795441243324057,0,0,0,0,-0.0441833009898121,-0.145951185618793,0,0,0,-0.0779684589458194,0,0,0,0.106707221743954,0,-0.156186493061065,0,0,-0.0161275997549555,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0289505430288787,0,0,0,0,0,0,0,-0.0897184535056928,0,0,0,0,0,0.0998496556369413,0.229296297847442,0,0,0.0630162717431482,0,0,0,0,0.288019297897084,0.0515686345688656,0,0,0,0,0,-0.121596894381987,0,0,0,0,0,0,0,0,0,-0.0537443347916565,0,0,0,0,-0.0613451252211436,0,0,0,-0.0537455125056005,0,0
X600886.SH,0.310936653268204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915008564729554,0,0,0,0,0,0,0,0,-0.261521451312616,-0.0776561591583484,0.130222179929814,0,0,-0.173318730594453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391616772453929,0,0.00650287887228744,0,0,0,-0.0161345833958358,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520315995326486,0,0,0,0,0,0,0,0,0,0.0202486206576916,0,0.166765695621104,0,0,0,0.003104432146484,0.387699321403842,0,0,0,0.135164060048646,0.00534111756754245,0,0,0.0434826653317698,0.0680309802783195,0.0279251054712145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102773522947391,0,0,0,0,0,0.122660838658324,0,0,0,0,0,0,0,-0.056645846567314,0.0266580146961,0,0,0.0256389430664974,-0.00625962654775904,0,0.303320477973915,0,0,0,0,0,0.102408422933363,0,0,0,0,0.00613198967093922,0,0
X600011.SH,0,0,0.0993189092130784,0,0,0,0,0,0,0.0499572220905396,0,0,0,0.146499532389842,0,0,0,0,0,0,0,0.129321171361029,-0.051453343238839,0.198954922163078,0,0,-0.141294998069346,0,0.137108756113051,0,0,0,0,0,0,0,0,0,0.0445744630116949,0,0,0,0.0788816981630009,0,0,0,0,0,-0.0271949053498832,0,0,0.0284658127652476,0,-0.138970516680862,0,0,-0.0588881383947336,0,0
X600795.SH,0.0121237843108848,0,0,0,0,0,0,0,0,0.0777604202176261,0,-1.0842021724855e-19,0.139875641069667,0,0,0,0,0,0,0,0,0.2343812525372,0,0,-0.0328860707728477,0,0.0247239644701535,0,0,-0.0888888505211017,-0.0944429128520187,0,0,0,0,-0.0406578486549319,-0.0866790114823521,0,0.0306577156609703,0,0,0,0.306016651417454,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00359958797191394,0,0
X000792.SZ,0,0,0,0.0367140698861879,0,0,0,0,0,-0.0279266202130377,0,0,0,0,0,0.0809908099367097,0,0,0,0,0,0,1.38777878078145e-17,0,0.124729021389529,0.0249844888865148,0,0,0,0,0,0.370007930088672,0,0,0,0,0,0,0,0,0,0,0,-0.12198054154676,0,0.0537069391108194,0,0.0506448353674066,0.0186911138482323,0,-0.0603317783073918,0,0,0,0,0,-0.00910821346585575,0,0
