,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600688.SH,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X600547.SH,X000792.SZ,X600489.SH,X000709.SZ,X002353.SZ,X000831.SZ,X000883.SZ,X000539.SZ,X600008.SH,X000027.SZ,X000630.SZ,X000629.SZ,X600660.SH,X600549.SH,X000825.SZ,X600808.SH,X600315.SH,X002470.SZ,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000060.SZ,X000937.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.511491525954272,0,0,0,0,0,0,0,0,0,0.151214962905469,0.129456277859103,0,0,0,0.128137538031957,0,0,0,0,0,0,0,0,0.0244653311078276,-0.042721200606448,0,0.0484630189307245,0,0,0,0,0,0,0,0,0,0,0,-0.0369650521682122,0,0,0,0,0,0,0,0,0.0523876890631382,0,-0.00488956097600118,0.00462757900005784,0,0,0,0,0,0
X600028.SH,0.527286477967744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353807028929127,0,0,-0.0136209682346359,0,0,0,0,0,0,0,0,0,0,0.00319707957192928,0,0,0,0.0944388116430991,0.0270047543773943,0,0,0,0,0,0,0,-0.046588181547287,0,0,0,0,0,-0.0360023502449257,-0.00915264936909736,0,0,0,0,0,0
X601088.SH,0,0.14603084732674,0,0,0,0.0963932555143843,0.0779513916117318,0,0,0,0,0,0.0512032688126115,0,0,0,0,0.0503571871150872,0,0,-0.00459312922494551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037065716710025,0,0,0.00464679949757816,0,0,0,0.447378547245291,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00136793265874826,0,0,0,0,0,0
X600011.SH,0,0.0813773197778039,0,0,0,0.127201097708312,0,0.0356887723664202,0,0.155180030433586,0,0.278528163761517,0.0806929674261077,0,0,0.0540947812199584,0,0,0,0,0,0,0,0,0,0,0.0610871385998769,0,0,-0.0154507838760565,0,0,0.00205814326342058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222937449747259,0,0,0,0,0,0
X600585.SH,0,0.121205489879035,0.0930150161489515,0,0,0,0,0.0550250000500506,0,0.108974867118053,0,0,0.00347378908884207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248850021404753,0,0,0,0,0,0,0,0.00497784094300996,0,0,0.198068695924994,0,0,0,0,0,-0.00305094371234512,0,0,0,0,0,0
X600019.SH,0.0236257536018663,0,0,0,0,0,0,0.149205472683801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371319530353644,0,0,0,0.231062761423095,0,0,0,0,-0.00860124962085051,0,0,0,0,0,0,0,0,0,0,0,0,0.0233350094974928,0,0,0,0,0.0333574095213468,0,-0.0632406270395876,-0.0164321032176003,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0941920045239114,0.129683654483758,0,0,0.00300575691611241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123123494474462,0,0,0,0,0,0,0,0.321722921657902,0.200690876411725,0,0,0,0.0455925938905065,0,0,0,0,-0.00158197036972758,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.036887729041797,0,0.100079944000368,0,0,0,0,0,0,0,0.0334186303041272,0.593367473243547,0,0.133219253861,0,0,0,0,-0.236685262744796,0,0,0,0,0,0,0,0.0420079433075294,0,0,0,0,0,0,0,0,0.0295251532073299,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.239626538598329,0,0,0.267538504490813,-6.93889390390723e-18,0,0,0,0,0.0707701798820298,0,0,0,0,0,0,0.0514242277960874,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.113830336923986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213118899218732,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0428364714218092,0,0.231442669070665,0,0.118124531512905,0,0,0,0,0.0708043429089542,0,0,0.0349260206747626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074848674704085,0,0,0,0,0,0,0,0,0.0521515187027765,0,0,0,0,0,0,0,0,0,0,-0.0388520822850925,0,0,0,0,0,0
