,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X600688.SH,X601991.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600886.SH,X000898.SZ,X600111.SH,X601992.SH,X000786.SZ,X600176.SH,X000553.SZ,X600299.SH,X600352.SH,X600027.SH,X000709.SZ,X000792.SZ,X000825.SZ,X000408.SZ,X002271.SZ,X601158.SH,X600489.SH,X601699.SH,X600808.SH,X600219.SH,X600426.SH,X002470.SZ,X000883.SZ,X600315.SH,X000630.SZ,X600157.SH,X000932.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.133619628054878,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.123991734434719,0,0,0,0,0,0.103522293865781,0.0547314676368384,0,0,0,0,0,0,0,0,0,0,0,0,0.185476464644754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.382217599381578,0,0.00235005822091945,0,0,0,0,0,0.209694963422231,0,0,0,0,0,0.176618128149927,0,0,0.0133025190099709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01924366546122,0,0.0182223195346777,0.00822753685211628,0,0,0,0,0,0
X601088.SH,0,0.118359830842139,0,0.22411154393824,0,0,0,0.026398427623051,0,0,0,0,-0.00375670228054142,0,0,0,0,0,0,0,0,0,0,0,0.0205669076100928,0,0,-0.165973614813822,0,0,0,-0.0119536762874067,0,0,0,0,0,0.383660641919631,0,0,0,0,0,0,0,0,0,0,0,0.00120666618861141,-0.0112538694579941,0,0,0,0,0,0
X600019.SH,0,0,0.463854117087385,0,0,0,0,0,0,0.297110842917824,0,0,0,0,-0.0426313008882962,0,-0.0434130784790979,-0.0221171862565821,0,0,0,0,-0.186407981173266,0,0,0,0,0,0,-0.0583060643221648,0,0,0.0135085855642294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109385253491291,0,0,0.00457964965700606,-0.00363501301641557,0,0,0,0,0,0
X600585.SH,0,0,0.309284539067277,0.107780466819587,0,0,0,0.0243038197478748,0,0.151305386157215,0,0,0,0,0,0,0,0,0,0.0803914212891634,0,0,0,0,0.081994454533881,0,0,0,0,0,0,0.0372768261210298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990425454754629,0.0192078282716788,0,0.0137914236747905,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0234916211377847,0,0,0,0,0.212081072230138,-4.33680868994202e-19,0.0438450414720073,0,0,0.0746526294911603,0,0,0,0,0,0,0,0,-0.0249054381039351,0,0,0,0,0,0.226048979723927,0,0,0,0,0,0,0,0,0,0,0,-0.0156485444534664,-0.00506616561546213,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.116395272873415,0,0,0,0.0096460718784825,0,0,0,0,0,0,0,0,0.132843714189716,0.0764814901703701,0,0,0,0,0.0630407432734328,0,0,0,0,0,0,0,0,0,0.110570997909939,0,0,0.123086414377175,0,0,0,0,0,0,0,-0.027133972025622,0.0114025256299024,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.933276701050868,0,0,-0.0264009703736188,0,0,0,0.0789359052661552,0,-0.16261242755457,0,0,0,0,0,0.393027573581262,-0.325900820577337,0,0.322311696805009,0,0,0,0,0,0,0.219642080953515,0,0,0,0,0,-0.118567980771847,-0.452226851791678,0,0,0,0,-0.598765190668512,-0.276455777065923,0,0.0456259390960114,-0.0478048228348804,0,0,0,0,0,0
X601898.SH,0,0.0206990030763395,0,0,0,0,0,0,0,0,0,0,0,0.407510846745679,0,0,0,0,0,0,0,0,0,0,0,0,0.038203742925915,0,0,0,0,0.0699903622289635,0,0,0,0,0,0,0.149073402639017,0,0,0.10131284936848,0,0,0,0,0,0.0905818974022572,0,0.0058574391443263,0.00218785601491745,0,0,0,0,0,0
X600188.SH,0,0,0,0.566726382237617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322144255772463,0,0.12080448078283,0,0,0,0,0,0,0,0,0,0,0.0123811431281766,0.136903698287471,-0.120124858089618,0,0,0.213810112285033,0,0,0,0,0,0,0,0,0,0.2118068946996,0,-0.0527873817147955,0,0,0,0,0,0,0
