,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X600021.SH,X000709.SZ,X000898.SZ,X600309.SH,X600352.SH,X601158.SH,X000539.SZ,X000883.SZ,X600489.SH,X000629.SZ,X600547.SH,X000825.SZ,X000792.SZ,X600660.SH,X000060.SZ,X600808.SH,X000027.SZ,X002353.SZ,X600008.SH,X002470.SZ,X600863.SH,X600578.SH,X000831.SZ,X000012.SZ,X600549.SH,X000959.SZ,X000630.SZ,X600307.SH,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.51561716019976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207665172194535,0.168266054736309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0691737137686614,0,0,0,0,0,0,0,0,0,0.014731394729145,0,0,0,0,0,0
X600028.SH,0.608728523829613,0,0,0,0,0.0426591000612561,0,0.00850531073378306,0.111146386862447,0,0,0,0,0,0,0,0,0,0,0,0.00475935994105505,0,0,0,0,0,0,0,-0.00181093368532814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318984905823188,0,-0.0270898977378781,0,0,-0.00426747053372366,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0259256311063195,-4.33680868994202e-19,0,0.179799379454462,0,0.205839233481163,0,0,0,0,0,0,0,0.00537458477616072,0,3.76756025512424e-05,0,1.73472347597681e-18,0.077922570166557,0.113818988891605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301985810658931,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0375817693553618,0,0,0,0.126983623234654,0.113843481654674,0.0877118737680361,0.058847176407204,0,0,0.118019109049608,0.296286227222371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350428284165668,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.111593848586266,0,0,0,0,0,0,0,0,0,-0.00135659463022127,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.107028349146718,0,0,0,0,0,0.123121938417867,-3.46944695195361e-18,0,0,0,0,0.0459520124885417,0.16007314316446,0.245632403339978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00269671053451452,0.00516801059956892,0,0,0,0,0,0
X600795.SH,0,0,0,0.112406353566766,0,0,0,0,0,0.179928787333064,0.0151446700244459,0,0,0,0,0.41502598327774,0,0,0,0,0.0988148762523592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641948369913526,0,0,0,0,0,0,0,0,-0.0306482488770873,0,0,0,0,0,0,0
X600585.SH,0,0,0.331735942536901,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.161275054128923,0,0,0.0180020281758751,0,0.0629701241613493,-0.0195005657099104,0,0,0.122054087593992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X601600.SH,0,0,0.0993153370405184,0,0,0,0,0,0.0130718208461939,0.125734001353383,0,0.0753764899213463,0,0,0,0,0,0,0,0,0,0,0.0448935944158335,0,0.0236010855160512,0,0,0,0,0,0,0.0967142072633135,0,0,0.000318681251828701,0.0619696212390508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489229916251274,0,0,0,0,0,0
X601898.SH,0,0,0.0372119971490108,0,0.109150016870243,0,0,0.106398864851502,0,0.184816324285014,0,0,0,0,0,0,0,0,0,0.0525730694118674,0,0,0.197451507498715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496498295400147,0,0,0,0,0,0
X601991.SH,0,0,0,0.239908978714859,0,0,0,0.0392206290218272,0.315219755757041,0,0,0,0,0,0,0,0,0,0.139709768920651,0.0207349875762768,0.19616639390058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776233797234255,0,0,0,0,0,0,0,0,0,0,0,0.097169479851136,0,0,0,0,0,0,0,0,0,0
