,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600176.SH,X000786.SZ,X002466.SZ,X600426.SH,X000301.SZ,X600362.SH,X600111.SH,X601600.SH,X600011.SH,X600886.SH,X601898.SH,X600352.SH,X600010.SH,X002353.SZ,X600219.SH,X600486.SH,X600803.SH,X600188.SH,X002080.SZ,X601991.SH,X600801.SH,X600795.SH,X600688.SH,X600489.SH,X600299.SH,X000723.SZ,X300037.SZ,X600315.SH,X601168.SH,X600399.SH,X600027.SH,X000807.SZ,X000932.SZ,X601992.SH,X002409.SZ,X600157.SH,X600409.SH,X000898.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0209122529576531,0,-0.0191043079249337,-0.00297405845922692,0,0,0,-0.00799828777929278,0,0.00631641476336407,0.0905482592727821,0,0.00972156108408873,0,0,0,0,0,0,0,0,0,0.0307434073471614,0,0,0,0,0,0,0,0,0,0,0.044201887485987,0,0,0,0,0,0,0.00107752730336187,0,0,0,0,-0.00395273720901671,0,0,0,0,0.00154815189482884,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0335873091460173,0,0,0,0,0,0.0621161353552296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01579973178158,0,0,0,0,0,0,0,0,0,0,0,0.204989881248018,0,0,0,-0.0119864279794007,0,0,0,0.000686958576079098,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0378222759773657,0,0,0,0,0.0871050975849614,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238102299186182,0.00302059944324526,0.00886716654457708,0,0,0,0,0,0,0.124820885846134,0,0.141077873736709,0,0,0.0124847460651977,0,0,0,0.000859537359377948,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240692094036115,-0.0541469214663158,0,0.0809289621573386,0.000795088435553227,0,0,0,0.091565509910386,0,0,0,0,0,0,0.446921261164788,0,0,0,0,0,0,0,0,-0.017732030495977,0,0.0085486435283831,-0.0438678403355482,0,0,0,0,0,0,0,0,0,0,0.0312804159936986,0,0,0,0,-0.0299370993842989,0,0
X600585.SH,0,0,0,0,0,0,-0.017454862418773,0,0,0,0,0,-0.0855287120106596,0,0,0,0.0321417885922017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173517617515814,0,0,0,-0.00430375457401616,0,-0.0148915045894169,0,0.0712728210785822,-0.0525420417981377,0,0,0,0,-0.0245552782199586,0,0.127407859345989,0,0,0,0,0,0,0,0,-0.00414729135406554,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.354584795083007,0,0,0.0450023761180802,0.250468798818837,0.255992857879644,0,0.0487335637148389,0,0,0,0,0,0,0,0,0.0644178839655325,0,0,0,0,0,0,0,0,0,0,0,0.375570779549359,0.110202196377351,0,0.28964995049804,0,0,-0.119005951823505,0,0,0,0,0,-0.161538509546804,0,-0.236378785152917,-0.0417507095415234,0,0,0,0,0.0244497396196063,0,0
X600019.SH,0,0,0,0,0,0,0,0.214700817564423,0,0,0,0,0,0,0,0,0,0.242343429556626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147985755928813,-0.0107546601547611,0.113318276043731,0,0,0.14213154795453,0,0,0,0,0.272288714716898,0,-0.0238279270140082,-0.00809611756487618,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.233228257398693,0,-0.0210648694218147,-0.300214912293637,0,0,0,0.0601942320095505,0,0,0,0,0.10004277359006,-0.357480081030639,0,0,0,0,0,0.0296531400692876,0,0,0,0,0,0,0,-0.196604537756257,0,0,0.121453348936947,0.155696135268368,0,0,0,0,0,0,-0.000170579429422595,0,0,0,0,0.0676440482114055,0,0,0,-0.0511443840919047,0,0
X600660.SH,0,0,0,0,0,0.0366039795259209,0,0,0,0.0370498221776551,0,0,0,0,0,0.0767292695057704,0.0797063582170489,0,0,0,0,0,0.247098953858159,0,0,0,0,0,0,0,0,0,0,0,-0.0629788242697254,0,-0.13073468988041,0.122733755686955,0,0,0.0572725374496048,0,-0.104546894010331,0,0,0,0,0.0561718552437893,0,0,0,-0.00986250748839381,0,0,0,0,0,0,0
X002271.SZ,0,0,0.111165766591083,0,0,0,0,-0.00849584984487563,0.242684513235615,0,0,3.46944695195361e-18,0,0,0.123703312442336,0,0,-0.0342528945919161,0,0,0,0,0.00703816191433992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449106332047168,0,0,0,0,-0.0169733314284263,0,0,0,0,0,-0.00954740435021328,-0.0573421511061576,0,0,0,0.0366169010595901,0,0
