,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600426.SH,X002271.SZ,X600795.SH,X600362.SH,X601991.SH,X600803.SH,X600176.SH,X601699.SH,X600489.SH,X000983.SZ,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X000408.SZ,X000629.SZ,X600995.SH,X600219.SH,X600160.SH,X002409.SZ,X002080.SZ,X600612.SH,X000932.SZ,X600688.SH,X600378.SH,X000723.SZ,X000831.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.338876070343195,0,0,0.0135089868006892,0,0,0,0,0,0.0540796138714803,0,0,0.343419984716944,0,0,0,0,0,0,0,0,-0.141163217016652,0,0,0,0,0,0,0,0,0,0.104859348628182,0,0,0,0,0,0,0,0,0,0,0.0893818443522729,0,0,0,0.0780355778118367,-0.124226387287869,0,0,0.0805750833099156,0,0,0,0,0,0,0
X600028.SH,0.767981817678469,0,0,0,0,0,0.027540069393297,0,0,0,-0.0228262282764402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165440413312577,0,-0.043306633405808,0,0,-0.0493243098586709,0,0,-0.0340895742991837,0,0,0,0,0,0,0,0,0,0.0136649776765644,0,0,0,0,0,0,0
X601088.SH,0.129816221571884,0,0,0,0.200924274670554,0,0,0,0,0.154251868792322,0,0,0,0.00199769591938163,0,0.0412868561852131,0,0,0,0,0,0,0,0,0,0,0,0.00718513061717382,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00344534056037557,0,0.0313200881419809,0,0,0.0644022196845643,0,0,0,0.0527932924914475,0.0304772557130682,-0.0143233738763979,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.229846721483767,0,0,0,0,0,-0.00817119365528895,0,0,0,0,0,0,0,0,0,-0.0220973586496117,0.129833270889707,0,0,0,0,0,0.135882172769998,0,0,0,0.0530502670942775,0,0,-0.0414249490616952,0,0,0,0,0.030267472901371,0,0.0168173004827296,0,0,0,0,0,0,0,0,0.00911300171878816,-0.00832909638485023,0,0,0,0,0,0
X600188.SH,0,0,0.223378391622653,0,0,0,0.22663778300351,0,0,0.395126631084796,0,0,0,0,0,0,0,0,0.123992573007791,0,0,0,0,0,0,0,0,0,0,0.227592264957088,-0.171303156177748,0,0.144033420749462,0,-0.0524195623250938,0.181994318861432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0833556632407531,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.220963969418387,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.336346119003152,0,0,0,0,0,0.412375566190722,0,0,0.353652608699858,0,0.182003498833973,0,0,0,0,0,0,-0.240417500156364,-0.122643717098758,0,-0.121370528942919,0.335429050469953,0,0,-0.0648408483848241,0,0,0,0,0,0,0,0,0,0,0.000227915825883114,0,0,0,0,0,0,0
X600019.SH,0,0.0906480253426092,0,0,0.068458179148951,0,0,0.108968558419916,0,0,-0.0125208163697762,0,0,0.0705754718098767,0,0,0,0,0,0,0,0,0.0814864390886698,0.00669257946200716,0,0,0,0,0,0,0,0,0.0540633838192717,0,0,-0.0903142811445736,0,0,0,0,0,0,0,-0.0454768667517909,0,0,0,0,0,0.0821706056555169,0,0.034973817764652,0.0608164459333834,0,0,0,0,0,0
X600585.SH,0,0,0,0.0364952180498045,0,0,0.208831702144601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631152722502284,0,0,0,0,0,0,0,0,0.0830763670883114,0.163405007877331,0,0.0370516408418494,0.0408272011532971,0.0706784330877505,0.0665931613775693,0.101712306477495,0,0,-0.148192025425875,0,0,0,0,0,0,0,0,0,0,-0.0374856022005607,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.524417697041871,-0.0493973364226121,0,0,0,0,0,0,0,0,0.142486517475965,0,0,0,0,0,0,0,0,0,-0.045330251142535,0,0,0.0255852453283625,8.67361737988404e-19,0,0,0.144514743226907,0.0183695764765994,0,0,-0.0124938830981181,0,-0.0112928024450546,0,0,0,0,0,0,0.164478491385452,0.031135599576879,0,0,0,0,0,0,0
X601898.SH,0.229506097310492,0,0.188193536720559,0,0.360594924104496,0,0,0,0,0,0,-0.00560813518038008,0.109902065163291,0,0,0,0,0,0,0,0,-0.0637532617948382,-0.0487495264238599,0,0,0,0,0,0,0.215097288491322,0,0,-0.0718178522584059,0,-0.00537404792276601,0,0,-0.0154818892841892,0,0,0,0.0531206935598345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.392676535529387,0.183780388762233,0,0,0,0,0,0,0,0,0,0.0706803026342752,0,0,0,0.0588245089718645,0,0,0,0,0,0.238470029267718,0,0.0414376925729584,0,0,0,0,0,0.110757603779525,0,0,0.0535403645850964,0.050228413377112,0.00028643372043125,0,0,0,0,0,0,0,0,0.0672511238871826,0,0,0,0,0,0,0
X600547.SH,0.0091834198167822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256183429996666,0.0110071400866672,0,0,0,0,0,0,0,0,0,0.741374799536789,0,0,0,0,-0.116632877044764,0,0.0715416337802222,0,0,0,0.0176308147415158,0.0161368035581451,0,0,0,-0.142872170378836,0,-0.0921738973967633,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.29877510845504,0,0,0,0.0207088573681852,0,0.294649149624945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796360813481047,0.106407203643821,0.0260336467144959,0,0,0.019011914128518,0,0,0.0146640910506464,0,0,0.0847834096799668,0,0.0186245438550847,0,0,0,0,0,0,0,0,0,0
X601600.SH,0.0590770804575404,0,0,0,0,0,0,0,0,0,0,0.0264492302429582,0,0,0,0,0,0,0,0,0.00912751332513792,0,0,0,0,0,0,0,0,0,0.229599178339073,0,0.528021636801455,0.0547971144572455,0,0,0,0,0.0301919680815977,0,0,-0.0185158929211198,0,0,0,0,0,0.023658327512192,0,0,0,0,0.045612986773998,-0.117763329271032,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0428280190616402,0,0.0385105297335789,0,0,0,0,0,0.028773901517704,0,0,0.176357374393805,0,0,0,0,0,0,0,0,0,0,-0.122088533501191,0,0,0,0,0.0326909978999264,0,0,0.0245353255448295,0,0.0240559735732155,-0.0435422150862969,0,0.0285941963937142,0,0,0,0,0,0.0309882633934652,0,0.00937789732401302,-0.0436911120781302,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180346391916551,0,0,0,0,0.221778102388334,0.151550886392761,0,0,0,0.23392274701822,-0.0804719453183791,0,0,-0.0930302335541858,0,-0.0920728382752323,0,0,0,0.0299866336191908,0,0,0,0,0,0,0,0,0,-0.0119209729765193,0.0332492725129105,0,0,0,0,0,0
