,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X600886.SH,X600176.SH,X000898.SZ,X002460.SZ,X000792.SZ,X000709.SZ,X000786.SZ,X600157.SH,X000553.SZ,X600352.SH,X600027.SH,X600489.SH,X002271.SZ,X000408.SZ,X600339.SH,X601699.SH,X600219.SH,X000983.SZ,X000959.SZ,X600808.SH,X600299.SH,X601158.SH,X002110.SZ,X002092.SZ,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.546591079448264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991546653695603,0,-0.029958334057391,0,0,0.0217616962648875,0,0.0359313354702424,0,0.0211810823850824,0,0,0,0,0,0,0,0.079975321656835,-0.00190728712777101,0,-0.0216437476047991,0,0,0,0,0,0,0,0,0,0,0,0,0.00905146525879083,-4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0.3109290616148,0,0,0,0,0,0,0.0349586752580645,0,0,0.317104264979799,0,0.177465403638424,0,0,0,0,0,0.0466483272866076,0,0,0,0,0,0,0,0,0,0,0,-0.0816761109178077,0,0,0,0,0,0,0,0,0,-0.212436022505356,0,0,0,0,0,0,0,0,0,0.00678079541758203,-0.0642410014515975,0,0,0,0,0
X601088.SH,0,0,0,0.200507965622735,0.202568955720478,0,0,0,0,0.105510093543609,0,0,0,0,-0.0758256171673605,0,0,0,0.0582181479948109,0,0,0,4.33680868994202e-19,0,0,-0.0263378716176839,0,0.0655832429971451,0,-0.00484085602573564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198964769155318,0,0,0,0,0
X600019.SH,0,0,0.116490295590921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457902274483629,0,0,0,0.117829778738652,0.541859596858603,-0.10568249717342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261370547852693,0,0,0,0,0,0.033069765709779,-0.0165517810795533,0,0,0,0,0,0
X600585.SH,0,0.0912630007747584,0.177923878999643,-2.16840434497101e-19,0,0,0,0,0,0.120434507917239,0,0,0.317528212882335,-0.082918985361751,0,0,0,0.114208472054628,0,0,0,0,0,0,0,-0.3091788472192,0,0.301637432843572,0,0.214133551990196,0,0,0,-0.144456286726308,0,0,0.0622187546931927,0,0,0,0,0.0879423632053933,0,0,0,0,0,0,0,-0.0292101077300815,0.0367445997321208,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.14282345464125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740101824923311,0,0,0,0,0.028544513249679,0,0,0,0,0.0558814020694738,0,0,0,0.0656525301426801,0,0,0,0,0,0.19962445422304,0,0,0,0,0.0182067749873267,0,0,0,0,0,0,0
X600309.SH,0,-0.13487442222921,0.06441581819677,0,-0.00885263478438747,0,0,0,0,0,-0.0079040648114224,0,0,0,0,0,0,0,-0.0877414974773601,0,0.0999685422148687,0,0,0,0,0,0,0.092236891659647,0,-0.139838727843122,0,0,0,0,0,0.0871464867985571,0,0,0,0,0,0,0,-0.0681081423396518,0.144121503516593,0,0,0,0,-0.0471486841401,0.0843440492829397,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0776916660715557,0,0,0.0206866169714629,0,0,0,0.0480842419372126,0,0,0,0,0.0359085037135712,0,0,0,-0.082035811974493,0,0,-0.0210693124982461,0,0,0,0,0,0,0,0,0,-0.0106585430767367,0,0,0,0,-1.73472347597681e-18,0.0168831231015355,0,0.0418724474408004,0,0,0,0,0,-0.00294179733645857,0.00312739585847824,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.120315864491725,0,0,0,0,0,0,0,0,0.0393261406091836,0,0.0875848648166966,0,0,0,0,0.0357237606250255,0,0,0,0.000421730419117928,0,0,0,0,0,0.0220559256355485,0.0925155820769119,0,0.11437728698531,0,0,0,0,0,0.0480093109194964,0,0,0,0,0.00821222362968958,0,0,0,0,0,0,0
X600188.SH,0,-0.0964616035907837,0,0,0.250002579853339,0,0.0786519713162667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538562086057521,0,0.142389636018432,0.0893873292865952,0,0,0,0,0.0476221477272846,0,0,0,0.0447123694740573,0,0.342248164506291,0,0,0,0,0,0,0.0645597897747488,0,0,0,0,0,0.020519938318264,-0.0273757487935362,0,0,0,0,0,0
X600688.SH,0,0.310602236112138,0,0,0,0,0,0,0,0,0,0,0,0,-0.156190979700736,0,0,0,0,0,0,0,0,0,0,0,0,0.015495555817417,0,0.0385348584788989,0,0,0,0.113976186679817,0.0567764859415276,0,0.068952097361371,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126967248481374,0,0,0,0.0248545393766428,0,0
X600660.SH,0,0,0.0552578923365139,0,0,0,0,-0.047527012621959,0,0.0659141297652732,0,0,-0.0133045972485507,0,0,0,0,0,0.167106775003325,0,0,0,0.0912795897443523,0,-0.0838851722149131,-0.0280809621753099,0,0.0240115298547778,0,0,0,0,0,0.163283771208846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00773458979891419,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.448904437589821,0,0,0,-0.0221660933341607,0,0,0,0,0,0,0,0,0,-0.0497543997004187,0.0440328388675847,0,0.237929138332605,0,-0.00891272988006279,0,0,0,0,0,0,0,0,0,0,0,0,0.0697480508464114,0,0,0.00353976115305349,0,0,0.0961523213439895,0,0,0,0,0.407262724031003,0,0,0.0020537303492083,-0.0449563705526357,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,-0.0967199321019304,0,0,0,0,-0.0430077176761257,-0.119048739064822,0,0.0966533183054671,0,0,0,-0.0726922303643597,0,0,0,0.176163071999454,0,0,0,0,0.260926129566644,0,0,0,0,0,0,0,-0.030268895500513,0,0,0,0,0,0,0,0.00965746057893107,0,0,0,0,-0.337320177880983,-0.00133227637863744,0.0091310309125843,0,0,0,-0.257259552188759,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126882610020325,0,-0.0169940446413186,0,0,0,0,0,0,0.00393126347148252,0,-0.0174811658102749,0,0.237354645683353,-0.165119980691802,0,0,0,0.0714828264910265,0,0.110900213807381,0,0,0,0,0,0,0,0.0858509214886785,0,0,0.0941135012437649,0,0,-0.00334337346182942,0,0,0,0,0,0
X600795.SH,0,0,0,0.276055227999766,0,0.0144985222386878,-0.0496950496616159,0,0,0.0068678919269611,0,0,0,0,0.0542461615706375,0,0,0,0,0,0,0,0,0,0.147921706631032,0.0660145375020942,0,0,0,0,0,0,0,0.024645856721418,-0.0453909032629512,0,0,0,0,0,0,-0.0355011962329705,0,0,0,0,0,0,0,-0.00821035017053133,0.0371911112071493,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0498632027036967,0,0,0,0,0,0,0,0.127716392993004,0,0,0,0.0247625444107396,0,0,0,0,0,-0.00882981034024333,0,0,0,0,0,0,0,0.586876416292276,0,-0.0240130883049586,0,0,0,0,0,0,0,0,-0.0584956237753458,0,0,0,0,0,0.00310083186039258,-0.00128711456026983,-0.0547619622166874,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.0447965907606671,0,0,0,0,0,0,0,0,0.0901052301009886,0,0,0,0,0,0.736866779431133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626790419611559,0,0,0,0,0,-0.0287847618986832,0.0519745452488273,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.32885670930465,0,0,0,0,0,0,0.386166801275863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188456692224286,0,0,0.256489181080216,0,0.600581530589894,0,0,0,0.0819279265993257,0.0593658505438293,0,0,0,0,-0.0519303008412993,0.0421752987878434,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768644859979283,0,0,0.0626045606036148,0,0,0,0,0,0,0.0563727286022935,-0.0367410924741017,0,0.0365215251379843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800384312137112,0,0,0,0,0,-0.000156615066027143,-0.0169707273021867,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0718363765433702,0,0,0,0,0,0.0143357840162752,0,0,0,0,0.278197722135678,0.109969849337915,0.211104507092366,0,0,0,0,0.0460103753307807,0,0,0,0,0.0849960123238719,0,0,0,0,0.254612206201267,0,0,0.00811094349030757,0,0,0,0,0,-0.00680709017354002,-0.00345014067877313,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0448459372858905,0,-0.124765809832798,0,0,0,0,0,0,0,0.0455334485125293,0,0.0457475066317913,0,-0.0673053696808172,0,-0.0477178953044572,0,0,0,0,0,0,-0.00563789465046486,0,0,0,0,0,0,-0.0374197889969031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03406708384651,0,0,0,0.0339427532683471,0,0
X600176.SH,0,0,0,0.137167537509904,0,0,0,0,0,0,0,0.637044293962318,0.138238724180592,0,0.174356582175882,0,0,0,0,0,0,0,0,0,0,0,0,0.341564078767491,0,0.0375068305069579,0,0,0,0,0,0,-0.0343175996299783,0,0,0,0,0,0,-0.0778829605617169,0,0,0,0,0,-0.00984037706585969,-0.103850973658078,0,0,0,0,0,0
X000898.SZ,0,0,0,0.212151106722115,0,0,0.0112709955839753,0,0,0,0,0,0.122827525330891,0,0,0,0,0,-0.0199172931817847,0,0.151259909550529,0,0,0,0.0138839875904927,0.0665980107294045,0,-0.0133607641645913,0,0,0,0,0,0,0,0,0,0,0,0,0.26317010414645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.238508964768639,0,0,0,0,0,0,0,0,0,0,0,0.639131124217059,0,0,0,0,0,0,0,0.121127151017927,0,0,0,0,0.100857883084006,0,0,0,0.00480792190498045,0,0,0,0.0130583664247651,0,0,0,0,0,0,0,0,0,0,0.0150829839387278,-0.0819417866080894,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242363676799535,0.0907580094288701,0,0,0.872505741687434,0,0,0,0.0798071080998756,0,0,0,0,0,0.0125273398053055,0,0,0.0116164052546319,0,0,-0.145992039231639,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122023736624507,0,0,0,0,0,0,0
X000709.SZ,0,-0.1179105655011,0,0.0301258985021704,0,0.0427032061057005,0,0,0,0.0786549018493266,0,0,0,0,0,0,0,-0.0130069677671108,-0.00828267949434049,0,0.0441549946522109,0,0,0.0914121248286753,0,0.0170190986375032,0,-0.00261078579275348,0,0,0,0,0,0,0.0335807832493661,0,0,0,0,0.193927409442603,0.127050335949734,0,0,0,0,0,0,0,0,-0.00927198644085972,0.0125812537572623,0,0,0,0,0,0
X000786.SZ,0,0,0.0121062314900157,0,0,0,0.0760225384951933,0,0,0.165354524546635,0,0,0,0,0,0,0.010940341166243,0,0,0,0,-0.0527272759583374,0.577725880855587,0,0,-0.247047449723158,0,0,0,0,0,0,0.200057804353924,0.26308636360033,0,0.366593638120285,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260372788611863,0.0700371035586617,0,0,0,0,0,0
X600157.SH,0,0.0152073796450692,0,0,0,0,0,0,0,0,0,0,0.0508437874371484,0.0615905235555301,0,0,-0.0495507341627357,0.00620593689744278,0,0,0,0,0,0.00792173251867726,0,0.0325860309103626,0,0,0,-0.0306381200509991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00779468305345026,0.014002886679763,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0.0104389677025173,0,0,0,0.0182553701235339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257987493607684,0,0.22508746052581,0,0,0.108667322601591,0,0,0,0,0.205767174188809,0,0,0,0,0,0.405408939736211,0,0,0,0,0,2.16840434497101e-19,0,-0.00145076799432872,-0.0104697582431956,0,0,0,0,0,0
X600352.SH,0,0,-0.0421669409204383,0,0,0,0,0,0,0.145167174628432,0,0,0,0,0,0,-0.174814418495993,0.0774700193215498,0,0,0,0,0,0,0.041667900845867,0,0,0.0252047315247211,0,0,0,0,0,0,0,0,-0.0465585018163763,0,-0.115227878570406,0,0,0,0,0,0.306109437741295,0,-0.0513043001781057,0,0,0.0464787917800276,-0.0432250637404931,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.00768297877978758,0.120562504168888,0,0.0615167723009324,0,0.00223780520107888,0,0,0,0,0,0,0,0.0416744128659412,-0.0395465063905487,0,0,0,0,0,0.0517430872183335,-0.0270047976594764,0,0,0,0,0,0,0,0,0,0,0,0,0.0994607330250402,0,0,0,0,0,0.0354094530539269,0,0,0,0,0.00880122071702837,-0.00831756552664379,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.0378718745940877,0,0,0.134808737372615,0,0,0,0.265866791944526,0,0,0,0,0.0110913015026214,0.0464789384028749,0,0,0.0269577152415592,0,0,0,0.0485280813918292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538702487818591,-1.73472347597681e-18,0,0,0,0,-0.0034653604582969,-0.00829995197710805,0,0,0,0,0,0
X002271.SZ,0,0,0.144759929347909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503756378953681,0,0,0,0,0,-0.0782989402043749,0,0,0.225428214756012,0,0,0.0642447952385006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606643812906917,0,0,0,0,0,0,0
