,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X002271.SZ,X600660.SH,X000708.SZ,X600547.SH,X601898.SH,X600362.SH,X601600.SH,X002466.SZ,X000301.SZ,X600111.SH,X000786.SZ,X600010.SH,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X000027.SZ,X601991.SH,X600803.SH,X600219.SH,X600795.SH,X600489.SH,X600352.SH,X600801.SH,X000807.SZ,X000932.SZ,X000408.SZ,X000898.SZ,X600315.SH,X600688.SH,X002353.SZ,X002080.SZ,X000825.SZ,X300037.SZ,X600157.SH,X000959.SZ,X000966.SZ,X000883.SZ,X600486.SH,X600027.SH,X601168.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.133954848367736,0,0,0,0,0,0,0,0,0,0,0.0347385477970577,0,0.0189245391389081,0,0,0,0,0,0,0.0363491443566663,0,0.0782858856517935,0.0260151972808269,0,0,0,0,0,0,0,0.00404434582777068,0,0,0,0,0.00377413682710619,0,0,0.0897952028862293,0,0,0,-0.00833207171086927,0,0,0,0.026731234543868,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0298178984857427,0,0,0,0.106037223768488,0.0136146935743438,0,0,0,0,0,0,0,0,0.18997394415902,0.00558686765138488,-0.0157595315287469,0,0.010019913677104,0,0,0,0,0.0148971298066557,0,0,0.15195531240556,0,0,0,-0.0559823767884465,0,0,0,0,0,0.02542397231819,0,0,0,0,0,0.0798876164556653,0,0,0,0,-0.0240804838582564,0,0
X601088.SH,0,0.0863180078162425,0,0.0088556569144779,0,0.0627488573939806,0,0,0,0,0,0,0,0,0.00804506531041978,0.0394411454695317,0,0,0,0,0,0.118083828088068,0.0286351379173203,0,0.0361554587647646,0,0,0.14152448076724,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0201398945478724,0,0,0,0,0,0,0,0,0.0505426140401131,0,0,0,0,0,0,0,0,0,0,0.00528905974127197,0,0
X600309.SH,0,0,0,0,0,0.0507059808094868,0,0,0,0,0,0,0.0686349939961165,0,0,0,0,0.0815019177357236,0,0,-0.0202997099172153,0,0.100015405693676,0.202041989830262,0,-0.134344617329869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103440418574932,0.208594474619821,0,0,0,-0.0242273501183857,0.0542036855790719,0,0,0,0,0,-0.0586207494438359,0,0,0,-0.0203370244100897,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530538369835899,0,0,0,0,-4.33680868994202e-19,0,0,-0.0331291498592228,0,0,0,0,0,0,0.0636150215159623,0.0192389318550365,0.0739897564762769,0.0106634074469281,0,0,0,0,-0.0226884768887858,0,0,0,0,0,0,0.0296310050702513,0,0,0.0548599483973022,0,-0.008012408887366,0,0,0,0,-0.0257735068756498,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.225654192964761,0,0,0,0.0483930900532163,0,0.734947548247451,0,0,0,0.0808822986802459,0,0,0,0.00483953918488794,0.00785611783244808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322673608266696,0,0,0.0440444428630123,-4.33680868994202e-19,0,0,0,0,0,-0.0236817081240475,0,0,0,0,0.00311930956778338,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130468566820986,0.0503620782737234,0,0,0,0,0,0,0,0,0,0.176226030984165,0.222239347612074,0,0.108818461461228,0,0,0,0,0.138251734277085,0,0,0,0.10046488441743,0,0,0,0,0,0,0,-0.0925807124296435,0,0,0,-0.0183090763218515,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020477244580767,0,0,0,0,0,0,0,0.0420025889614881,0.145610582234363,0,0,0,0,0,0,0,0,0,-0.201125041477957,0.0887447563267493,0,0,0,0,0,0,0,0,0,-0.0311489776867532,0,0,0,0,0.109971314847014,0,0,0,0,0,0,-0.00543890302835589,0,0
X600660.SH,0,0,0,0,0,0.234580220566668,0,0,0,0,0,-0.105664530286304,0,0,0,0,0,0.164774010027965,0,0,0,0,0.0355581977487829,0,-0.0288862519855724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540123644374627,0,0.0398794272714267,0,0,-0.0372153071407654,-0.136624409732461,0,0,0,0,0,0,0,0,0,0,-0.024057341015974,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0687564477552731,0,0,0,0,0,0,0,0.15108186511154,0,0,0,0,0,0,0,-0.0734689283416201,0,0,0,0,0,0,0,0,0,0,0.230032253194434,0.200551071523939,0.193782543943984,0.0672953743858302,0,-0.17092004236563,0,0,0,0.0155893390137369,0,0.0641721497936709,0,0,0.246229540861493,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0166464555696561,0,0,0,0,0,0,0,0,0,0,0.0469401754855868,0,0.0367318711731303,0,0,0,0,0,0.0965697655530044,0,0,0,0,0.0220612075144955,0,0,0,0,0,0,0,0,0,0.00622916394586221,0.0599762771416436,0,0,0,0,0.056294429024274,0,0,0.0285073451451132,0.0471319041598179,0,4.33680868994202e-19,0,0,0,0,0.0100028920807854,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190444699466729,0,0,0.110667853716508,0,0,-0.0491452548924173,0,0,0,0,0,0,0,0.0362143791931702,0.0221303345418005,0,0,0.176408309981723,0,0,0,0,0,0.0737115055503825,0,0,0,0.161940302043191,0,0,0,0,0,0,0,0,0,0.0250883093474781,0,0
X600362.SH,0,0,0,0,0,0,0,0.221147370836047,0,0,0,0,0,0.0779493638093126,-0.0152959546835134,-0.0462192710799947,0,0,0,0,0,0.0478800831423854,0,0,-0.104560592575134,0,0,0,0,0,0,0,0.114196096087283,0.0528241393090191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513640698349501,0,0,0,0,0,0,0,-0.046071795379342,0,0
X601600.SH,0,0,0,0.160396401384011,0,0,0,0,0,0,0,0,0.0784174044398718,0,0,-0.139532920059515,0,0,0,0,0,0,0,0,-0.0194953789408335,0,0,0.0469880987062477,0,0,0,0,0.396051425839764,0.0512119507769072,0,0.0246445305730044,0,0,0,0,0.0290747243978392,0,0,0,0,0,0,0,0.0981507731336015,0,0,0,0,0,0,0,-0.000260982216420491,0,0
