,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X300072.SZ,X600362.SH,X600795.SH,X601991.SH,X600309.SH,X600660.SH,X600188.SH,X601992.SH,X600027.SH,X600157.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X002466.SZ,X601158.SH,X600299.SH,X000959.SZ,X000792.SZ,X000630.SZ,X600583.SH,X000408.SZ,X600219.SH,X600352.SH,X000883.SZ,X000539.SZ,X000983.SZ,X002460.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X002092.SZ,X600021.SH,X600098.SH,X601699.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0746369509502597,0,0,0,0.128762901332755,0,0,0,0,0,0,0.0283779052721499,0,0,0.0118881144022328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355924171004386,0,0,0,0,0,0.0154966894201243,0,0,0,-0.00138159407575096,-0.00185418682081306,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.103611751043478,0,0,0,0.127285844097864,0,0,0,0,0,0.0818651316125502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206506205485213,0.0434669506072959,0,0,0.227083319725643,0,0,0,-0.0393736641667937,-0.0196155747625676,0.011991575942881,0,0,0,0,0,0
X601088.SH,0,0.011168429676347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166293441368349,0,0,0.00610892205717386,0,0,0,0,0,0,0,0,0,0,0,0,0.0251082155086734,-0.00735014713079346,0,0,0,0,0,0,0.172856399743861,0,-0.0600260945538555,-0.0174473663188005,0.00784258278723564,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.292379906224679,0,0,0,0,-0.019614820026863,-0.0519727127566631,0,0,0,0,-0.117677189643473,0,0,0,0,0,0.189451326623815,0,-0.169699854355801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950467429605009,0,0,0,0.00672919369011344,-0.00434518741077422,-0.0015956964467864,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0133009250422528,0,0,0,0,-0.0683272791204379,-0.00431164846853049,0,0,0,0,0,0,0,0.409972292527394,0,0,0,-0.0792507600999893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101630368692616,0,0,0,0.014248299280142,0,0,0,0,0,-0.00495230516198547,0.0071569987446935,0,0,0,0,0,0
X600585.SH,0,0.3163775205218,0,0,0,0,0,0,0.187408854820277,0,0,0,0,0,0,0,0,0.0832015158363275,0,0,0,0,0,0.0499195939963922,0,0,0,0,0,0,0,0,0.112684560364027,0,-0.522441491036427,0,0,0,0,0,0.00967091286059147,0.0917826209951929,0,0,0,0,0,0,0,-0.0778057479756446,-0.017450906506218,0.007003351312716,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.014577824803841,0,0.0855844953898217,0,0,0,0,0,0,0,0,0.232270416174486,0,0.00618602923851222,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123719436689003,0,0,0,0.0668937994517921,0,-0.0109984290109738,-0.00438269213448227,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00817759232229227,0,0,0,0.16073622693325,0,0,0,0,0,0,0,0,0,0,0.055912286466047,0,0.0605786533770212,0,0,0,0,0,0,0.0182880677043899,0.200761811443836,0,0,0,0,0,0.102685360221013,0,0,-0.0219729575890997,0,0,0.0368734472599662,0.0684308348021589,0,0,0,-0.00571108124981977,0.000654154179497431,0,0,0,0,0,0
X601600.SH,0,0,0,0.103159960641754,0,0,0,0,0,0,0,-0.0452629430980565,0.261691840866074,0,0,0,0,0,0,0,0,0,0,0,0,-0.107241085697243,0,0,0,0,0,0,0,0,-0.0451666195125015,0.411176584312653,0,0,0,0,0,-0.00438131931834609,-0.00313716253087928,0,0,0.1184782980281,0,0,0,-0.13656357918505,0,-0.00393320094359973,0,0,0,0,0,0
X600688.SH,0,0.404276046818871,0,0,0,0,0,0,0.0684323823374411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844384821365198,0,0,0,0.159219017276137,0,0,0,0,0,0,-0.0761530576594555,-0.00565886907296588,0.00666932594614853,0.0250810055818557,0,0,-0.02892188726098,0.0791067172632742,0,-0.0503000647789032,-0.00425065514638454,0.00131794862129342,0,0,0,0,0,0
