,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X601991.SH,X600547.SH,X600795.SH,X600309.SH,X600362.SH,X601992.SH,X600188.SH,X600660.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X000709.SZ,X000959.SZ,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000630.SZ,X000408.SZ,X002460.SZ,X000883.SZ,X000983.SZ,X600219.SH,X600352.SH,X000539.SZ,X002092.SZ,X000825.SZ,X000027.SZ,X000723.SZ,X600578.SH,X601699.SH,X600176.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.220658467191271,0,0,0,0,0,0,0,0.0388169483397349,0,-0.0280141039912319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282933010271,0,0,0,0,0,0.0708413626714782,0,0,-0.064400061413441,0,0,0,0,0,0,0.000334753394303516,0,0,0,0,0,0.0684736214902005,0,-0.00937388725027782,-0.000495787759694177,0,0,0,0,0,0
X600028.SH,0.029635140037704,0,0,0,0.0297182610012187,0,0,0,0.0608038781744612,0,0.191913738331341,-0.00711543425221208,0,0,0,0.0973661566056573,0.0524159443033097,0,0,0,0,0,0,0,0.0405069333752367,0,0,0,0,0,0,0,0.00162824904161169,0,0,-0.0531109467594284,0,3.46944695195361e-18,0,0,0,0,-0.0483373856731626,0,0.0446948368759984,0,0,0,3.46944695195361e-18,0,-0.00271226856605079,0.0119828461506083,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0220433171480554,0,0,0,0,0,0,0,0.00954255823083694,0,0.0711491129284371,0,0.0926523651820825,0,0,0,0,-0.0299900221487827,0,0.184538981328376,0,0,0,0,0,0,0.062106043407238,0,0,0,0.0152570969058919,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00629421269345823,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0837056251651433,0,0,0,-0.0218345296286846,0,-0.0871372357335223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262984089125759,0,0,-0.11821947642304,0,0,0,0,0,0,0,0,0,0,0,-0.0187640229632865,0,0,0,0,0,-0.116926644335175,0,0.156369268529848,-0.0157334877737699,-0.0185304411676488,0.197453360434649,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.200830952312641,0,-0.0568179384679059,0,0,0,0.0298630065834605,0.266637822259879,0,0,0,0,0,0.128058613548333,0,-0.102348500345355,0,0,0,0,0,0,0,0,0,-0.174186315577336,0,0,0.0269760716856105,0,0,0,0,0,0,-0.161093882912695,0,0,0,0,0,-0.00121365836407134,-0.00695334004730147,0,0,0,0,0,0
X600011.SH,0,0,0.0755866811111915,0.0168909683373384,0,0,0,0,0,0,0,0,-0.289999430376961,0,0.0444303672586957,0,0,0,0,0.146125663870412,0.220004582943295,0,0,0.063166985092929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443513748211267,0,0,0,0,0,0.042191086131306,-0.0185722704770069,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.0223295898869433,0.140300443060148,0,0,0,0,0,0,0,0,0.237331001875323,0,0,0,0,0,0,0,0.202805518407145,0,0,0,0,0,0,0,0,0,0,0.0749123312651098,0,0,0,0.0120832791696392,0,0,0.0284062491004689,0,0,0,0,0,-0.00320434044943041,-0.0065583329272587,0,0,0,0,0,0
X601898.SH,0,0,0.0194455551507284,0,0,0,0,0,0,0,0,0,0,0,0,0.0719502162410805,0,0,0,0,0,0,0,-0.00136927441890628,0,0,0,0,0.071402206116845,0,0,0,0.340278572245317,0,0,0,0,0.188791270933095,0,0,0,0,0,0,0,0,0,0.0381227832750299,0,0,-0.00259996373711717,-0.00134650172117988,0,0,0,0,0,0
X300072.SZ,0,0.146431667358924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020009908298041,0,0,0,0,0,0,0,0.27727168647037,0,0,-0.170838319207329,0,0,0,0,0,0,0.104104841131326,0,0,0,0,0,0,0.0552091849617927,-0.122226052490847,0,0.00109009665998244,0,0,0,0.0171766317642279,0,0.0658297187099398,-0.0153084566704921,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16586363099429,0,0.216560221355191,0,0,0,0,0.0913006392329787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157063315585628,0,0,0.0150087608066409,-0.0510833040457679,0,-0.036677444402848,0,0,0,0,0,0.0108945945705325,-0.0108750184059475,0,0,0,0,0,0
