,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600801.SH,X002460.SZ,X600188.SH,X002466.SZ,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X601992.SH,X600176.SH,X000723.SZ,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X000709.SZ,X601158.SH,X000883.SZ,X600612.SH,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000792.SZ,X600808.SH,X000825.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0815138947401727,0,0,0,0,0,0.0216391310741613,0,0,0.0191135952953816,0,0,0,0,0.220184110010347,0,0,0,0.0313179164532547,0,0,0,0,0,0.031344739107876,0,0,0.189404210412101,0,0,0,0,0,0,0.0154926742859612,0,0,0,0.0226300751474968,0,0,0,-0.0068102083358144,0.0067273036274314,0,0,0,0,0,0
X600028.SH,0.0653998429331805,0,0,0,0,0,0,0,0.0182195188912841,0,0,0,0,0,0,0,0,0,0.0239871802537943,0,0,0,0,0.210107461623706,0,0,1.0842021724855e-19,0,0,0.0481727760755042,0.0170151177225058,0,0,0,0,0,0.0420718585936717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213988068203606,0.00616492676725223,0,0,0,0.000937701487042502,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0135155187711871,0.0063969799396769,0,0,0,0,0,0.105009110913035,0,0.341420964509799,0.00324225261113544,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00366035711842919,0,0.0170878916732465,0,0,0,0,0,0,0,0,0.0296725128191731,0,0,0,0,0,0,0,0,-0.00899530042225427,0.00147702873980197,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.115184728307577,0,0,0,0,0,0,0,0,0,0,0.40143503557266,0,0,0,0,0,0.0914418426783284,0,-0.000619596299075435,0.0382399680279375,0,0,-8.67361737988404e-19,0,0,0,0,0.00650226665247661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124307218361843,-0.0209089925716923,0,0,0,0,0,0
X600309.SH,0,0,0,0.0882375669093093,0,0,0.151776798632261,0,-0.0567560795482437,0,0,0,0,0,0,0.243387983351125,0,0,0,0,0,-0.00423695292513187,0,0,0,0,0,0,-0.246654379275429,0,0,0,0.234592812197749,0.0602575222188055,0,0.0890843534288787,0,0,0,0,0,0,0,0,0,0,-0.149454470435763,0,0.210281814403118,0,0.0697637853039352,-0.0321299180194721,-0.0273532238493781,0,0,0,-0.0202546812907868,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0288286054272121,0,-0.0474237389626016,0,0.0619679869398467,0,0.109363027438404,0,0,0.0339924506908311,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720823606577748,0,0,0,0,0,0,0,0,0.0242236911900924,0,0,0,0,0,0.0447740236194689,0,0.0177549379468661,0.0324489652916731,0,0,0,0.0568335838120849,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0518855446690926,0,0,0,0,0,0,0,0,0,-0.0805808333214622,0,0,0,0,0,0.035709240955532,0,0,0,-0.0175116129999867,0,0,0,0.191064454231851,0,0,0,0.957547327555119,0,0,0,0,0,0,0,-0.0554615982786602,0,0.0367610063511367,-0.0921188966628044,0,-0.183684497567472,0,-0.0150577079261613,0.0275763916215342,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,6.93889390390723e-18,0,-0.177554150381564,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.116327737863458,0,0,0,0,0.129612692607674,0.0221653614818499,0,0.174107542196145,0.162508177726292,0,0,0.418645141187133,0,0,0.0773160917909273,0,0,-0.14728131308809,0,0,0,0,0,0,0,0,0,0,0.0688195503862654,0,-0.0525056391201165,0,0.0164743855085009,0,0,0,0,0.0155891250774847,0,0
X000708.SZ,0,0,0,0.38360478389588,0,0,0,0,0,0,0,0,0.47539250131955,0,0,0,-0.182883562429516,0,0,0,0,0.0644232210294494,0,0,0,0,0,0,0.294331024576864,0,0,0,0,0,0,0.266168798702667,0.0829248048365047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339516245871043,0,0,0,4.33680868994202e-19,0,0
X601898.SH,0.285376293385608,0,0,0,0,0,0,0,0.0549806667657836,0,0,0.0651075986214569,0,0,0,1.38777878078145e-17,0.0190775406712175,0.477882107558716,0,0,0,0,0,0,0,0,0,0.0614436111760712,0.0742920240749289,0,0,0,-0.1063735330556,0,0,0.128253149375563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297058787696468,0.033726594274518,0,0,0,-0.0183056854626034,0,0
