,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600660.SH,X000877.SZ,X600010.SH,X000301.SZ,X600188.SH,X002271.SZ,X000708.SZ,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X600803.SH,X002326.SZ,X000408.SZ,X300037.SZ,X600219.SH,X600399.SH,X000723.SZ,X600688.SH,X000786.SZ,X601991.SH,X600141.SH,X600795.SH,X000825.SZ,X600352.SH,X300073.SZ,X600096.SH,X600489.SH,X002407.SZ,X002353.SZ,X002409.SZ,X600157.SH,X600516.SH,X000831.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0215031008869747,0.0261351596281669,0.14073717712003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134698125028368,0,0,0,0,0,0,0,0.102826056312789,0,0.1093939426048,0.13039875159996,0,0,0,0,0,0,-0.00680155607319353,1.73472347597681e-18,0,0,0,-0.0444539815992271,0,0
X600028.SH,0.348490732059356,0,0,0,0,0,0,0,0,0,0,0,0,0.0241636758887056,0.00244840550516405,0,0,0,0,0,0.0521863673631412,0.0640835630361382,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0498127462688705,0.0226588515362114,0,0,0,0,0,0.0291026662616388,0,0,0,0,0.0473927732776489,0,0.116641723165892,0,0.0235087270111665,0,0,0,-0.0153565367732638,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207570854425653,0,0.0616289658303428,0.0611114725162824,0,0,0.449643288319219,0,0,0.0614387355691975,0,0,0.182061945057236,-0.028217044461954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.035705022251319,0,0.0231180413066167,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.114904897895164,0,-8.67361737988404e-19,0,0.0263681246908775,0.0008952371068362,0,0,0.111477047733905,0,0,0,0,0.209769639389508,0,-0.0258996849286097,-0.0703348579976847,0,0,0,0,0,0,0,0.00934566404550668,-0.034350492681411,0,0,0,0,0.0279117241573665,0,0,0,0,0,0,0,0,0,0,0.0298215909267418,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.393609327967251,0,0.0373708293287805,0,0,0,0.00255450985570755,-0.0476441155499388,0,0,-0.0209579121277098,0.26974995010867,0,0,0,0,0,0,0,0,0,0,0.0263792308614946,0,0.0951340874776616,0,0,0,0,0.0637654532769063,0,0,0,0,0,0,0.3139770495699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.0225815489245842,0,0,0,-0.0336653528862334,0,0,0,0,0,0,0.442293733410577,0,0,0.113903804075663,0.287288124129113,0,-0.0281069896017992,0,0,0,0,0,0.0574198665070682,0,0,0,0,0.0898115269631263,-0.0598307088179434,0,0,0,0,0,0,-0.0347045231624313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.13611068664832,0,0,0,0,0.279670789027735,0.0220721224379338,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645239526539676,0.111668909831414,0.131568983957593,0,0,0.150551136120394,0,0,0,0,-0.116907986624975,0,0,0,0.138187387260182,0,0,0.099541433417772,0,0,0,0,0.197551334464188,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.503061146328697,0,0,0,0,0,0,0,0.112766993553873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586669379800951,0.170746107876827,0,0,0.000599259738839933,0,0,0,0.00150627077021156,0.00458854681508151,0,0,0,0,0,0,0,0,0,0,0,0.0815565730665312,0,0,-0.00696798005847144,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0497429410013302,0,0,0,0,0.141331268884552,0.0150922147287836,0,0,0,0.113638744909514,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00509445608309085,0.117444334240377,0,0.0859195742907361,0,0.0414336018743791,0,0,0,-0.0324754137135734,0,0.282596134665032,0,0,0,0,0,0,0,0,0.0598494696887726,0,0,0,0.00537934415658443,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0680468173683047,0,0,0,0.0513546114336639,0.255683119749294,0,-0.0106979441702263,-0.132708170167258,0,0,0,-0.221317121545332,0,0,0,0,0,0,0,0,0.326720458349795,-0.0364229773107792,0,0,0,0.252704520819772,0,0,0,0,-0.0449665809314813,0,0.0459425941813333,-0.11354063145821,0,0,0,0,0,0.127115991140915,0.159610254120583,0,0,0,0,0,0,0,0,0,0
