,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600516.SH,X600111.SH,X600176.SH,X000709.SZ,X002460.SZ,X600352.SH,X000629.SZ,X600489.SH,X600808.SH,X000786.SZ,X600219.SH,X000825.SZ,X601158.SH,X600299.SH,X600801.SH,X002271.SZ,X000553.SZ,X000883.SZ,X600157.SH,X600583.SH,X002110.SZ,X002470.SZ,X600985.SH,X000027.SZ,X601699.SH,X000630.SZ,X600339.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.130824109273686,0,0,0,0,0,0,0,0.0441465056521572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408983360751188,0,0,0,0,0,0,0,0,0,0,0,-0.00479230273962093,0.0141054269702333,0,0,0.122074567466305,0,0,0,0,0,0,-0.000623235720663437,0.0296760880516276,0,0,0,0.0241320992954108,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356965050816953,0,0,0,0,0,0,0,0,0.241307062359544,0,0,-0.113854066152333,0,0,0.0698990418930661,0,0,0,0,0.0645758437565437,0,0,0.0210114413632087,0.124113246774836,0,0,0,0.0353650798077154,0,0
X601088.SH,0,0,0,0,0,0.133127827426977,0,0,0,0,0,0,0,0,0,0,0,0.0948849555845834,0,0,0,0,0,0,0.0551881137651431,0,0,0,0,0,0,0,0,0.0551764524056076,0,0.0414406564574613,0,0.110511802952092,0,0,0.00625167931514691,0,0,0,-0.130634804373855,0,0.125028467851498,0,0,0,0,0.00711808956773823,0.00142174945300848,0,0,0,0.0624539726253833,0,0
X600585.SH,0,0.0928445920442902,0,0,0,0,-0.0190464319463484,0,0,0,0,0,0,0,0,0,0,0,-0.0249443590509968,0.0105036136743373,0,0,0,0,0,0,0,0,0,0,0,0.161860092621198,0,0,0,0,0.429143683171016,0,0,0,0.0460241177132591,0,0,0,0,0,0,0,0,0,0,0.00150780570460665,0.00512212270104678,0,0,0,0.0277312001158055,0,0
X600019.SH,0,0,0,0,0,0.0636936427599511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130353901857549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145923709734453,0,0.34376919217031,0,0,0,0,0,0,0,0,0.00469044900074178,0.00824975436671511,0,0,0,0.0314525410816133,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136482794291624,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.668791507339572,0,0,0,0,0,0.172083553575361,0,0,0,0.016367390566805,0,0.0387683744525224,0,0,0,0,0,0.0465511028344571,0,0,-0.0142850301346636,0.0331211361379114,0,0,0,-0.0297822622439965,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502688675375003,0,0.632786689074897,0,0,0,-0.219486047912067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472319121018916,0,0,0.0624531799619704,0,0.0364568186855571,0,0,-0.111368982378623,0,0,0.00594417893461916,0,0,0,0,-8.67361737988404e-19,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984203238825128,-0.212799922244226,0,0.0231438207271526,0.461363178390113,0,0,0,0,0,0,0,0,0.0401357682209905,0,0,0,0,0.11182555959064,0,0,0,0,0.118497367715685,0,0,0.159249852701323,0,0,0,0,0,0.0226412737017867,0.00927044078762737,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0591190176914629,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913110297699976,0,0,0,0,0.0181572888255405,0,0,0,0,0.0478923099029613,0.78417603784835,0,0,0,0,0,0.0929369379754563,0,0,0.164658045473698,0,0,0,0,-0.130112159796171,0,0,0,0,0,0.0745212474231692,0,-0.0244691756112919,0.0208396790546303,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02757538167113,0,0,0,0.0134177372869764,0.147208589185324,0,0.246560533936888,0,0.0235535495258202,0,0,0,0,0,0,0,0,0.0445096180641424,0.00313912098481598,0,0,0,0.0715939143285077,0,0.0255226098143391,0,0,0,0,0,0,-0.0203751584053385,-0.00535635110250568,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0080369283014624,0,0,0,0.132440103382562,0.108195836550899,0,0,0,0.0559876047598361,0,0,0,0,0,0,0.00890338152119051,0,0,0,0,-0.0055260370395429,0.154150666590804,0,0,0,0,0,0.179280540179841,0,0,0,1.0842021724855e-19,0.0127795110584739,0,0,0,0.00259042215354046,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0716635729730506,0,0,0,0,0,0,0,0,0.0357629835603428,0,0.0293471311618832,0,0,0.118797008594664,0,0,0.0157697857921674,0,0.0260729339244631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623839814501204,0,0,0,0,-0.0791469810641579,0,0,0.00967707700609292,0,0,0,-0.0135767112966836,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00647661467944475,0,0,0.0997114493458552,0,0.119769034023195,0,0,0,0,0,0,0.00571160477995949,0.3670159126866,0,0,-0.035014999137846,0,0.0636698021531684,0,0,0,0,0,0,0,0,-0.00666933206051264,-0.0372540088237463,0,0,0,-0.0512200396241087,0,0
