,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X600176.SH,X601600.SH,X600886.SH,X000786.SZ,X601898.SH,X600426.SH,X002466.SZ,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600352.SH,X600111.SH,X300037.SZ,X600489.SH,X600795.SH,X601991.SH,X600688.SH,X600486.SH,X002080.SZ,X600803.SH,X600299.SH,X600027.SH,X002353.SZ,X600219.SH,X601992.SH,X601168.SH,X000932.SZ,X000898.SZ,X600529.SH,X600399.SH,X002409.SZ,X000723.SZ,X000027.SZ,X000630.SZ,X300073.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00421413021756868,0,0,-0.0342906276463281,0,0.0857964037551537,0,0,0,0,0,-0.00107612548274113,0.0254033641170432,0,0.0417508320313748,0,0.00969570369933755,0,0,0,0,0,0,0,0,0.0214501838009157,0,0,0,0,0,0,0,0,0.0306145374623332,0,0,0,0,0,0,0,0,0,-0.00917061695885895,0,0,0,0,-0.00605432115303672,0,0
X600028.SH,0,0,0,0,0.00630667082094808,0,0,0,0,0,-0.0439129448020843,0,0,0,0,0,0,0,0.0350422140653192,0,0,0,0,0.00859765778709876,0,1.73472347597681e-18,0,0,0,0,0,0,0.0860144987906261,0,0,0,0,0,0,1.73472347597681e-18,0,0.120528824453526,0,0,0,0,0,0,0,0.0267784589733525,0,-0.002982571959122,0,0,0,0,-0.00787662076446831,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553467391409108,0,-0.0222303720215399,0,0.20822087719785,0,0,0,0,-0.00496216971812307,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0302017426712011,0,0,0,-0.011771102791213,0,0,0.00715658030823162,0,0,0,0,-0.0126096479672315,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-0.0368202401796142,0,0.0869239446516801,0,0.00679643485019313,0,0,0,0,0,0,0,0,0,0,0,0,0.000134932923233066,0,0,0,0,0,0,0,0,-0.0407565394715638,0,0,0.0901218144612787,0,0,0,0,0,0,0,0,0,-0.00561188007897341,0,0.0413131960785409,0,0,0,0,0.00419532000510391,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.22908734965991,0.230608740135039,0,0,0,0,0,0,0,0,0.181519129697693,0,0,0,0,0,0,0,0.0397742985952097,0,0,0,0.0572867467541779,0,0.0275172509622907,-0.33815226549126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816116856359833,0.0963645644576699,0,0.00663031262381625,0,0,0,0,0.00683787940358602,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0713753998812461,0,0,0,0,0.173346855630063,0,0,0,0,0.0850937996470693,0,-0.0163121641331905,0,0,0,0,0,0,0,0,0,0,0,0,0.0116777776350494,0,0,0,0,0,0,0,0,0,0,0.0595406397939989,0,0,0,0.0858615693952411,0,0.000244257596490216,0.0360670102543107,0.0317700319879913,0.0494511020675709,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0750362793583445,0,0.115740172772273,0,0,0,0,0,0,0,0,0,0,0,0.365686401500067,0,0,0,0,0,0,0.265433837901477,0,0,0,0,0,0,0,0,0,0.0419364071399592,0,0,0.13238459839365,0,0,0,0,-0.153992599466475,0,0,0,0.106955281261899,-0.139890579453205,0,0.00300283525954841,0,0,0,0,-0.0153299097176498,0,0
X600660.SH,0,0,0,0,0,-0.151867253905768,0,0,0,0,0,0,0,0,0,0,0,-0.0345891860280895,-0.0227427668096251,0,0,0,0.210733483156923,0.013821549429509,0.0542612896918844,0,0.216053635742645,0,0,0,0,0,0,0,0,0,0.0485785988975854,0,0,0,0,0,0,0.0838656059176139,-0.105241893205123,-0.0205286110148963,0,0,0,0,0,0,0.0155004578862997,0,0,0,0.00941231072585649,0,0
X000708.SZ,0,0,0.00275179402294959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493786287160028,0,0,0,0,0,0,0,0.0774299432851404,0.0317715253422109,0,0.0222660156955839,0.568572278730135,0,0,0.151521334405012,0,0.0262454904458943,0,0.12262317365671,0,0,0,0,-0.0565227558994009,0,-0.00976280747503327,6.93889390390723e-18,0,0,0,-0.0038265700974406,0,0
X600547.SH,0,0,0,0,0,0.0629163719478753,0.0591372907490228,-0.0546970254495969,0,0,0,0,0,-0.0232369958621709,0,0,0,0,0,-0.0361138075815058,0,0,0,0,0,0,0.0436108094375653,0.596074589045151,0,0,0,0,0,0,0,0,0,0,0,0.00215724868044485,0,0,0.0120219587039083,0.047370370129417,-0.00321323615221983,0,0,0,0,-0.0203157860072698,0,0.0118953376423032,0,0,0,0,0.00444546840878752,0,0
