,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600362.SH,X600795.SH,X000708.SZ,X600489.SH,X600010.SH,X600111.SH,X002460.SZ,X601699.SH,X600027.SH,X600160.SH,X000983.SZ,X000301.SZ,X002466.SZ,X600426.SH,X000786.SZ,X600803.SH,X601991.SH,X000877.SZ,X000933.SZ,X000630.SZ,X600985.SH,X000807.SZ,X600176.SH,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X002271.SZ,X600612.SH,X600096.SH,X600348.SH,X000883.SZ,X000932.SZ,X600995.SH,X000027.SZ,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.38234070795035,0,0,0,0,0,0.159773487993406,0,0,0,0,-0.0432752085944519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294252330028606,0,0,0,0.100308536578818,0,0,0,-0.0795282210633789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128081158091344,-0.073496860487318,0.0521387370919175,0,0,0,0,0,0
X601088.SH,0.222620730826053,0,0,0,0,0.146434727708751,0,0,0,0,-0.0136676092499576,0,0,0,0,0.0607000789903319,0,0,0,0,0,0,0,0,0.0033256489073205,0,0,0,0,0,0,0,0,0,0.0716891376131077,0,-0.0231151800444359,0,0,0,0,-0.0572060810345315,0,0,0,0,0,0,0,0.161485481743256,0,0,-0.0186648641349736,0,0,0,0,0,0
X600028.SH,0.349025032077762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297902367593583,0,0.0799366445455425,0,0,-0.153326582093674,0.0432743198688766,0,0.0129377463587721,0,0,0,0,-0.0702935455521944,0,0,0,0,0,0,0,0,0,0.0749359543854912,0,0,0,0,0,0,0,0,0,0,0,0,0.0177778861737378,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0258578511127303,0,0,0,0,0,0,0,0,0,0.0131910881209495,0,0,0,0.0353880050296755,0,0,0,0,0,0,0.0140836554945727,0,0,0.0817067516231462,0,0,0,0,0,0,0,0.298486178087226,0,0,0,0,0,-0.263388125297303,0,0,0,0,0,0,0,0,-0.0236951118877338,-0.00802740484228705,0,0,0,0,0,0
X600188.SH,0.0383579413230007,0,0,0,0,0.299806014954816,0,0,0,0.0719131136197054,0,0,0,0,0,0,0,0,0,0,0,0.333821436994743,0,-0.00598060174239356,0,-0.0117641640541508,-0.0599513780236572,0,-0.0761495929195376,0,0,0,0.0265969840620266,0,0,0,-0.00409113169375461,0.0153605205411458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017501080767159,0,0,0,0,0,0
X601898.SH,0,0.109030685331514,0,0,0,0,0,0.236028485288415,0,0,0.27113097876621,0,0,0,0.133698464606464,0,0,0,0.0835895590361285,0,-0.0226663725920892,0.0595694978539738,0,0,0,0,0,0,0,0,0,0,0,0,0.590749858682084,0,0.108923388345898,0,0,0.0414958415596845,0,-0.0794043925761159,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0882620558813981,-0.0396643205125562,0,0,0,0,0,0
X600019.SH,0,0,0,0.0963179204142943,0.0108088750126126,0,0,0,1.73472347597681e-18,0,0,0.0742505845597728,0,0,0,0,0,0,0,0,0,0,0.0286172118215968,0,0,0,0,0.0534870909625238,0.00474775393546938,0.210597054058879,0,0,0,0.00742591287762532,0,0,0,0,0.0469420637385235,0,0,0,0,0,0,0,0.209552955486606,0,1.73472347597681e-18,0.0594570044682507,0,0,0.0424665059561556,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594908048142966,0,-0.0237493155422932,0,0,0,0,0.133647690584,0,0,0,0,0,-0.0524450321006163,0,0.0732583566088956,0,0.0220599646329851,0,0,0,0.0821524900043697,0.0180082885269005,0,0,0,0,0,0,0,0.0197737315732672,0,0,0,0,0,-0.0502398832430468,0.0430146054160795,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.124823298606211,0,0,0,0,0,0,0.20360039397467,0,0,0,0,0,0.161705557019518,0,0,0,0,0,0,0.112601420071316,0,0,0.0576639614815309,0,0,0.239504684496841,0,0,0.220390372276332,0.0782218026007312,0,0,0,0,0,0,0,0,0,0,0,0.0292250431907309,-0.0164249547418104,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.217464769696085,0,0,0,0,0,0,0,0,0,0.0276656779734971,-0.053111025202295,0,0.71886485886432,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.128020710658257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623981122143736,0,0,0,0.0206860576690528,-0.168046701041069,0,0,0.0813543303948017,0,0
