,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X000708.SZ,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X600027.SH,X000723.SZ,X002271.SZ,X000786.SZ,X600489.SH,X600516.SH,X002466.SZ,X002353.SZ,X000898.SZ,X002460.SZ,X600176.SH,X601158.SH,X600299.SH,X600612.SH,X000709.SZ,X000883.SZ,X600426.SH,X600219.SH,X600583.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X600315.SH,X000553.SZ,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0177559023420126,0,0,0,0,0,0,0,0,0,0.0398852364620548,-0.0233951862760061,-0.0229274345664161,0,0,0.047168998449609,0,0,0,0.0510336985473975,-0.0190969425750034,0.116325156520149,0,0,0,0,0,0,0,0,0.0417855112934793,0,0,0,0,-0.02282804352658,0,0,0,0,0,0,-0.0202511271401099,-0.0101775368172045,0,0,0,0.00448015686785223,0,0
X600028.SH,0,0,0.0144406089537167,0,4.33680868994202e-19,0,0,0,0,0,0,0.00340632067473599,0,0,0,0,0,0,0.140213119899703,0,0,0,0,0,0.112846922180743,0,0,0,0,0,0,0,0,0,0,0,-0.000454952206618721,0,0,0.0698424674649093,0,0.0571444078066263,0,0,-0.00737642436303883,0,-0.0324652386543376,0,0,0,0,0,0.00651016050510804,0,0,0,-0.0123976386845734,0,0
X601088.SH,0,0,0,0.207966989930805,0,0.158235196475639,-0.0138843702141034,0,0,0,0,0.0774371442890377,0,0,0,0,0,0,0,0,0,-0.0604725685040766,0,0,0,0.105320941011275,0.160584436749369,0,0,0.0119402818136592,-0.0936215706475984,0,0,0,0,0.0274660780821626,0,0,0,0,0,0,0,0.0105742747293158,-0.0810515615668625,0,0,0,0,0,0,-0.0241118085679196,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.054622570440026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564684509826462,0,0,0,-0.0187110929628499,0.0657621268276501,0,0,0,0,0,0,-0.102791614549541,0,0,0,0,0,0,-0.0515265327792131,0,0,0,0,0,0,0,0,-0.111762638626589,0,0,-0.00498370069879125,-0.00887019499916746,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849845214337946,0,0,0,0.0341123450961031,0,0,0,0,0,0.000119694670730545,0.0674484992532536,0,-0.109000983492283,0.0751440350903142,0.0263583304898206,0,0,0.131708387634609,0,0,0,0,0,0,0.00926566116227241,0,0,0,0,0,0,0,0,0,0,0,-0.0321964320799501,0,0,0,0,0.0062042281871716,0,0
X600019.SH,0,0,0.254535878972345,0,0,0,0,0,0,0,0,0.00283675663264923,0,0,0,0,0,0,0,0,0,0,0,0,0.050555298323254,0,0.0858143520830036,0.0237461926777758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104585803628973,0.050681053188259,0,0.0218971284055159,0,0,0,0,0,0,-0.00965467427104095,0,0,0,0,-0.0257688090258688,0,0
X600547.SH,0,0,0,-0.0122097946531951,0,0,0,0.0359526488529789,0,0,0,0.0336967311845126,0,0,0,-0.567904253386694,0,0,0.063301985240917,0,0,0,0,0,0,0,0,1.24914156957724,0,-0.048177063119543,0.130555219200088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040074300413107,0,0,0,0,0,0,-0.00610917656509409,0,0,0,0,0.0408089162349152,0,0
X600011.SH,0,0,0,0,0.0972471715841789,0,0,0,0,-0.0472464802252981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252146667028847,-0.113605825073551,0.114562507152914,0,0,0,0,0.0456681869905284,0,0,0.207688562894218,0,0,0,0,0,0,0,0,0,0,0.039136367806592,0,0.113052406305538,0,0,0,0,0.0164868481932691,0,0,0,0,0.00781553363421048,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0837603740452666,0,0,0,0,0.035501303169914,0,0,0,0,0.039882535500953,0,0,0.0990251060689384,0,0.124575721878029,0,0,0,0,0.0224949345646592,0,0,0.013895718089412,0,0,0.045040018558577,0,0,0,0,0,0,0.0032693690576527,0.0633781042439865,0.00470175084227787,0.013126787118689,0,0,0,0.035923350422483,0,0.00874054729812456,0,0,0,0,-0.0332385547782071,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367349631706424,0,0,0,0,0,-0.17065932968848,0,0,0,0,0,0,0,0,0,0,0,0.06146921122004,0,0,0.176677965564119,0,0,0,0,0,0,0,0,0.0079362627909653,0,0.0527147632719399,0,0,0,0,-0.00716034177754367,0,0,0,0,0.0161475446404135,0,0
