,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600010.SH,X600688.SH,X601600.SH,X600886.SH,X600801.SH,X600362.SH,X002271.SZ,X000786.SZ,X002466.SZ,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600176.SH,X600299.SH,X002353.SZ,X600489.SH,X000792.SZ,X600516.SH,X000898.SZ,X000553.SZ,X600426.SH,X000401.SZ,X601158.SH,X600219.SH,X000932.SZ,X600583.SH,X000709.SZ,X000883.SZ,X002075.SZ,X600612.SH,X600126.SH,X600808.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0666969589424756,0.138545823151931,0,0,0.032495872377311,0.0873480490184093,0,0,0,0,0,0.0291322072558088,0,0,0,0,0,0,0,0,0,0,0,0.121222643664432,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.18754027382322,0,0,0,0,-0.00662162559789036,0,0,0,0,0,0,0
X600028.SH,0.419240371976785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312017605498605,0,0,0,0,0,0,0,0,0.0693356303139882,0,0,0,0,0.0436515808910497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208824645207673,0,0,0,0,0.0788596759906583,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828389699615808,0,0,0,0,0.200697385969746,0,0,0,0.0247951308890482,0,0,0.0165959213629144,0,0,0,0,0,0,0.0614519682540952,0,0,0,0,0,0,0,0,0,0.0639797486524417,0,0,0,0,0,0,0,0,0,0,0.00414740236427264,0,0
X600585.SH,0,0,0,0,0,0,-0.00935703701794132,0,0,0,0,0,0,0,0,0,0.3888452164623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238863270125622,0,0,0.0150349693368747,0.191394514998004,0,0,0.177745931993488,0,0,0,0,0,0,0,0,0,0,0.011219933349265,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.051303424223548,0,0,0,-0.0883101491389106,0,0.052313761535851,0,0.2306916076577,0,0,0,0,0.161804156505487,0,0,0,0,0,0,0,0,0,0,0,0.0802417264839619,0,0,0.0275915735853699,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.208896226614065,-0.0494080308958018,0.00502285517518186,0,0,0,-0.0715261258678427,0,0
X600019.SH,0,0,0,0,0,0,0,0.0776807198727629,0,0,0,0,0,0,0,0,0.065757701635295,0.103645131511526,0,0.11313698233973,0,0,0,0,0,0.1001209777927,0,0,0,0,0,0,0,0,0,0,0,0,0.0505050523107305,0,0.0518544233125124,0.0433575997570898,0.0953959065357848,0,0,0.00716006664400047,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.030479673598148,0,-0.0534526795313789,0,0,0,0,0,0,0,0,0,0,-0.0154174789802673,0,0,0,0,0,0,0,-0.0246631186050783,0,0,0,0.878297231939196,0,0,0,0,0,-0.0836490655343561,0,0,0,0,0,0,0,0.286198072167895,0,0,0,0,0.0238956693502605,-0.0115586929308345,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0271651993045867,0,0,0,0,0,0,0,0,0,0,-0.0751160721111816,0,0.0877386503760649,0,0,0,0,0,0,0,0.172397051502413,0.0262094171737476,0,0.237171000933062,0,0,0,0.227205264669629,0.262823365535354,0,0,0,0,0,0,0,0,0.224014667537237,0,0,0,0,0.0163580324859263,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0577356027246854,0,0,0,0.0334729566967712,0,0,0,0,0,0,0,0,0.156771389578522,0.0556993570991236,0,0,0,0.42191618151779,0.0203611074606882,0,0.0475277742637709,0,0,0,0,0,0,0,0,0,0.0196686937308008,0,0,0,0,0.0111025653403816,0.0302784883552601,0.0423603699960031,0,0,0,0,-0.0104665866681371,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,1.02431058011034,0,0,0.00886218173972489,0,0,-0.0640355921655038,0,0,-0.188326862255373,0.184109984961674,0,0.0402236868276227,0,0,0,0,0,0,0,0,0.397700366918277,0,0,0,-0.38019404370653,0,0,0,0,0.00684613546169573,0,0,0,0.224454135392825,0,0,0,0,0,0,0,-0.0634622895175744,-0.072124662708029,0.110293542312303,-0.37025704366188,0,0,0,0,0
