,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X600660.SH,X600688.SH,X601898.SH,X002466.SZ,X600362.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600547.SH,X000898.SZ,X600516.SH,X300072.SZ,X600111.SH,X002460.SZ,X600027.SH,X000786.SZ,X600176.SH,X600352.SH,X000553.SZ,X000825.SZ,X601992.SH,X600299.SH,X000709.SZ,X000792.SZ,X002271.SZ,X601699.SH,X600426.SH,X600808.SH,X002110.SZ,X600315.SH,X601158.SH,X000883.SZ,X000932.SZ,X600219.SH,X000408.SZ,X600489.SH,X000830.SZ,X000983.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.261077808027711,0,0,0,0,0,0,0.034147756415891,0,0,0,0,0,0.0523450886853029,0,0,0,0,0,0.0890087206781789,0,0,0,0,0,0,0.0377096669079549,0,0,0,0.0442439847761806,0,0.0307685828860851,0.0156250556504335,0.105581946353962,0,0,0,0.0607763435311266,0,0,0,0,0,0.0236311625374709,0,0,0,0,0.00494538499293984,0,0,0,0,0,0,0
X600028.SH,0.398089976475696,0,0.221484650095918,0,0,0,0,0,0,-0.049947143564404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349041917838986,0,0,0,0,0,0,0.182893706719238,0.0364090023090308,0,-0.0371067504400339,0,0,0,0,0,-0.0728341389662589,0,0,0,0,0,-0.00571323881118766,0.00568329158453514,0,-0.0997858299910018,0,0,0,0
X601088.SH,0,0.333101653649744,0,0.228403718576743,0.168763401656483,0,-0.0232051668051613,0,0.181634535885491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232874106269947,-0.0670240075987813,0,0,0,0,0,0,0,0,0,0,0.184703417124073,0,0,0,0,0,0,0,0,-0.122331000807021,0,0,0.0334098887234643,0,0,0,-0.0617433538415618,0,0,0,0,0,0
X600019.SH,0,0,0.230980174924914,0,0,0.0754835297058635,0,0,0.143484831024869,0,0,0,0,0,0.394014444237924,0,0,0,0,0.187053555301073,-0.0525879563954156,0,0,0.00932664292190219,0,0,0,0,0,0,0,0,0,0,0,0.0899685894881537,0,0,0,0,0,0,0,0,0.0546208001893852,0,-0.149567636892001,0,0,0.0584766409136317,-0.00938528285136654,0,0,0.111352054166522,0,0,0,0
X600585.SH,0,0,0.175431634346933,0,0,0,0,-0.109714439498073,0,0,0,0,-0.053248015928655,0,0,0,0,0,-0.0390459432560201,0,0.0816770603954481,0,-0.0619349583357026,0,0,0.131404449784159,0,0,0,0,0,0,0,0,0,0,0.18470984856351,0,0,0,0,0,0.0630382367698432,0,0,0,0.193492203584242,0,0,0,-0.0473109004570939,0.0326082602338179,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0765432202097688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892510048253601,0,0.025729741053,0,0,0,0,0,0,0,0,0,-0.0125009130106719,0.0218489155877787,0,0,-0.042009849221935,0,0,0,0,0,-0.028205427188309,0,0.0212931977390698,0.014842050001312,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03088314324337,0,0,0,0.194330528242146,0,0,0,0,0,0,0.233205771805094,0,-0.0996227931507016,0,0.127745955238414,0,0,0,0.0128027657980575,0,0,0,0,0,0,0,0,0,0,0.0205338653058709,-0.0595211930644573,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0385396596590361,0,0,0,0,0,0,0.609905819123914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216124775031569,0,0,0,0.0306578915602875,0,0,0,0.0314961365215795,0,0,0,0,0,0.17381749686154,0,0,0,0,0.055072763998436,0.0682607886540692,0,0,0,0,0,0
X600188.SH,0,0,0.320538220060436,0.160602969050454,0,0,-0.115536979959775,0,0,0,0,0,0.282001533299619,0,0,0,0,0,0,0,-0.231494869430095,0,0,0,-0.00509175128691734,0,0.244290400336859,0,0.129470081180129,0,0,0.0231423976391618,0,0,0,0.26449401048418,0,0,0,0.0394137660162041,0,0,0,0,0.0109498247186441,-0.0569921196929521,0,0.474683957247664,0,0,-0.0540561066401078,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.313653046527121,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.00570015179235493,0,0,0,0,0,0,0,0.22082372073514,0,0,0,0,-0.203516283474956,0,-0.00389092788525582,0,0,0,0,0,-0.00739072153907871,0,0,-0.166481892864126,0,0,0,0,0,0,0,0.0427062477349264,0.0596628950226568,0,0,0,0.271516001137302,0,0
