,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X601991.SH,X600803.SH,X600027.SH,X000983.SZ,X600995.SH,X000629.SZ,X600096.SH,X600160.SH,X000786.SZ,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X600348.SH,X000933.SZ,X600378.SH,X600141.SH,X600157.SH,X600688.SH,X000630.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.586468308585135,0,0,0,0,0,0.0155145243572041,0,0.203989711296199,0,0,0,0,0,0,0,0,0.0610654165416977,0,0,0,0,0,0,0,0,0,0,0.139196398271048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157117519981352,-0.0195923379835445,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.39741455342394,0,0,0.0249849953218383,0,0,0,0.00602432478553599,0,0,-0.00365883266804618,0,0,0,0.0152320391794488,0,0,0,0,0,0,0.0957616808728844,0.0448743906942398,0.0236563799880224,0.154551741483219,0,-3.46944695195361e-18,0,0,0,0.0354716937831689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251990077048259,-0.0570340846815137,0,0.0042459475933239,0,0,0,0,0,0,0
X600028.SH,0.569902599870555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908534211386689,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.06668685254571,0.0711143863151539,0,0.00373323427527993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288966618579259,-0.0167713187432935,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170765808979475,0,0,0.0439439139328352,0,0,0,0,0,0.154515638318813,0,0,0,-0.0407594040373345,0.0268250614692308,0.248625432643603,0,0,-0.125449573727979,0,0,0.312497151655079,0,0,0,0.070503181420828,0,0,-0.243915194983874,0,0,0,0,0,0,0,0,-0.00312759176543175,-0.011367080036307,0,0,0,0,0,0
X600188.SH,0,0.715021545397102,0,0,0,0,0,0,0,0,0.0928211156705468,0,0,0,0.0709466945387753,0,0,0,-0.0879682654268822,0,0,0,0,0,0,0,0,0,0,0,0.0388183597980151,0,0.0232784020957631,0,0,0,-0.0389622277492307,0,0,0,0,0,0,0.261815295483097,0,-0.0411745977764178,0,0,0,0,0,0.00138600684220712,0.0675519652337017,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.423864059183009,0.149397004472821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631679834576194,0,0.00381297334493345,0,0,0,0.0963408937752995,0,0,0,0,0,0,0,0,0,0,0.00395219970720784,0.0324284945448924,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0799615998753221,0,0,0,0,0,0,0,0,0.313411834350856,0,0.00667897223073571,0,0.270327646645915,0,0.0671424690383469,0,0,0,-0.0112263872169743,0.0447887235191773,0,0.0193015736641337,0,0,0,0,0,0.319053133435787,0,0,0,0,0.0253522433559324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.473604953520173,0,0,0,0,0,0,0,0,0,-0.00895423320912306,0,0,0.104216249409571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898118713264311,0,-0.0179439006537859,0,0,0,0,0,0,0,0.146326870221684,0,0,0.176451757357422,0,-0.00638889180901188,0,0.0200916124012744,0,-0.0318453251695202,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.284072880806749,0,0.0163200788700837,0,0,0,0,0.2378708914853,0,0,0,0,0,0,0.0402681844336804,0.0506957659879286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142319861421696,0.0668029387827048,0,0,0,0,0,0,0,0.0251967627252769,0,0,0,0,0.105511228581674,-0.0131681753823987,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0711582775074285,0,0,0,0,0,0,0,0.349582839666555,0.0925922511181803,0,0,0.146308199920631,0,0,0,0,0.0806312176905405,0,-6.93889390390723e-18,-0.0371350089681815,0,0,-0.127813633523461,0.0134792258580511,0,0,0,0,0,0,-0.0202420601950065,0,0,0,0,0,0,0,0,-0.00131234061337709,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00945845247611353,0,0,0.0297302367489698,-0.015927493937845,0.0082750070693269,0,0,0,0.0225039611871482,0,0,0,0,0.269409442919373,0,0.446157753141854,0,0.048118569927575,0,0,0,0,0,0,0,0,0,0,0.0542818568030756,0,0,0,0,0,-0.0300090384681894,0,-0.021599017960593,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.157990125202496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797001106859376,0,0,0,0.240421746615246,0,0,0,0,0,0.471037537999714,0,0.207441085690212,-0.0280812443122226,0,0,0.0990240667783853,0,0,0,0,0,0,0,0,0,-0.226885812683231,0,0.0504766266629095,0,0.0443617992228121,0,0,0,0.0178549105945179,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.185023513268538,0,0,0.173065400557137,0,0,0,0,0,0,-0.016459142358344,0,0,0.0530478817147221,0,0,0,0,0,0,0,-0.0359234069246197,0,0,0,0,0,-0.0458397102977068,-0.0349517720035629,0,0,8.7372711899486e-05,0,0,0.318945503903636,0,0,0,0,0,0,0,0,0,0.093899997872505,0,-0.00176542211854527,0.0788066839386076,0,0,0,0,0,0
X600660.SH,0,0,0,0.0994633449781576,0,0.277880561837076,0,0,0,0,0,0,0.0863268942324532,0,0,0.182625157981522,0,0,0,0,0,0,0,0,0,0.072927425448482,0.0188012619126132,0,0,-0.0464568427074531,0,0.00701191002491256,0,0,0,0,0,0,0,0.0206173521497225,0,0,0,0,0,0,0,0,0,0.000690692579155213,0,-0.00885375907659698,-0.0218141947677779,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322624067801227,0,-0.185256910056806,0,0,-0.808880287373804,-0.271668638918382,0.289901916963727,0,0,0,0,0,0.28663840363691,0.264767065629673,0,0.146889955076051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908370520189871,0,-0.0519010289508809,0.069751475547465,0,0.348929605799061,0,0,0,0
