,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600489.SH,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X000807.SZ,X600426.SH,X000786.SZ,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000408.SZ,X600157.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600688.SH,X600378.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0932966852292388,0,0,0,0,0,0,0,0.0908602271567753,0,0,0,0,0,0.337568716244201,0,0.2733756794937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179286993133849,0,0,0,0,0,0,0,0,-0.0188035917219528,0,0,0,0,-0.0192179733641198,0,0
X601088.SH,0,0,0,0,0.415192098924474,0,0,0,0,0,0,0,0,0,0,0,-0.0733976051824746,0,0,0,0,0,0,0,0,-0.00401433316545358,0,0.061751718513282,0,0,0,0,0,0.113702615790476,0,0,0,0.085608743462238,0,0,0,0,0.021762571515937,0,0,0,0,0,0,-0.074555816478157,0,0.00205226962716323,0,0,-0.0225759919760947,0,-0.00434612862490611,0,0
X600028.SH,0.144847264625431,0,0,0,0.124774311119975,0,0,0.00884857605306618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629001551778188,0,0,0,0,0.0232904968751269,0,0,0,0.2506589151482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352664938743124,0,0
X600309.SH,0,0,0,0,0,0,0,0.05412922086091,0,0,0,0,0,0,0,0,0,0.0925785851213101,0,0,0,0.198982822493459,0,0,0,0.0157751750645632,0,0,0,0,0,0,0,0,0,0.103038705182028,0,1.73472347597681e-18,0.0160411833302572,0,0,0,0,0,0,0,0,0,0,0.102330452596483,0,-0.0447322901351395,0,0,0,0,-0.00211548703364348,0,0
X601898.SH,0.0324259780423723,0.238470143444116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0444020901400957,0.109105976019035,0,0,0,0,0.00767338512615732,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.271909779619903,1.38777878078145e-17,0,0,0,0,0,0,0.00262313320506471,0,0.0619574984596872,0,0,0,0,-0.0537236773818865,0,0
X600660.SH,0.0178871043166966,0,0,0,0,0,0,0.115216692331189,0,0,0,0,0,0,0,0,0.0554664778598589,0,0,0.331806515910417,0,0,0.0461881966738566,-0.0718436308990668,0,0,0,0,-0.0205047284914216,0,0,0,0,-0.0162626558448294,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.222422038846819,0,-0.0958724027406692,0,0,0,0,0,0,-0.0441602348755627,0,0,0,0,-0.0248303146314665,0,0
X600019.SH,0.251945075324773,0,0,0,0,0,0,0,0,0.194713339405742,0,0,0,0,0,0,0,0,0,0,0.133045937475031,0,0,0,0.0630483135455058,0,0,0,0,0,0,0,0,0,0.0154447356335987,0.0703415321955203,0,0.101436886265332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493868905409729,0,0
X600188.SH,0,0,0,0.262442113988176,0,0,0,0,0,0,0,0,0,0,0,0,0.0618587063332296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244313198939698,0,0,0.0319409628552363,0,0,0,0,0,0,0,0.0596923534321573,0,0,0,0,0,0,0,0.00366678847934211,0,0,-0.0390901174177045,0,0
X600585.SH,0,0,0,0,0.196691135326735,0,0,0,0,0,0,0,0,0,0.0403528497277628,0,0,0,0,0.235426583230453,0,0,0.142211339140495,0,0,0,0,0,0,0.0908881813072346,0,0,0,0,0,0.173883095989073,0,0,0,0,0,-2.77555756156289e-17,-0.0131478732601849,0,0,0,0,0,0,0.0968385354994604,0,0.0800999095456981,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.476771711386617,0,0,0,0,0,0,0,0,0,0,0,0.416944616478656,0,0,0,0,0,0,0,0,0.318235206587531,0,0.2285288368468,0,0,0,0,0,-0.037639390698447,0,-0.0272663599672847,0,0,0,0,0,0,0,0,0,0,0,-0.0296707059755487,0,-0.0129904477307021,0,0,0,0,-0.0399099160959399,0,0
