,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600801.SH,X002460.SZ,X601898.SH,X000792.SZ,X600010.SH,X600886.SH,X601600.SH,X600688.SH,X600660.SH,X000786.SZ,X600362.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X600489.SH,X600176.SH,X000723.SZ,X002075.SZ,X002466.SZ,X600426.SH,X000401.SZ,X000553.SZ,X600126.SH,X002353.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X600583.SH,X000932.SZ,X000883.SZ,X600486.SH,X000709.SZ,X600529.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.11660203954214,0,0,0,0.1237806963654,0,0,0,0,0.0237242041834697,0,0,0,0,0,0,0,0.125780713394416,0,0.000176149808619461,0,0,0,0,0.0595774110910908,0.0523859686159582,0,0,0,0,0,0,0,0,0,0.0360341920184519,0,0,0,0,0,0,0,0.00112171115049757,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.148158707605332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140064395918657,0,0,0,0,0,0,0,0,0.045873931959438,0,0,0,0.110822667519329,0,0,0.0226693210661399,0,0,0,0,0,0,0,0.0134276403302424,0.00746132726810798,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0253132719844878,0,0,0,0,0.52732950914997,0.030110737030356,0,0,0,0,0,0,0,0.0100175184992339,0.137094338294999,0,0,0,0,0,0,0,0,0,0.0953333154186049,0,-0.0538787796935428,0,0,0,0,0,0,0,0,0,0,-0.023282260467351,0,0,0,0,0,0,-0.0286962871824428,0,0.000295112948529796,0,0,0,0,0,0
X601088.SH,0,0,0.0858472298131448,0,0,0,0,0,0.279589407272475,0,0,0,0,0,0,0,0,0.0767988664223241,0.026560354886115,0.110415185800009,0.0938415871961692,0,0,0,0,0,0,0,0,0,0,0,-0.042169932497668,0.0429251589080726,0,0,0,0,0,0,0.0322644029340389,0,0,0,0,0,0,0,0,0,0,-0.0152356271797477,0.030875352846829,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.116263253386453,0,0,0,0,0,0,0,0,0.0368367953650953,0,0,0,0,0,0,0.0345204239215282,0,0,0,0.00967165367466559,0,0.00316285616518818,0,0,0,0,0.110597088794223,0,0,0,0,0.128184576884024,0,0,0,0,0,0,0,0.0173419151238608,0.00586181882068615,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0848848705547561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783324187811509,0,0,0.0877852932881682,0,0,0,0,0.0792906666787499,0,0,0,0,0,-0.0326941159794767,0,0,0,0,0,0,0.0224416440256778,0.0237955968825094,0.0375310643933119,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0746454133663807,0,0,0,0,0,0.0604718106569541,0,0,0.286800394794172,0.0624850237191452,0,0,0,0,0.090404255670606,0.00255809515548129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119092552733313,0,0,0,0,0,0,0,0.017163049038507,-0.00245420238458698,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0470827083322829,0,0,0.110647485205023,0,0,0,0.0857178994769287,0,0,0,0,0,0,0,0,0,0,0,0,0.130554323424776,0,0.0528085488741228,0.0218859178065407,0,0,0,0.121764415725505,0,0,0,0,0,0.101324302724356,0,0,0.112356389409622,0,0,0,0,0.0102834302386339,-0.0364954702063696,0,0,0,0,0,0
X600011.SH,0,0,0,0.0810521858023067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61934662729186,0.0869685138802227,0,0,0,0.0136400240979039,0,-0.0467347516034915,0,0,0.155149844585683,0,0,0,0,0,0,0,0,0,0,0,0.0182829567932184,0,0,-0.0114277382224225,0.0152364790528051,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.225033010334897,0.136210285273095,0,0,0,0,0,-0.0707940248257819,0,0.0978017274894024,0,0,0,0,0,0,0,0,0,0.118851236595134,0,0,-0.0109346145860217,0,0,0,0,0.0968598200463813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414979801630186,0.0293685461533295,0,0,0,0,0,0
X600801.SH,0,0,0.258228132309693,0,0,0,0,0,0,0.0513065132330077,0,0,0,0,0,0,0,0,0,0,0.038073785883117,0,0,0,0,0,0,0,0,0,0,0.114026076817874,0.0383158241705666,0,0,0.434162850654328,0,0,0,0,0,0,0,0.0191485679865284,0,0,0,0,0,0,0,0.00682647756477284,-0.00432104250945111,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20321908039864,0,0,0,0,0,0,0,-0.0343425482919786,0,0,0,0.222377756779959,0.0862029165278688,0.224241287824067,0,0,0,-0.0941766565634418,0.293140155122367,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.229130206205765,0,0,-0.0334672808678866,0,-0.237198076935475,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0236850294690188,0,0.0301333932999262,0,0,0,0,0,0,0,0,0,0,0,0.00639117940816266,0.0754303547128065,0,0,0.011628472035102,0.0409059520079922,0,0.111743376068595,0.124994449304519,0,0,0,0,0,0,0,0,0,0,0,0,0.0236916728374566,0.00442539538383063,0,0,0,0,0,0,0,0,0.0170862389404726,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0172853190177704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158628851999001,0,0,0,0,0,0,4.33680868994202e-19,0.0394928615244438,0.0883354109100385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237110957372786,0,-3.46944695195361e-18,-0.0121031884261813,-0.000877175682954487,0,0.0937524596641686,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0062326310373639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149668412699336,0,0.0756821952006881,0,0,0,0,0.0195558581359685,2.16840434497101e-19,0,0,0,0.0238248470150204,0,0,0,0.0292031179383908,0,0,0,0,0,0,0,0,0,0.00301449582039707,-0.00664962704467579,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.124171351728149,0.00689233721796985,0.0276921839783162,0,0,0,0,0.0342742266336137,0,0,0,0,0,0.0105604908794248,0,0,0.187556759309921,0,0,0,0,0,0.164770641897421,0,0,0,0,0,0.0545759849236605,0,0,0,0,-0.0745506994945214,0,0,0,0,0,0,0,0,0,0,0,0,0.0529465585641851,0,-0.00148863420915592,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0236408553282248,0,0,0,0,0,0,0,0.0175976914798068,0,0,0,0,0,0,0,0.0313553698074238,0.0933503392943782,0,0,0,0.0176587796515105,0,0,0,0,0,0,0,0,0.0836467240652756,0,0.021776370976889,0.0687198655078147,0,0,0,0,0,0,0.0183790288656422,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0959571851718674,0.244824569632866,0,0.119054552114404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269988883494779,-0.0447204917771943,0,0,0,0,-0.0738663534819226,0,0,0,0,0,0.201653525262142,0,0,0.128126819565043,0,0,0,0,0.0668385715830028,0.0238130573036004,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.216205369037568,0,0.0751017389392612,0,0,0,0.138791666625026,0,0.0358274551798264,0,0,0,0,0,0,0,0,0,0,0,0.0480773269283514,0,0.00869117085460938,0,0,0,0,0.0337773159660391,0,0,0,0,0,0,0,0,0,0,0,0.0670346126243435,0.0169427594710549,0.00176479666629164,0,0,0,0,0,0
X000786.SZ,0,0,0.257938041128849,0,0,0,0,0,0,0.112873175074533,0.161451115301758,0.0182232800403925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776323338358126,0.0113398538762175,0,0,0.0269646617438086,0.136720654942134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199514163232093,0.0363048994605382,0,0,0,0,0,0
X600362.SH,0,0,0.337298255085991,0,0,0,0,0,0.0799953036088032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415101218063769,0,0,0.0565552231854403,0,0,0,0,-0.0199985504340034,0.137753184930729,0,0,0,0,0,0,0,0.302806438807765,0,0,0,0,0,0,0,0,0.0980624665894187,0.0243144263906828,0.0028314438075951,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0522968144743846,0.13688385615519,0,0,0,0,0,0,0,0.127604956846357,0,0,0,0.253232154187548,0,0,0.059191811412665,0,0,0,3.46944695195361e-18,0,0,0,0.13336387758271,0.00329784884724461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784584303486487,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0193108023969318,0,0,0,0.0406833334406535,0,0.114886327732067,0,0,0,0,0,0,0,0,0.0434404899259998,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.198726769155523,0.304412006627137,0,0,0,0,0,0.0043987257763566,-0.00823308251032752,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.077863685160222,0.099218133938588,0,0,0,0,0,0,0,0,0,0,0,0,0.104692281440516,0,0.113998034289441,0,0,0,0,0.121349144920815,0,0,0.0702598536714799,0,0,0,0,0.0192037940284801,0,0,0,0,0.238633439048049,0,0,0,0,0,0,0.0752192158169764,0.0382398074802616,-0.0137170837815593,0.00787560818773226,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0836705623038084,0,0,0,0,0,0.0179134422451687,0,2.16840434497101e-19,0,0,0,0,0,0.206416885338598,0,0,0.221143775835977,0,0,0,0.00269281624634156,0.00368001714423771,0.042704632425481,0.0333355016442065,0,0.032683998654152,0,0,0,0,0.178155788335564,0,0,0,0,0,0,0,0,0.0230291219427152,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0808386184999708,0,0,0,0.222135783355303,0,0,0,0,0,0,0.0488383183104921,0,0,0.0605354536864712,0,0,0.0343562241359328,0,0,0.0473102996370481,0,0.0299621009589545,0,0,0.248051692872377,0.0516595612691302,0,0,0,0,0,0,0.0837932218439075,0,0,0,0,0,0,0,0.00962985289714244,0.000255969209931041,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.259509994215369,0,0.316146944165028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648603088999059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449315530327833,0,0.161038968733213,0,0,0,0,0,-0.0140274159249431,0.00981647195126074,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,-0.0227085767616264,0,0.0612729148054895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38892249524897,0,0,0.215300855129889,0,0,0,0,0,0,0.162173055241443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0400143770950202,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0202082080439396,0,0,0,0,0,0,0.0570479014185425,0,0,0,0,0.00659959266194478,0,0,0,0.0483223753766742,0,0,0,0.206254176849025,0,0,0.0506522720227597,0,0,0,0,0,0.0421766439235721,0,0,0.139787295194637,-0.0205265590010107,0,0,0,0,0.123537078836398,0,0.183835986078174,0,0,0,0,0,0,0.00740069064767989,-0.0107038575464747,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.417497227996857,0,0,0,0.141982450743458,0,0,0,0,0,0,0,0.0051848141596292,0,0,0,0,0,0.112969071963239,0,0,0,0,0,0,0,0.0764933191159004,0.0177376451641287,0,0,0,0.024216163687646,0.0125452123107318,0,0,0,0,0,0.0159576530823197,0,0.0885317090787277,0,0,0,0,0,-0.00801040734389379,0.00566449292839403,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.204579269445761,0,0,0.0508279446873318,0,0,0.113506809427321,0,0,0,0,0,0,0,0,0.101903793800163,0,0,0,0,0.145860337029114,0,0,0,0,0,0,0.0328515926787533,0,0.0208415373333499,0.142061295447694,0,0,0,0.0809780023684126,0,0,0,0,0,0,0,0,0,0,0,-0.0531310185483528,0.00405458718994867,0.00179064802192486,0,0,0,0,0,0
