,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X000539.SZ,X002466.SZ,X600309.SH,X000630.SZ,X000792.SZ,X600623.SH,X600098.SH,X600352.SH,X000709.SZ,X000883.SZ,X600160.SH,X600660.SH,X000898.SZ,X600021.SH,X002470.SZ,X601918.SH,X600863.SH,X600489.SH,X000060.SZ,X600808.SH,X600578.SH,X600307.SH,X600547.SH,X300072.SZ,X000629.SZ,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.554766967103319,0,0,0,0,0,0.0338597995885179,0,0.0420313951640753,0.0160164332709249,0,0,0,0,0,0,0.0484723703682502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309297898157075,0,0,0.0779725217909271,0,0,0,0
X600028.SH,0,0,0.262701301358131,0,0,0,0,0,0,0,0,0,0,0,0.18564321442984,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0437736062665585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598620604772306,0,0,0,0,0,-0.0397902515468388,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.519075298938849,-1.38777878078145e-17,0,0.305947868877832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043399431166101,0,0,0,-0.0290209079495486,0,0,0.0112977740062353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00336867177281375,-0.00384940575066182,0,0.065967441429661,0,0,0,0
X600011.SH,0,0,0.0965258839809191,0,0,0,0,0,0,0,0,0.463444334312339,0.0898502413397724,0,0,0,0,-8.67361737988404e-19,0,0.144206333584137,0,0,0,0,0,0,0,0,0,0,0,0,0.0804067079937901,0,0,0,0,0.109325013735055,-0.0914232275697217,0,0,0,0,0,0,0,0,0,0,0,0,0.00212958025846022,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0158315581245217,0,0,0,0,0.0930769776433783,0,0,0.261291785887986,0,0,0,0,0,0.102946039525166,0,0,0,0,0,0,0,0,0,0,0.316640312553356,0,0,0,0,0,0,0,0,0,0,0,0,0.128246165222687,0,-0.00856420163523678,0.0237345755006124,0,0,0,0,0,0
X600019.SH,0,0,0,0.0317898023143042,0,0,0,0,0,0.140895240786776,3.46944695195361e-18,0,0,0,0,0,0,0,0.120912754269855,0,0,0,0,0,0.0569779494652514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243844893460188,0,0,0,0,0.0970295915045143,0,0,0,0.00533280233155604,0,-0.0364787739085639,0,0,0,0,0,0,0
X600585.SH,0,0,0.234619410731355,0,0.0158761081067428,0,0,0,0,0,0,0,0,0,0,0.0301761215705865,0.0198588710101979,0,0,0,0,0,0,0,0.118151917977612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572847769960972,0,-0.0553530230230756,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.220196144675338,0,0,0,0,0.0828264162594555,0,0,0,0,0,0.159185424289369,0.0778308645345424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414058338485279,0,0.0789346277088925,0,0,0,0,0,0,0,0,0,0,0,-0.0134068653601522,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.293362254038626,0,0,0,0,0,0,0,0,0,0,0.0328983488422479,0,0,0.0056279244628451,0.0231780554549901,0,0,0,0,0.0166989942602315,0.0141229809487509,0,0,0,0,0.0166442735692802,0,0,0.0202840056994137,0,0,0,0,0.0693413572552186,0,0,0,0,0,0.0418908260579143,0,0,0,0,0.0854150502328937,0,-0.0513898061557445,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00383584522325649,0,0,0,0,0,0,0.207064734481094,0,0,0.0309057477618227,0,0,0.09218938804883,0,0,0,0,0,0,0,0,0,0,0,0,0.00508342339144085,0,0,0,0,0.0177417526119297,0,0.264511682704786,0,0,0,0.1093812667649,0,0,0.140581787016201,0,0,-0.0239264023829267,0.00267638044486739,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266421995474271,0,0,0.0917112110067787,0,0,0.14600212419587,0,0,0,0,0.128877109909795,0,0,0,0,0,0,0,0,0,0,0,0.135937409438292,0,0,0,0,0,0,0,0,-0.014809339194761,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.339307339603554,0,0,0,0,0,0,0.0459470247168554,0,0,0,0,0,0,0,0.181201297450925,-4.33680868994202e-19,0,0,0,0,-4.33680868994202e-19,0.0131294332028826,0,0.0544540321752342,0.000722583737492576,0,0,0,0.0716376846292713,0,0,0.039364304350126,0,0,0,0.0736885140979765,0,0,0,0,0,0,0,0,0,0,-0.0125778062580923,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.308856512741025,0,0,0,0,0,0,0.279320399960021,0,0,0,0,0,0,0,0,0.00636236009391492,0,0.0222549716622314,0,0,0,0,0,0,0,0,0.00596025054785008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120846653717638,0,-0.0531055113664664,0.014732109990031,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0713299845389539,0,0,0,0,0,0,0,0,0,0.0862814723840556,0,0,0,0,0,0,0,0,0.607727907039106,0,0,-0.0707466235717225,0,0,-0.335110349973686,0,-0.00355244274304336,0,0,0,0.00405054095778637,0,0,0,0,0,0,0,0,-0.0513960431234022,0,0,0,-0.105708210491448,-0.0931849403012906,-0.249729586741144,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.178975717931013,0,0.14680108489513,0,0,0,0,0,0,0,0.0160954292820966,0,0,0,0.109762896453152,0,0,0,0,0,0,0,0,0,0,0,0.0394748069362053,0,0,0.0946356422250373,0,0,0,0,0,0,0,0.276469997105032,0,0,0,0,0,0.0177917784495764,-0.042072447140362,0,0,0,0,0,0
X600111.SH,0,0.131382770866508,0,0,0.153591127992874,0,0,0,0,0,0,0,0,-0.0455953583858387,0.139074520861838,0,0.0355378258082393,0.0298308481106855,0,0,0.0561328960078385,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502114172395811,0,0,0,0,0.133270192142863,0,0,0.175389610814609,0,0,0,0.0121623613327837,0,0,0.0331376623772518,0,0.00519952769326735,0,-0.0440489480305675,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0803219946377976,0.147715405987869,0,0,0.031599575882143,0,0.157077132379549,0,0,0,0,0.00931293825754318,0,0,0,0,0,0,0.0574559331549272,0,0,0,0,0,0,0.211126163365764,0,0,0,0,0,0,0.119629645230993,0,0,0,0.241134014415182,0,0,0,0,0,0.0416522310189937,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.21643521381448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313957667145376,0,0,0,0,0.204849392504455,0,0,0,0,0,0,0,0.109608678765017,0.0618958687357339,0,0.0893364880423806,0,0.00209792475930113,0.0727980481182214,0.197838691403584,0,0.0069648175917342,0.0242396700062635,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0938655017946278,0,0,0,0,0,0.359997181591354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047589203291989,0,0,0,0.0581443328867777,0,0,0.0928838431363883,0,0,0,0,0,0.173727119632974,0,0,0,0,0,0,0,0,-0.00106778090540468,-0.0136197943095435,0,0,0,0,0,0
X601992.SH,0,0,0,0.00734052294202478,0.0888966346823237,0,0,0,0,0,0,0,0.102463549540943,0,0,0,0,0,0.126992291901295,0,0,0.0168866103983506,0,0,0.0556505000270955,0,0,0,0,0,0,0.0712588278236958,0,0,0,0,0,0.0850717644771471,0,0,0,0.0444180756460043,0,0,0,0,0.353102041878839,0,0,0,-0.0286875592137318,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.119986263886356,0,0,0,0,0.132787308737137,0,0,0,0,0,0.342665701382916,0,0,0,0,0,-0.130439779884247,0,0.151032998842977,0,0,0,0,0,0,0,0,0.0456009366480399,0,0,0,0,0.321172513786058,0,0,0,0,-0.19122268999694,0,0.00277030155636313,-3.46944695195361e-18,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.1212441115955,0,0,0,0,0,0,0.025045394690226,0,0,0,0,0.0339432812502116,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0647664221026328,0.20986938273671,0,0,0.185399661494442,0,1.73472347597681e-18,0,0,0,0,0.215953044082484,0,0,0,0,0,0,-0.0293676229972328,0.0204161862215566,0,0,0,0,0,0
X600583.SH,0,0,0.119511580753827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220039520075856,0.065329373799371,0,0.0889078028515835,0,0,0,0,0,0,0.266675563057285,0,0,0,0,0.0156578462851329,0,0.000434101385899728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00690096003842094,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495541390265347,0,0,0,0,0,0.0625270192614925,0,0,0,0,0,0,0,0,0.0946647874193114,0,0,0,0,0.03830499062682,0,0,0.00713712406665884,0,0,0,0,0,0,0,0,-0.0418432763353835,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200832068160449,0,0,0,0,0,0.302381621834421,0.20714099643113,0,0,0,0,0,0,0,0.176756326329711,0,0,0,-0.0870946604900571,0,0,0,0,0,0.506384121865469,0,0.0258276154968757,0,0,-0.0243815101121289,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0316939976850582,0,0,0,0,0.283225683124755,0,0,0,0,0,0.144088823812471,0,0,0,0,0,0,0,0,0,0,0,0,0.0253469775476141,0,0.166677382900055,0,0.034277445166262,0,0,0.0731433022490801,0,0,0,0.0385905032324153,0,0,0,0,0,0,0,0,-0.00623395721716601,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249558913715441,0,0.1092084928892,0,0.0535912349891867,0,0,-0.140004516583213,0,0,-0.0470625530427402,0.115387263071784,-0.217994155190422,0,-0.0675225580089962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211199361919298,0,0.0401783285903693,0.0775358613773388,0,0,0,-0.228003810991157,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.289871279486646,0,0.0730071809647337,0,0.0706140375979907,0,0,0,0,0,0,0,0,0.119614189251,0.0406835680162684,0,0,0.235785161069842,-0.03496152789079,0,0,0,-0.101491007503774,0,0,0,0.18457713406145,0,0,0,0,0.0458822205490228,0,0,0,0,0,0,0,0,0.0568085766356688,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547948280666572,0,0,0,0,0.100233546050756,0,0.198233120691044,0,0,0,0,0,0,0,0,0.157269400261644,0,0,0,0,0,0,0,0.159326839143687,0,0,0,0,0,0.24343519347695,0.0924258862034839,0,0,0,0,0,0,0,0,0
