,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X600688.SH,X601898.SH,X600795.SH,X601991.SH,X601600.SH,X600309.SH,X300072.SZ,X600660.SH,X600547.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600339.SH,X002466.SZ,X600157.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600489.SH,X600008.SH,X600299.SH,X002460.SZ,X000883.SZ,X600352.SH,X600219.SH,X600583.SH,X600176.SH,X002271.SZ,X600578.SH,X000723.SZ,X000630.SZ,X000539.SZ,X000408.SZ,X600021.SH,X000027.SZ,X000792.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.336449131990546,0.0755699427807546,0,0,0,0,0.0633574230809847,0.0157998964248315,0.0293238793718643,0,0,0.116871254533712,0.0189713105392701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157770045442828,0,0,0,-0.0401444674643187,0,0,0,0.00614423658201985,0,0,0,0,0,0,0,0.0497477007916077,0,0,0,0,0,-0.00715630690913923,0.00639266813795992,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0719579666679621,0,0,0,0,0,0,0,0.0103425098240714,0.0764259448563129,0,-0.00121637472782187,0.0316707643762616,0,0.0330894721322713,0,0,-0.0817868766593463,0.0204172959134837,0,0,0.0542949907024945,0,0,0,0,0,-0.0777970999261459,0,0,0,0.0837151232211758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00199976950150967,0,0,0,0,0,0
X601088.SH,0,0,0,0.0578555666847708,0,0,0,-0.0410560397310653,0,0,0,-0.0306282212981962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167712108375732,0,-0.0079530415897914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167177728741723,0,0,0,0,0,0.00216803536164159,-0.00273948918499417,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0191949936929412,0,-0.0695307999272249,0,0.145535169739172,0,0,0,0,0,0,0,0,0,0,0.559489877450184,0,-0.0448171302559698,0.0122103370658803,0,0.0418740690354491,0,0,0,0,0,0,0,0.0554900227164368,0,0,-0.0262267447216238,0,0,0,0,0,0,0,-0.00732757074076581,-0.0400331587750947,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0628242790241518,0,0,0,0,0,0,0,0,0.256058806781667,0.0204362200969728,0,0,0,0,0,0,0,0,0.126758218890962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197075103306723,0,0,0,0,0,0.0747669128810535,-0.0445916607624376,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.164078386149201,0,0,0,0,0,0,0,0,-0.0461994551984721,0,0,0,0.3254078546093,0,0,0,0,-0.017195240135989,0.000198065226367547,0,0,0,0,0,-0.010221133554041,-0.0613774538261195,0,0.105666861479992,0,0,0,-0.0752289433361737,0,0.0995968698394481,0,0,0,0.073080228589287,0,0,0,0,0,-0.0416317037427527,0,-0.0278129548736499,0,0,0,0,-0.228335156188998,0,0
X600010.SH,0,0,0,0.149988059291847,0,0,0,0,0,0,0,-0.0570260710317774,0,-0.0119751306536779,0.020569573946131,0,0,0,0,0,0,0.107361479049005,0,0,0,0,0.102395578618219,0,0,0,0.0426408322799677,0,0,0,0,0,0,0,0,-0.00466657479795832,0,0,0,0,0,0.0560360705881399,0,0,0,0,0,0.0265743366014211,0,0,0,0,0,0
X601992.SH,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0849890896884189,0,-0.00572850114650313,0,0,0,0,0,0,0.666776950352653,0,-0.187975183116026,0,0,0,0,0.24576189267355,0.0220581174600425,0.302876575802264,0,0,0,0,0,0.149782910794682,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00410963062405324,0,0,0,0,0,0
X600688.SH,0.195322773944739,0,0,0.040027139548344,0,0,0,0,0,0.0290920439351899,0,-0.0862784621528912,0,0,0,0,0,0.00779524722577635,0,0,0,0,0,0,0,0,0,0,0,0.0361039191215879,0,0,-0.0418463361041439,0,0,0,0.109177305008302,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00219675425249633,-0.0198152007545047,0,0,0,0,0,0
X601898.SH,0,0,0.183088003974167,0,0,0,0,0,0,0,0,0,0,0.0575193193348178,0,0,0,0.20939314553991,0,0.0687753852567583,0,0,0.019556318383263,0.0733107025008156,0,0,0,0,0,0,0.0191287789156915,0,0,0,0,0,0.149408846658531,0,0,0.0638307648488488,0,0,0,0,0,0,0,0,0,0,-0.00609171413266852,0.00353933122832082,0,0,0,0,0,0
