,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X002460.SZ,X600188.SH,X600801.SH,X002466.SZ,X600352.SH,X600795.SH,X601991.SH,X000786.SZ,X600688.SH,X002271.SZ,X600111.SH,X600176.SH,X601992.SH,X000723.SZ,X002353.SZ,X600027.SH,X600583.SH,X600516.SH,X600426.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X601158.SH,X000709.SZ,X000883.SZ,X600612.SH,X000553.SZ,X000792.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X002080.SZ,X600808.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0875818535926451,0,0,0,0,0,0,0,0,0.0197523815489959,0,0,0,0,0.221571952634651,0,0,0.0249155789145265,0,0.00392605531372774,0,0,0,0.046438994915727,0,0,0,0.184581839141775,0,0,0,0,0,0,0,0,0,0,0.0159208488005534,0,0,0,-0.00739805334724183,0.00732328943827687,0,0,0,0,0,0
X600028.SH,0.0770235542119308,0,0,0,0,0,0,0,0.00367117869240239,0,0,0,0,0,0,0,0,0,0.0301682228857404,0,0,0,0,0.182395331409632,0,0,0,0,0,0.0608888776473137,0,0,0,0,0,0,0.0346360701194469,0,0,0,0,0,0,0,0,0,0,0,0.0430802728942898,0,0,-0.0222273521673835,0.00914636101057433,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.084222901543283,0,0,0,0,0,0,0.306944071675973,0.0339061004210182,0,0,0,0,0,0,0,0,0,0,0.0387392649365728,0.0272423109483447,0,0,0.00385310610782588,0,0,0,0,0,0,0,0,0,0.00399371205249771,0,0,0,0,0,0,0,0,-0.00969772618489108,0.0115513664137929,0,0,0,0.00205414232660899,0,0
X600585.SH,0,0,0,0,0.137331470954844,0,0,0,0,-0.041409632031349,0,0,0,0,0,0,0,0.415028226827124,0,0,0,0,0.00779978074819543,-0.110119376264803,0,0,0.0136036305084564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377726058487936,0,0,0,0,0,0,0,0.0386502360144708,-0.0252258364851241,0,0,0,0,0,0
X600309.SH,0,0,0,0.0763520222138158,0,0,0.0117851422535057,0,-0.0401463131542942,0,0,0,0,0,0,0,0,0.237532497302752,0,0,0,0,0,0,0,0,0,0,-0.269118723878626,0,0,0,0.178461310748495,0.000667433731723888,0,0,0.0874148896778991,0,0,0,0,0,0,0.0449482208654597,0,0,0,0.0690210238853461,0,0,0,0,-0.0340514921509166,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0561297070783095,0,0,0.072774267461102,0,0,0.1285196122462,0,0.0574296001360663,0,-0.00288403259278422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103282409631423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208818896921211,0.0226579134077494,0,0,0,0.0428596782523885,0,0
X600547.SH,0,0,-0.153813950820661,0,0,-0.13138065467535,0,0,-0.106491588641035,0,0,0,0,0,0,0,0,0,-0.100879981038866,-0.0885971767063754,0,0,0,0,0,0,0,0,-0.0271314485292729,0,0,0,0,0,0,0,0.888571023436727,0,0,0,0,0.0294041850262488,0,0.0668495967532855,0,-0.0936194195804765,0,0,-0.0136040814673605,0,0,-0.043078063332207,0.0429827236723384,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.100250090358011,0,0,-0.198062619560255,0,0,0,0,0,-0.0124648923117212,0,0,0,-0.00382357699857989,0,0.518902250153082,0,0,0,0,-0.0370784929453931,0.135070353828486,0.11828497454325,0,0,0.422330915559863,0,0.0701909561131242,0,0,0,-0.154192855701561,0,0,0,0,0,0,0,0,-0.112410546593071,-0.0618868419532995,0.0619221007025963,0,0,0,0,-0.00532375500322256,0,0,0,0,0,0
X000708.SZ,0,0,0,0.128362906462691,0.0169463923817528,0,0,0,0,0,0,0.527798449859106,0,0,0,-0.22041922791235,0,-6.93889390390723e-18,0,0.0772617706262895,0,0,0.352578722156644,0,0.0679985261676428,0,0,0,0.311769837191105,0,0,0,0,0,0,0.158615205316179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256528887951487,0,0,0,0,0,0,0
X601898.SH,0.294227918137993,0,0,0,0,0,0,0,0.0500185596906887,0,0,0,0.037784914589703,0,0,0,0.493635228932858,0,0,0,0,0,0,0,0,0,0.0783861751072216,0,0.0877363512008344,0,0,0,0,-0.0813650688692682,0,0.102641645115308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300232860230136,0.0317384878024545,0,0,0,-0.0277310209790297,0,0
X600660.SH,0,0,0,0,0.0124452273588579,0,0.0579552531580241,0,-0.0545637514952197,0,0,0,0,0,0,0,0,0.00489447710961058,0,0,0,0,0,0,0,0,0.022880606826122,0.221975611611516,0,-0.0651467700450655,0,-0.0433211370899911,0,0,0.0513751968956283,-0.00712422622346418,0,0.173921516142553,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0422568324736292,0,0,0,0,0.00458682844509875,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.232957720352234,0,0,0.146795509302089,0.0813792512968457,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0045946022072542,0,0,0,0,0,0,0,0.010226556850948,0,0,0.0241748532356877,0,-0.106743169759584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255621954215939,0,0,0.000145407190992547,0.0270879674528053,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.242848671940994,0,0.0935731479398223,0.249370725397324,0,0,0,0,0,0,0,0.0582932667392819,0.0289646611741533,0,0,0,0,0,0,0,0.12985177151917,0,0,0,0,0,0,0,0,-0.0258499862804464,0,0,0,0,0,0,0,0.11016259610842,0,0,0,0.0158329355293356,0,0,0,0,0.0122202593006382,0,0,0,-0.0123460679203886,0,0
X601600.SH,0,0,0,0,0.00929471586598661,0,0,0,0,0,0,0,0,0,0.167818313988764,0,0,0.00902612125168302,0,0,0,0,0,0,0,0.17737809211246,0,0.427094591625788,0,0,0,0,0.028640779867219,0,0,-0.0318894019600857,0.01721564818374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599444335139023,-0.0376458304675865,0,0,0,0.00215983309479897,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0390788172570654,0,0,0,0,0,0,0,0.0105868094493881,0.015306385142549,0,0,0,0,0,0,0,0.0314034873142307,0,0,0.108203002542769,-0.0104291022967056,0,0,0.171603612839777,0,0,0,0,0,0,0,0,0,0,0,0.0308248875183237,0,0,0.103198324216829,0,0,0,-0.00922802148216832,-0.0177726172277949,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0683605890858372,0,0,0,-0.47163323353742,0,0,-0.144705217951994,0.34640804549288,0,0,0,0,0,0,0,0.132299829610857,0,0.095997695007342,0,0,0.481966213520892,0.302159538771102,-0.152744568917919,0,0.0192387274774788,0,0,0,0,0,0,0,0,0,0,0,0.0873240308070554,0,0,-0.0331733602539623,0.0103036464188788,-0.0204997599534748,0,0,0,0.0370612433576889,0,0
X600188.SH,0,0,0.0863289183228869,0,0,0,0,0,-0.0935195083835459,0.40338610821077,0,0.116497437909789,0,0,0,0,0,0,0,0.0917755178941113,0,0,0,0,0,0,0,0.0325525275434081,0,0,0,0,0,0,0,0.159265846037366,0,0,0,0,0,0,0,0,0.0144208582427181,0,0,-5.42101086242752e-20,0.153670881324492,0,0,0,0,0,0,0,0.00629071694160104,0,0
X600801.SH,0,0,0,0.382743569719584,0,0,0,0,-0.154502136024945,0.0391486177580617,0,-0.0806331447501956,0.232391410568423,0,0,0,0,0,0.131804507271668,0,0,0,0,0,0,-0.0462466284668691,0,0,0,-0.012292831436411,0,0,0,0,0,0,0,0.957074544464249,0,0,0,0,0,-0.0654013439835821,0,0,0,-0.0452773564609016,0,0,0,-0.0284305444219731,0,0,0,0,0.0283337768465239,0,0
X002466.SZ,0,0,0,0,0.194446575399371,-0.413637902797173,0,0,0.122165853648271,0,0,0,0.262120823600315,0,-0.189059009634258,0.712233062265094,0,0,0,0,0,0,0,0,-0.0528096367772687,0.0619091441649092,0,0,0,-0.0618006925724307,0,-0.0167686283223317,0,0,0,0,0,0,0,0,0.173005855026018,0,0,0,0,0,0,0,0,0,-0.00167130151865157,0.0363330416511406,0.0482648319494877,0,0,0,0.123686552845023,0,0
X600352.SH,0,0,0,0,0.113459828715187,0,0,0,0.0852451394612625,0,0,0.0361903467456711,0,0,0,0,0,0.0755602929824218,0,0,0,0,0,0,0,0,0,0.330764319162231,0.0208619680370774,0,0,0,0.0159979341632864,0,0,0,0,0,0,0,0,0,-0.0567098435773959,0,0,0,0,0,0.131548422668487,0,0,-0.00260776517909125,0,0,0,0,-0.0107697243838127,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0581679729122791,0.00767088826163257,0,0,0,0.130256496244747,0.0178133372364831,0,0,0,0,0,0,0,0,0,0,0,0,0.0869562634533648,0.173751668131603,0,0,-0.0117641232667232,0,0,0,0,0,0,0,0,0,0,0,0,0.151852890719386,0,0,0.012361542735668,-0.0219223876829575,0,0,0,-0.0350245390602124,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0369137084330814,0,0,0.0956911179935169,-0.0044955264771816,0.165162629088848,0,0.0386055683308964,0,0,0,0,0,0,0,0,0,0,0.018229073664537,0,0.0176469866246906,0,0.166800683452766,0,0,0,0.0449440691977923,0.0483563801737669,0,0,0,0,0,0,0,0,0.0251032420076479,0,0,0.0205404411947862,0.030696728820459,0.0390021697843104,0,-0.0237578584400764,0.0198850673963736,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,-0.243826247941348,-0.0450563396208604,0,0,0,0,0,0,0,0,0.193833942711184,0,0,0,0,0,0,0.0552228647204463,0,0.0444749556616547,0,0,0.277623886141592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136463851401777,0,0,0,0,-0.00256590315433782,0,0,0,0.0692151599293565,0,0
X600688.SH,0.215100260712579,0,0,0,0,0,0,0,-0.048737167516749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525432676646836,0,0,0,0,0.100325483146083,0,0.0855723263731441,0.113213280852413,-0.0664191941221219,0.0516781010866308,0,0,0,0,0,0.142025452520359,-0.0350935879549025,0,0,0,0,0,0,0,0.00284747120790461,0.0456573238643211,0,0,0,0.130791509196689,0,0
X002271.SZ,0,0,0,0,0.314900067838603,0,0,0,0,0,0,0,0,0,0,0.031700455888481,0.0504556603898722,0.0720670283017035,0,0,0,0,0,0,0,0.211673180341434,0,0,-0.0803006362783391,0,0,0,0.341774320322727,0,0,0,0,0,0,0,0,0,0,-0.123987225183482,-0.323605104756533,0,0,0,0,0,0,0.00603631457925973,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0365308611237446,0,0,0,-0.131602227352136,0,0,0.138018199859594,0,0.088698627592049,0,0.291269572633688,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,-0.034943761927929,0,0,0,0,0,0,0,-0.0973691505592625,0,0,0,0.0977535335607361,0,0,0,-0.00535848433033696,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,-3.46944695195361e-18,-0.0530117733212399,0,0,0.0291228988012519,0,0,0.0335684689443199,0,0,0,0,0.0532106962886676,0,6.93889390390723e-18,0,0,0,0,0.157204618449363,0,0,0,0,0,0,0,0.18888819420146,0,0.135623226489019,0,-0.0806269491549693,0,0,0,0,0,0,0.102167758053068,0,0,0,0,0,0,0,0,0,0,0,0,-0.00175645371783865,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.0884911720300435,0,0,0,0,0.180616517000216,0.032338762934778,0,0,0,0,0,0,0.0401457504617509,0,0,0,0.145444380886709,0,0,0,0,0,0,0.0539597143782919,0,0,0.176458769847313,0,0,0,0,0,0,0.0964739456356613,0,0.032645555399524,0,0,0,-0.02844157169808,0.00626602866570027,0,0,0,-0.0273637831220734,0,0
