,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X601600.SH,X000301.SZ,X600660.SH,X000708.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X601699.SH,X600176.SH,X600027.SH,X601991.SH,X000983.SZ,X600489.SH,X000807.SZ,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X600378.SH,X002080.SZ,X000723.SZ,X600219.SH,X600096.SH,X000933.SZ,X000408.SZ,X000932.SZ,X300037.SZ,X600688.SH,X600157.SH,X600141.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.199049072886248,0,0,0,0,0,0,0,0,0,0,-0.0564492464301164,0,0.113148243269543,0,0,0,0,0.0884512875839513,0,0,0,0,0,0.00398902201262291,0.0721705405709759,0.0191813718925474,-0.0156714582901437,0,0,0,0,0,0.0652664604237347,0,0,0,0,0,0,-0.0666452717837445,0,0,0,0,0,0,0,0,-0.0241062948181076,0.0569976477030846,-0.0752067616876752,0,0,0,0,0,0
X600028.SH,0.246528668607639,0,0.144865736130648,0,-0.113059289368474,0,0.0046807983187041,0,0,0,0,0.237448768812671,0,0,0.0368240478095425,0,0,0,0,0.0199465878978347,0,0,0,0,0,0.046845292520979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020826112585875,0,0,0,0,0,0.0122689307254201,0,0,0,0,0,0,0
X601088.SH,0,0.174945400299488,0,0,-0.0106645206045495,0,0,0,0.0465327066426204,0,0,0,0,0,0.0435343532150146,0,-0.0223793896329077,0,0,0.0384828864450019,0,0,0,0,0,0,0.117546657597826,0,0,0.131821193749409,0,0,0,0,0,0,0,0.0115891230983609,0,0,0,0,0.110695046326654,0,0,0,0,0,0,0.0701514674719402,0,0,-0.0229904565018224,0,0,0,0,0,0
X600309.SH,0,0.11219507085835,0,0,0,0,0,0,-0.0978431601561427,0,0,0,0,0,0,0.0841144413480644,0,0,0.124867352502555,-2.71050543121376e-20,0,0.0492477568784193,0.247118079474773,0,0,0,0,0.00838568159096939,0,0,0,0,-0.0744144934563175,0,0,0,0,0,0,0,0,0,0,-0.0816988737392574,0.252725859164859,0.0411017107205207,0.183696876531208,0,0,0,0,0,0.0323091564979597,0,0,0,0,0,0
X600188.SH,0,0,0.255581480421301,-0.029688208049494,0,0,0,0,0,0,0,0.282005983981028,0,0,0,0,-0.324208520915265,0,0,0.104995917492168,0.0916919095012108,0,0,0,0,0.0210228741562395,0.098002422658657,0,0,-0.163747529650056,0.081344793248289,0,0.0595089705957004,0,0,0,0,0,0,-0.172995062770369,0,0,0.194102762912784,0,-0.122887143079234,0,0,0,0,0,0,-0.0276338359315511,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835028309060598,0,0,0,0.0569465617985486,0,0.439781496745413,0,0,0,0,0,0.00952652554571386,0,0,0,0,0,0,0.0487306268497878,0,0,0,0,0.0227085517450948,0,0,0.0815641296412188,0,0,0,0,0,0,0,0.0851036937060234,0.000955187185476896,0,0,0,0,0,0,0
X600019.SH,0,0.304008797132732,0,0,0.155702740286974,0.18823690113325,0,0,0,0,0,0,0,0,0.0334587957385907,0.0779365795695198,0,0,0,0.0348721579651836,0,0.172147007600244,-0.124377165491211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744827121559821,0,0,0,0,0,0,0,0,0,0,0.128366182747231,0,-0.000712631166068208,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.00881567276684983,0,0,0,0,0.614799664688184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326707816951326,0,0,-0.0559720477236987,-0.0348023916976483,0,0,0,0.0459994323572749,0,0,0,0.0173657539486897,0.203966961787386,0,0.0178705869407637,0,0,0,0,0,-4.33680868994202e-19,0.00899658724312196,0,0,0,0,0,0
X600011.SH,0,-0.0361815291394405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085983993802813,0,0,0,0,0,0,0,-0.140882822182495,0.460506158996217,0,0,0,0,0,0.089292519753369,0,-0.0960187168843327,0.109245294954827,0,0,0,0,-0.0569745810418415,0,0,-0.0453416694049488,0,0,0,0,0,-0.0120634828453689,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0165760463531392,0,0,0,0.542341317397741,0,0,0,0,0,0.139254159070213,0,0,0,0,0,0,0,0,0,0.127856781967437,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0226711686212597,0.0721818531763448,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316988231538822,-0.0180539448658264,0.0131590975698151,0,0,0,0,0,0
X000792.SZ,0,-0.0514795243555062,0,0,0,0,0,0.13437472137908,0,0,0,0,0,0.143809323467915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125467150454053,0,-0.131616431608658,0,0.0879880413915105,0,0,0,0,0,0,0,0,-0.00425676792053695,0,0,0.0384995426941261,0,0,0,0,0,0.000905773731032694,0,0,0,0,0,0,0
X601898.SH,0,0.622494036632371,0,0,0.303539992293704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138328155529272,0,0,0.0060074646096649,0,0,0.0957201576760506,0,0.0394923886285518,0,0,0,0,0.109296934312767,0,0,0,0,0,0,0,0.218915383624919,0,0,0,0,0,0,0.00509359620297089,0.0705409293745484,-0.0981249222051997,0,0,0,0,0,0
