,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600985.SH,X600688.SH,X000629.SZ,X002080.SZ,X002353.SZ,X300037.SZ,X601168.SH,X002128.SZ,X600612.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.907768495493198,0,0,0,0,0,0,0.112277968097589,0,-0.00150843905618358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553981437735209,0,0,0,0,0,0,0,0,0,-0.0292092540228575,0.141391854016632,0,0,0,0.0495582750827546,-0.00924677733428018,0,0,0,0,0,0,0
X600028.SH,0.603709664687249,0,0,0,0,0,0,0,0,0,0,0,-0.00275707684266245,0,0,0,0,0,0,0,0,0.0537861383387769,0,0,0,0,0,0.049613832350249,0.110434383772149,0,0,0,0,0.114365047871449,0,0,0,0,0,0,0,0,0,0,-0.166022395781673,0,0,0,0.0137468175693078,0,-0.0596480306496507,0.00290411304749068,-0.00296851289087997,4.33680868994202e-19,0,0,0,0,0
X601088.SH,0,0,0,0,0.26775384360806,0,0,-0.0425729981850294,0,0,0,0,0,0,0,-0.00322287708617256,0.0587685140725191,0,0,0,0.24734248295477,0,0,0,0,0,0,0,0.00942064268437756,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0787882031749291,0,0,0,0,0,0.00794518091284644,0,0,0,0,0,0
X600309.SH,0.0189807777045642,0,0,0,0.0580791387050915,0,0,0,0,0,0.19140224264648,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.113609055339845,0.03589581263151,0,0,0,0,0,0,0,0,0,0,0.0539445652222338,0,0,0.0464706891454354,0,0,0,0,0.0290897158426885,0,0,0,0,0,0,0
X600188.SH,0,0,0.391274989434123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440595473393883,0,0,0,0,0,0.219222508765639,-0.0798583559483386,0,0,0,0,-0.0459955507639541,0,0,0,0,0.0149760933225018,0,0,0,0,0,0,0.123911259418541,0,0,0,-0.0614993716946398,0,0,0.0128840193532193,0,0,0,0,0,0,0
X600019.SH,0,0.146215986232313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157085028002376,0,0,0,0,0,0.0804418983630031,0,0,0,0.0988762594853081,0,-0.0154967456291391,0,0,0,0.279177897597847,0,0,0,0.0238977153730956,0.0776669945685536,0,0,0,-0.0555155414871096,0,-0.20665313279556,0,0,-0.0840775387881872,0.184546524974413,0,0.00828538403252009,0.018709544718181,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.141125335976142,0,0,0,0,-0.180346672099091,0,0,0.0349008741549959,0,0,0,0,0,0.0760496763258504,0,0,0,0,0,-0.0742463343340382,0.0448240570244038,0.0685080466431593,0,0,-0.0281019326197603,0,0,0,0,-0.0822166430350569,0,0,0,0,0,0,0,0,0.476470606652556,0,-0.0148895586163606,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.162676736257316,0,0,0,0,0,0,0,0,0.327179386239508,0,0,0,0,0,0,0,0,0,0,-0.132885155327992,0,0,0,0,0,0.757819802214949,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157211419721357,0,0.145351639279096,0,0,0,0,-0.159741105098492,0,-0.0207714175806524,0,0,0,0,0,0
X601898.SH,0.0558740224555756,0,0,0,0.0230102860083599,0,0,0,0,0,0,0,0,0,0.0604229339366942,0,0,0,0,0,0,0,0,0,0,0.240987475686638,0.0706788465519367,0.0660209498272322,0.220859718289199,0,0,0,0,0,0,0,0,0,0,0,0.0895859982738643,0,0,0,0,-0.153678913563005,0.0156764544688118,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.103648076961873,0,0,0,-0.0495034933708542,0,0,0,0,0,0,0,0,0,0,-0.0001427167040128,0,0,0.0828713761333926,0,0,0.560406690665562,0.163953644743047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301468141987693,0.0463671210709124,0,0,0,0,-0.129377467875435,0,-0.0129451975411665,-0.00416045194229003,0,0,0,0,0,0
