,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X002466.SZ,X600176.SH,X600426.SH,X600011.SH,X000301.SZ,X601600.SH,X600886.SH,X601898.SH,X600010.SH,X600111.SH,X600188.SH,X600352.SH,X600219.SH,X601991.SH,X600486.SH,X600801.SH,X002080.SZ,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X002353.SZ,X601168.SH,X600027.SH,X600399.SH,X601992.SH,X600157.SH,X600299.SH,X000932.SZ,X002409.SZ,X000898.SZ,X000027.SZ,X300073.SZ,X000630.SZ,X600516.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00435503977430612,-0.0127282737649267,0,0,0,0,0.114446777401812,0,0,0,0,0,0,0,0,0,0,0,0.0608684880049247,0,0,0,0,0,0,0,0,0,0,0,0,0.00627183053614701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022428916275086,0,0,0,0,-0.00181687187683203,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0209950653309202,0,0,0,-0.00941494011745273,0,0.0243420498910971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907638693682627,0,0,0,0,0,0,0,0.0462093997764062,0,0,0,0,0,0,0.138630838671598,0,0,0,0,-0.00832753332878681,0,-0.00386144889377414,0,0,0,0,-0.00591532948435424,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.00415212468284373,0,0,0,0,0,0,0,0,0,0,0.243176578371444,0,0,0.343666468003133,0,0.0992243740171311,0,0,0,0,0,0,0,0,-0.0485726661654663,0,0.077869130695943,0,-0.0255970589736294,0,0,0,0,-0.0862305359671825,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094741710634517,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0638934708397325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104806075461671,0,0.169532441433425,0,0,0,0,0,0,0,0.00799013643592674,0,0,0,0,0,0,0.274436221266727,0.0213258843033403,0.0289384437757571,0,0,0,0,0,0,0,0.0347157670986735,0,0,0,0.0206196879477964,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.139700649886095,0,0,0,0,-0.043744858505506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375944256050298,-0.00364540963438328,0.117005032929416,0,0,0,0,0,0,0,0,0,0,0.0990554732766593,0,0,0,0.0187579533543193,-0.00899200478088458,0,0,0,0.00486741954510379,0,0
X002460.SZ,0,0,0,0,0,0,0.100580899757086,0,0,0.0391878979455216,0,0,0,0.356151555074757,0,0,0,0,-0.138144282504603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352632032165064,0,0.061665716287439,0,0,0,-0.113780342075846,0,0,-0.0386155281111752,0,0,0,0,0,0.387102748005151,0,0,-0.00682096180793465,0,0,0,-0.00578166435573154,0,0
X600660.SH,0,0,0,0,0,0.128474264412721,0,-0.20672781928346,0,0,0,0.0528350824241286,0,0,0,-0.165297327333125,0,0.0035573263209085,0,0,0,0,0,0,0,0,0,0,0.109730695389471,0,0,0,0,0,0.172456395116501,0.0498717073273336,0,0,0,0,0,0,0,-0.0565708419112038,0,0,0,0,0,0,0,-4.88701410033115e-05,0.0437097134529756,0,0,0,0.0119559309310068,0,0
X600019.SH,0,0,0,0,0,0,-0.0655201556007669,0,0,0,0,0.231832484458996,0,0,0,-0.172873997102807,0,0,0,0,0,0,0,0,0,0.0808124874902938,0,0,0,0.0638325348565437,0,0,0,0,0,0,0,0,0.0948379874358025,0,0,0,0,0,0.167477041355739,0.073514556507332,0.0347560510214431,0,0,-0.0241894633066469,0,0.0345688094815525,0,0,0,0,-0.0033811034925805,0,0
X000708.SZ,0,0,0.0517402640336328,0,0,0,0,0,0,0,0,0.0335164308903226,0,0,0,0,0,0,0,0,0,0,0.200034877010559,0,0,0,0,0,0.0538913295551434,0,0,0,0,0.0318581965686441,0,0,0,0,0,0,0.0655010625062549,0,0,0,0,0,0,0.240819088989648,0,-0.0591284710203945,0,-0.0306002471276677,0.0724308120441913,0,0,0,-0.00306115394777316,0,0
X002271.SZ,0,0,0.236700093093547,0,0,0.013366786451219,0.0914607967992068,0,0,0,0,-0.174113050079089,0,0.020042766214088,0.0243836865477971,0,0,0,0,0,0,0,0,0,0,0,0,0.232830554993987,0,0.0854066021952844,0,0,0,0,0.026506327762307,0,0,0,0,0,0,0,0,0.17703945175743,0,0,0,0,0,0,0,-0.0358963501733949,0.0284521487175848,0,0,0,0.036151875876012,0,0
